Depth [m],FBE4 [unitless]
694.84161,260.6668,43.4894
695.86255,252.4809,55.5432
696.88348,256.9081,52.3463
697.90448,262.1013,133.3075
698.92542,271.1224,79.1364
699.94635,269.8053,131.5871
700.96729,252.0579,44.8279
701.98828,256.7839,54.162
703.00922,246.5151,34.6505
704.03015,252.4601,65.6677
705.05115,260.1076,70.0059
706.07208,254.0102,43.9906
707.09302,254.4485,57.0256
708.11395,279.5971,132.2819
709.13495,270.5874,78.5991
710.15588,256.3236,18.9078
711.17682,248.2017,30.1032
712.19781,253.4818,49.9376
713.21875,256.9284,80.4461
714.23969,252.8876,27.0091
715.26062,253.5565,42.7625
716.28162,259.3183,59.2424
717.30255,249.9522,22.1706
718.32349,433.6981,308.6142
719.34442,250.8061,44.815
720.36542,259.9414,49.0401
721.38635,248.726,39.7974
722.40729,336.4997,204.6858
723.42828,360.9485,233.6976
724.44922,253.5887,32.0461
725.47015,259.0972,60.7765
726.49109,292.7419,152.4626
727.51208,434.131,33.7595
728.53302,254.1678,51.3444
729.55396,255.6767,53.6425
730.57495,127.0776,34.0647
731.59589,249.7299,27.3492
732.61682,431.1369,58.4598
733.63776,282.5725,101.2605
734.65875,443.2708,300.4122
735.67969,262.0596,72.2138
736.70062,251.3322,36.6395
737.72156,315.5153,149.2766
738.74255,264.3343,109.8226
739.76349,254.4404,55.5444
740.78442,267.3133,77.4047
741.80542,258.9186,59.8615
742.82635,272.1163,85.9026
743.84729,440.4364,54.6972
744.86823,425.0289,24.9444
745.88922,247.9189,55.5125
746.91016,255.7241,48.1062
747.93109,256.9713,40.265
748.95209,262.9467,84.7888
749.97302,275.9486,124.9068
750.99396,264.8875,73.5214
752.01489,252.231,29.5633
753.03589,260.2293,54.5534
754.05682,258.2231,67.0624
755.07776,283.2788,158.3424
756.09869,251.6772,72.4672
757.11969,252.6715,25.0253
758.14063,255.4703,34.404
759.16156,251.8754,56.3766
760.18256,255.5054,63.1502
761.20349,273.911,61.7395
762.22443,261.2167,44.4698
763.24536,248.6684,43.7067
764.26636,281.0192,151.6295
765.28729,259.7761,108.1321
766.30823,286.9921,146.3712
767.32922,256.9895,31.9274
768.35016,253.9614,38.8675
769.37109,263.425,53.9369
770.39203,262.0347,70.4408
771.41302,279.9416,182.381
772.43396,256.0596,35.4462
773.4549,274.2602,67.522
774.47583,266.2436,49.9467
775.49683,141.1551,70.0693
776.51776,255.9893,51.6255
777.5387,372.1858,262.7827
778.55969,257.9342,40.4813
779.58063,265.0273,50.2567
780.60156,280.2682,123.9303
781.6225,439.9879,374.9543
782.64349,260.5352,83.0145
783.66443,263.5628,58.8947
784.68536,281.2744,103.5743
785.70636,257.4313,41.5327
786.72729,254.8734,27.3092
787.74823,252.4803,42.4892
788.76917,257.3221,30.1827
789.79016,257.3463,27.7855
790.8111,269.3252,59.2697
791.83203,122.8957,43.23
792.85297,256.9803,32.5951
793.87396,254.8998,30.3878
794.8949,302.7269,171.7567
795.91583,258.6619,43.522
796.93683,261.7833,55.0201
797.95776,252.0261,43.7587
798.9787,255.2591,55.7913
799.99963,177.5982,25.0947
801.02063,251.276,23.3888
802.04156,252.4447,48.1732
803.0625,263.7954,55.9005
804.0835,252.6886,40.5812
805.10443,254.226,44.5498
806.12537,251.7768,42.6107
807.1463,249.5091,29.4478
808.1673,265.782,97.7898
809.18823,248.8664,29.3806
810.20917,252.3685,43.1709
811.2301,251.1062,21.4321
812.2511,251.1167,32.0257
813.27203,258.6553,60.3342
814.29297,250.4091,37.0371
815.31396,252.3933,55.3104
816.3349,262.8364,91.1637
817.35583,275.3972,116.0089
818.37677,275.122,79.5724
819.39777,252.5377,33.1778
820.4187,251.6303,61.379
821.43964,255.9,49.8597
822.46063,255.4082,43.557
823.48157,254.4763,49.3928
824.5025,252.9344,23.1738
825.52344,250.5862,24.4101
826.54443,256.446,39.0167
827.56537,252.2318,36.2976
828.5863,152.1042,37.2163
829.60724,250.4079,50.2175
830.62823,278.2166,131.6875
831.64917,340.5916,34.7613
832.6701,249.9174,42.2229
833.6911,255.297,37.4432
834.71204,246.9184,47.2934
835.73297,259.2933,67.3924
836.75391,263.2774,51.1233
837.7749,275.4034,107.3237
838.79584,492.2054,68.2932
839.81677,257.2385,42.6543
840.83777,268.3948,92.902
841.8587,252.8147,34.9619
842.87964,315.2493,201.6436
843.90057,255.0082,49.4884
844.92157,269.5404,228.3944
845.9425,294.8881,135.6702
846.96344,247.076,55.2945
847.98438,568.0614,442.7431
849.00537,454.4783,35.8355
850.02631,248.3549,49.8846
851.04724,249.777,46.459
852.06824,251.0997,53.1697
853.08917,255.88,45.2188
854.11011,263.7628,97.795
855.13104,248.5941,21.5969
856.15204,258.9848,78.3687
857.17297,249.3551,63.0369
858.19391,247.5814,38.2979
859.2149,252.2641,61.9351
860.23584,252.5516,47.2426
861.25677,252.9187,58.4287
862.27771,270.8727,105.671
863.29871,253.6429,25.2617
864.31964,253.9944,31.761
865.34058,257.2624,33.1181
866.36151,252.9462,46.9307
867.38251,255.1299,43.6131
868.40344,255.8775,40.0698
869.42438,251.6497,38.8321
870.44537,253.0295,39.4033
871.46631,257.95,90.669
872.48724,248.988,72.0368
873.50818,266.5234,81.2902
874.52917,310.8109,195.147
875.55011,253.0302,82.5831
876.57104,255.1767,38.7908
877.59204,252.4095,84.2133
878.61298,360.3343,29.2409
879.63391,298.1563,150.265
880.65485,250.232,38.5944
881.67584,251.6276,39.2032
882.69678,258.3662,54.8247
883.71771,267.2881,68.8687
884.73865,255.8369,78.2414
885.75964,129.1996,37.9733
886.78058,252.5012,48.9978
887.80151,423.5237,63.0817
888.82251,433.0595,44.8911
889.84344,259.9774,46.548
890.86438,261.7007,111.897
891.88531,256.3186,37.2803
892.90631,252.9197,49.1092
893.92725,253.9398,81.391
894.94818,246.9673,35.1388
895.96918,245.2283,52.4082
896.99011,250.6686,61.2951
898.01105,248.0573,54.6826
899.03198,296.8777,133.4915
900.05298,301.298,210.0449
901.07391,424.4089,34.9473
902.09485,262.9255,76.1788
903.11578,250.0222,30.6499
904.13678,255.3402,75.0437
905.15771,262.9829,36.3584
906.17865,256.9734,42.0936
907.19965,285.713,149.5152
908.22058,253.8704,49.3484
909.24152,267.5445,54.7382
910.26245,252.3884,65.0942
911.28345,251.1866,43.0431
912.30438,250.6476,37.9827
913.32532,255.4232,47.6597
914.34631,254.3762,50.9105
915.36725,249.0385,38.4144
916.38818,251.06,31.4538
917.40912,253.2219,46.519
918.43011,252.8423,39.2857
919.45105,251.7126,39.3837
920.47198,262.3205,70.1035
921.49292,123.8274,56.7684
922.51392,252.183,34.9076
923.53485,254.24,34.1907
924.55579,259.5737,36.343
925.57678,249.3918,45.7813
926.59772,318.6178,232.0952
927.61865,279.2076,122.3043
928.63959,252.1916,29.4323
929.66058,248.7711,46.4198
930.68152,250.255,41.9728
931.70245,255.2718,35.82
932.72339,251.9645,32.6974
933.74438,251.3341,36.0411
934.76532,253.447,53.3269
935.78625,250.9263,52.5254
936.80725,253.4065,45.1166
937.82819,487.3541,57.6855
938.84912,327.0477,237.4794
939.87006,258.6993,54.9124
940.89105,249.7831,65.6705
941.91199,261.0792,64.7486
942.93292,252.6893,50.3282
943.95392,249.3177,33.5246
944.97485,255.6602,42.533
945.99579,300.2852,155.5435
947.01672,350.6584,38.7752
948.03772,280.2601,131.7306
949.05865,253.3926,30.7512
950.07959,250.3561,44.5807
951.10052,320.7006,178.8122
952.12152,115.502,33.9838
953.14246,247.292,22.4286
954.16339,256.1587,45.0001
955.18439,399.5008,34.0351
956.20532,262.894,49.1277
957.22626,256.0023,39.8931
958.24719,267.143,99.0613
959.26819,253.7908,39.4499
960.28912,290.6577,136.937
961.31006,250.8356,48.8282
962.33105,251.001,42.4956
963.35199,248.0153,25.8641
964.37292,256.4119,42.7044
965.39386,261.5002,65.1592
966.41486,251.3481,42.2702
967.43579,140.6954,74.3314
968.45673,119.4,54.5968
969.47766,252.2595,48.5604
970.49866,258.4957,60.6468
971.51959,252.9207,42.6528
972.54053,258.4346,88.4623
973.56152,284.0957,153.2884
974.58246,278.7285,101.762
975.60339,268.0961,108.5982
976.62433,251.9911,25.6499
977.64532,253.437,51.5692
978.66626,344.4474,28.3683
979.68719,248.7136,39.6037
980.70819,252.0549,56.7148
981.72913,267.7352,149.454
982.75006,264.2595,59.7295
983.771,255.8645,64.5081
984.79199,374.8811,238.8515
985.81293,252.4087,35.9168
986.83386,250.1656,34.9426
987.8548,256.7565,31.1241
988.87579,254.2054,38.0851
989.89673,250.5111,36.0871
990.91766,265.5415,84.4553
991.93866,259.6012,57.2506
992.95959,253.2676,57.7059
993.98053,254.7843,55.6339
995.00146,248.8386,34.1951
996.02246,255.3486,42.5234
997.0434,254.2767,43.2941
998.06433,265.1077,68.5017
999.08533,426.6334,32.5444
1000.10626,248.9557,45.6035
1001.1272,264.4802,90.5367
1002.14813,250.9869,41.6397
1003.16913,257.7956,49.0542
1004.19006,255.7174,43.4061
1005.211,254.0318,55.2246
1006.23193,254.3602,31.2821
1007.25293,253.3734,31.7631
1008.27386,256.5422,43.8046
1009.2948,263.5659,67.8214
1010.3158,252.3477,30.4582
1011.33673,208.1125,27.0479
1012.35767,255.6807,69.5562
1013.3786,257.9984,49.0403
1014.3996,259.7151,82.3829
1015.42053,276.8685,73.1806
1016.44147,287.0386,123.9249
1017.46246,258.6506,62.2043
1018.4834,281.7373,88.4448
1019.50433,279.3275,81.9848
1020.52527,272.119,100.0598
1021.54626,264.5298,61.7245
1022.5672,258.8528,38.4344
1023.58813,479.8301,30.4608
1024.60913,252.8694,50.3284
1025.63,267.4842,94.8616
1026.651,282.6574,116.2636
1027.672,248.7665,34.0119
1028.69287,256.5917,72.5723
1029.71387,264.436,63.7061
1030.73486,258.4066,78.9162
1031.75574,275.5242,132.8627
1032.77673,265.16,81.4943
1033.79761,249.8212,32.0617
1034.8186,253.9891,30.9269
1035.8396,265.6584,62.6174
1036.86047,254.9626,45.9593
1037.88147,251.9451,41.8532
1038.90247,259.6275,99.8508
1039.92334,255.144,36.1772
1040.94434,258.9414,35.0892
1041.96533,252.4691,26.8978
1042.98621,268.1828,104.2446
1044.0072,259.9926,38.763
1045.0282,255.6053,51.1909
1046.04907,394.5489,253.3064
1047.07007,263.4361,83.0305
1048.09094,269.4962,93.0663
1049.11194,277.7256,98.4042
1050.13293,267.5842,105.3042
1051.15381,266.5913,121.2455
1052.1748,259.6508,59.2131
1053.1958,148.2608,39.4293
1054.21667,255.9688,54.0871
1055.23767,254.5368,48.5331
1056.25867,257.806,32.6632
1057.27954,249.4534,19.7295
1058.30054,255.5555,81.4793
1059.32141,335.0645,20.5972
1060.34241,259.1474,48.9584
1061.3634,254.0663,52.6877
1062.38428,265.5636,112.8956
1063.40527,267.0646,87.1699
1064.42627,262.7621,45.5842
1065.44714,248.6383,19.4457
1066.46814,253.3437,45.4483
1067.48914,251.7563,31.1
1068.51001,256.9529,48.7936
1069.53101,254.3294,44.9943
1070.55188,250.752,28.9337
1071.57288,263.7195,98.2319
1072.59387,261.5488,82.2363
1073.61475,258.2821,93.1875
1074.63574,253.0348,35.2687
1075.65674,264.9474,96.1379
1076.67761,249.6615,33.3735
1077.69861,247.9734,34.094
1078.7196,255.6205,56.7959
1079.74048,249.0783,33.9711
1080.76147,320.0468,199.91
1081.78247,285.3545,120.0864
1082.80334,257.874,63.6757
1083.82434,312.7206,167.2046
1084.84521,259.772,75.9449
1085.86621,251.3344,48.5031
1086.88721,263.5414,71.2496
1087.90808,256.1118,65.3175
1088.92908,247.9911,36.7008
1089.95007,252.5212,40.6645
1090.97095,260.6558,70.0456
1091.99194,298.1683,178.0548
1093.01294,261.0615,92.3624
1094.03381,252.7356,91.0657
1095.05481,254.3034,61.2076
1096.07568,257.3042,64.7881
1097.09668,303.7738,236.9459
1098.11768,135.5115,64.0748
1099.13855,266.95,101.7276
1100.15955,255.8981,66.0173
1101.18054,286.698,140.5311
1102.20142,263.2206,71.7271
1103.22241,249.0415,64.1853
1104.24341,256.4214,33.8386
1105.26428,265.1937,88.2687
1106.28528,252.4274,33.063
1107.30615,249.4605,42.5517
1108.32715,264.5696,90.9295
1109.34814,133.8103,61.5555
1110.36902,252.6921,30.4874
1111.39001,268.3007,59.4912
1112.41101,254.4275,59.2544
1113.43188,259.8641,42.9583
1114.45288,246.7471,31.6053
1115.47388,301.653,130.7381
1116.49475,302.0683,147.7532
1117.51575,250.9638,22.0578
1118.53674,253.5889,53.3105
1119.55762,256.2284,90.3985
1120.57861,257.7682,47.6495
1121.59949,251.0791,42.6891
1122.62048,263.6539,84.8522
1123.64148,472.0288,294.1184
1124.66235,313.2226,238.7953
1125.68335,256.3055,33.9972
1126.70435,248.7216,53.1613
1127.72522,249.3456,34.6367
1128.74622,253.9426,39.6919
1129.76721,334.5658,250.6466
1130.78809,249.6845,36.2858
1131.80908,128.0511,48.5239
1132.82996,253.5561,40.5329
1133.85095,124.2677,71.4842
1134.87195,256.0903,44.7258
1135.89282,745.5614,820.4593
1136.91382,285.7849,86.7429
1137.93481,255.1675,46.8752
1138.95569,256.4783,36.54
1139.97668,268.1139,97.5639
1140.99768,249.5619,53.1141
1142.01855,246.6717,64.2994
1143.03955,283.0255,106.1879
1144.06042,290.0994,170.8243
1145.08142,255.1146,77.7411
1146.10242,258.3062,49.8681
1147.12329,254.2944,47.8238
1148.14429,255.519,69.7944
1149.16528,253.6608,65.2843
1150.18616,254.9027,45.7117
1151.20715,251.4164,76.733
1152.22815,253.7294,67.2262
1153.24902,250.33,32.293
1154.27002,247.5157,48.0231
1155.29102,252.3231,49.1051
1156.31189,297.1543,139.0646
1157.33289,252.2449,44.3139
1158.35376,253.1248,43.1843
1159.37476,259.3176,82.8443
1160.39575,250.0776,54.2184
1161.41663,255.1077,45.295
1162.43762,401.2048,52.0772
1163.45862,260.6176,81.3819
1164.47949,251.0587,61.8289
1165.50049,369.0593,34.4682
1166.52148,260.9962,75.4539
1167.54236,247.9523,45.02
1168.56335,268.3658,87.8079
1169.58423,247.1315,34.6224
1170.60522,251.5964,32.3124
1171.62622,277.8962,163.7363
1172.64709,252.0184,98.2468
1173.66809,254.148,54.4156
1174.68909,259.0926,50.6224
1175.70996,380.7708,36.7923
1176.73096,462.0425,63.6976
1177.75195,257.0095,58.4011
1178.77283,259.4625,48.4399
1179.79382,248.7103,34.699
1180.8147,272.5735,171.1497
1181.83569,250.9564,45.5572
1182.85669,250.1176,33.4821
1183.87756,250.9177,46.7791
1184.89856,345.0736,30.4433
1185.91956,251.7634,60.6177
1186.94043,283.2325,132.4595
1187.96143,250.0958,35.0577
1188.98242,250.6015,34.0803
1190.0033,341.5201,145.5476
1191.02429,254.9052,50.9969
1192.04517,251.3938,33.7422
1193.06616,250.1066,35.3573
1194.08716,258.0529,130.3146
1195.10803,250.6764,30.4361
1196.12903,263.3888,109.4642
1197.15002,258.0414,62.4718
1198.1709,264.7921,123.6005
1199.19189,250.7859,35.8141
1200.21289,299.3149,176.7201
1201.23376,245.6375,29.0904
1202.25476,263.9698,56.5868
1203.27576,245.797,29.2887
1204.29663,248.2731,27.5596
1205.31763,250.0248,39.9222
1206.3385,254.7059,31.5352
1207.3595,273.2641,91.6869
1208.38049,251.3052,33.4791
1209.40137,279.5947,137.1512
1210.42236,254.6754,56.6661
1211.44336,366.1764,26.8564
1212.46423,251.7,42.2526
1213.48523,379.0709,156.1293
1214.50623,263.49,69.6583
1215.5271,251.7688,29.4717
1216.5481,251.4081,42.5673
1217.56897,248.1738,40.8304
1218.58997,247.6192,27.5882
1219.61096,266.5153,61.4997
1220.63184,250.9641,18.6562
1221.65283,259.8112,77.4954
1222.67383,269.3815,120.5916
1223.6947,251.2556,39.3987
1224.7157,254.6072,33.1774
1225.73669,280.2018,118.0125
1226.75757,268.6311,87.7121
1227.77856,264.2414,60.6791
1228.79944,258.0592,49.4768
1229.82043,262.5008,71.6099
1230.84143,272.0055,117.107
1231.8623,260.3205,107.0256
1232.8833,287.2363,206.5398
1233.9043,252.9062,29.3684
1234.92517,253.3842,45.2102
1235.94617,263.1262,62.0136
1236.96716,335.6422,282.0513
1237.98804,257.6619,89.9524
1239.00903,254.1126,35.5189
1240.03003,257.4171,27.9224
1241.0509,142.0412,102.4811
1242.0719,261.1924,109.0886
1243.09277,255.344,29.9889
1244.11377,257.2752,53.0639
1245.13477,305.4975,181.1337
1246.15564,255.114,30.5536
1247.17664,261.1218,81.5374
1248.19763,261.4422,60.3755
1249.21851,263.8764,76.5212
1250.2395,287.2695,182.9905
1251.2605,256.4118,37.8696
1252.28137,255.3872,32.1102
1253.30237,265.9185,91.2842
1254.32324,255.9396,38.7171
1255.34424,268.7921,100.5148
1256.36523,253.8105,34.7577
1257.38611,252.598,33.7652
1258.4071,266.5896,62.4285
1259.4281,265.2275,53.5807
1260.44897,305.4176,136.8581
1261.46997,252.3267,27.5522
1262.49097,349.2119,290.8374
1263.51184,257.1567,37.9502
1264.53284,256.121,56.8433
1265.55371,255.146,46.2107
1266.57471,299.3899,122.317
1267.5957,291.9677,156.3753
1268.61658,251.5167,51.0903
1269.63757,275.4696,118.2464
1270.65857,253.5431,32.9405
1271.67944,259.662,60.717
1272.70044,352.4275,41.1199
1273.72144,555.7299,370.5053
1274.74231,262.2827,49.9962
1275.76331,308.362,164.3043
1276.7843,263.0443,65.3939
1277.80518,265.777,64.3308
1278.82617,284.857,135.5228
1279.84705,256.4024,62.5599
1280.86804,261.7866,64.4892
1281.88904,260.1729,77.1662
1282.90991,256.0052,48.348
1283.93091,261.0757,91.37
1284.9519,262.6804,63.7033
1285.97278,256.9982,40.8521
1286.99377,251.9803,49.546
1288.01477,255.5195,33.0617
1289.03564,255.7746,39.344
1290.05664,271.2356,92.7469
1291.07751,139.8206,91.2053
1292.09851,264.0073,69.868
1293.11951,253.044,37.4062
1294.14038,264.3265,73.49
1295.16138,253.3951,49.8305
1296.18237,258.6149,41.2976
1297.20325,287.9469,88.4312
1298.22424,256.9441,47.1614
1299.24524,263.2982,59.7228
1300.26611,451.4033,41.9939
1301.28711,255.2645,47.5356
1302.30798,154.5694,28.4754
1303.32898,312.4118,228.7516
1304.34998,252.5051,26.7026
1305.37085,262.5229,68.0887
1306.39185,258.5499,75.5345
1307.41284,263.195,39.6688
1308.43372,279.2892,98.458
1309.45471,254.2174,46.3832
1310.47571,255.9683,38.9052
1311.49658,254.7915,66.9589
1312.51758,256.8748,52.3274
1313.53857,258.7674,59.9292
1314.55945,255.1181,25.6245
1315.58044,255.0829,57.463
1316.60132,253.9967,29.616
1317.62231,260.2638,59.1139
1318.64331,252.6579,31.0974
1319.66418,258.8745,45.8071
1320.68518,249.9617,29.6388
1321.70618,260.0606,97.1148
1322.72705,486.5989,38.9652
1323.74805,417.2849,34.4306
1324.76904,249.6767,49.041
1325.78992,252.9208,36.0495
1326.81091,266.1501,82.2953
1327.83179,257.4059,57.6345
1328.85278,260.9949,57.008
1329.87378,249.754,27.3404
1330.89465,250.1011,32.4254
1331.91565,253.2567,42.2013
1332.93665,348.4291,20.492
1333.95752,252.8215,37.8691
1334.97852,255.0439,56.2103
1335.99951,250.1033,24.5153
1337.02039,257.7138,53.3405
1338.04138,253.3046,31.8454
1339.06226,251.232,39.8372
1340.08325,249.4091,31.7759
1341.10425,265.5766,100.9802
1342.12512,246.723,57.1356
1343.14612,477.2742,34.7947
1344.16711,250.7747,50.1101
1345.18799,424.4492,38.8985
1346.20898,252.0242,35.8529
1347.22998,451.6735,303.5378
1348.25085,296.5914,185.201
1349.27185,271.9061,114.5653
1350.29285,248.99,36.1131
1351.31372,127.1071,32.1188
1352.33472,254.8597,43.5069
1353.35559,375.2701,283.4067
1354.37659,263.2695,75.3327
1355.39758,249.8681,44.7235
1356.41846,302.4199,108.1071
1357.43945,251.7406,40.6754
1358.46045,252.417,43.7605
1359.48132,251.1749,33.108
1360.50232,251.135,62.1315
1361.52332,253.2891,45.6558
1362.54419,255.0001,63.2554
1363.56519,261.5096,60.1483
1364.58606,250.5799,27.8662
1365.60706,254.7487,51.9224
1366.62805,265.4384,88.3674
1367.64893,249.7786,44.5775
1368.66992,331.6003,254.5076
1369.69092,250.6553,40.6512
1370.71179,376.9712,46.5259
1371.73279,254.1651,43.4579
1372.75378,254.8113,47.704
1373.77466,260.3503,58.7856
1374.79565,1199.0807,641.7387
1375.81653,361.6223,247.9173
1376.83752,249.1308,46.3239
1377.85852,250.5698,45.426
1378.87939,250.2287,29.1954
1379.90039,293.8204,142.0285
1380.92139,1423.1292,591.5137
1381.94226,252.4865,39.1201
1382.96326,124.1994,26.6119
1383.98425,265.063,76.9585
1385.00513,126.7343,44.3684
1386.02612,314.8084,245.119
1387.04712,248.4137,26.9026
1388.06799,267.4726,79.7517
1389.08899,264.2759,66.9362
1390.10986,250.0592,45.1653
1391.13086,259.4352,69.059
1392.15186,253.0793,36.7106
1393.17273,252.813,44.9867
1394.19373,257.373,52.4171
1395.21472,261.238,125.7039
1396.2356,253.5153,57.5366
1397.25659,254.4394,58.2713
1398.27759,247.1318,34.3367
1399.29846,294.6083,137.2908
1400.31946,251.1402,38.3563
1401.34033,257.602,72.5695
1402.36133,253.1084,44.1967
1403.38232,261.5372,120.0609
1404.4032,252.646,44.691
1405.42419,250.1066,47.4753
1406.44519,251.6833,40.0987
1407.46606,292.5748,110.8119
1408.48706,258.7201,99.0566
1409.50806,264.6107,65.1815
1410.52893,274.1823,132.0418
1411.54993,257.9652,76.9172
1412.5708,257.6601,53.9578
1413.5918,145.2539,72.6298
1414.61279,255.0018,52.961
1415.63367,254.8801,65.6019
1416.65466,264.4672,98.9634
1417.67566,258.7408,70.3466
1418.69653,250.0528,46.8109
1419.71753,251.4089,68.1941
1420.73853,265.9715,132.0809
1421.7594,249.6641,54.929
1422.7804,251.0714,43.8132
1423.80139,363.8398,38.02
1424.82227,258.6708,88.1989
1425.84326,274.622,102.1139
1426.86414,171.4564,44.1698
1427.88513,271.6393,104.0298
1428.90613,252.2462,37.3052
1429.927,125.1815,61.8332
1430.948,261.2194,55.7262
1431.96899,270.4113,101.4836
1432.98987,255.1533,53.9152
1434.01086,313.289,96.3992
1435.03186,256.2992,48.3234
1436.05273,248.3795,40.9221
1437.07373,261.0878,112.097
1438.0946,323.49,187.2443
1439.1156,248.3414,55.6073
1440.1366,253.5698,34.9405
1441.15747,254.0278,45.9494
1442.17847,252.5957,35.293
1443.19946,257.3007,44.916
1444.22034,263.1766,55.5436
1445.24133,255.4756,34.2816
1446.26233,252.5415,48.0367
1447.2832,266.3896,109.2164
1448.3042,248.3251,54.2906
1449.32507,256.1182,66.1415
1450.34607,261.0124,132.7333
1451.36707,257.0781,68.9631
1452.38794,417.1193,45.373
1453.40894,250.5048,44.7436
1454.42993,250.987,35.9674
1455.45081,253.6352,110.0981
1456.4718,465.8823,30.2079
1457.4928,247.2206,51.1403
1458.51367,249.221,45.9329
1459.53467,262.1952,84.4502
1460.55554,252.2072,26.3203
1461.57654,262.5341,86.445
1462.59753,477.0296,97.1493
1463.61841,258.4572,78.7218
1464.6394,258.2836,54.9275
1465.6604,260.1824,54.76
1466.68127,276.0102,150.6767
1467.70227,250.0042,25.9366
1468.72327,143.9535,110.2969
1469.74414,445.2137,99.681
1470.76514,255.6957,53.1858
1471.78613,460.8641,58.6037
1472.80701,256.7038,25.0865
1473.828,251.1998,36.8163
1474.84888,256.6472,25.0697
1475.86987,252.4888,37.183
1476.89087,274.4765,100.9607
1477.91174,282.5948,134.2074
1478.93274,265.97,75.4821
1479.95374,251.8961,45.89
1480.97461,254.0161,54.6796
1481.99561,317.3354,141.1045
1483.0166,249.3614,35.7685
1484.03748,263.5008,97.2268
1485.05847,249.835,37.6543
1486.07935,245.9379,27.3041
1487.10034,250.1699,56.9493
1488.12134,256.4068,52.6651
1489.14221,295.7951,109.8345
1490.16321,156.8665,31.0498
1491.1842,255.7805,23.7348
1492.20508,254.5865,59.2749
1493.22607,277.3972,196.3421
1494.24707,254.3144,35.3031
1495.26794,250.8914,50.7766
1496.28894,250.2566,25.4043
1497.30981,249.5236,64.2493
1498.33081,266.7901,86.4235
1499.35181,311.5027,197.8493
1500.37268,263.5096,91.5589
1501.39368,445.8885,339.6076
1502.41467,250.5442,44.9571
1503.43555,252.785,52.4712
1504.45654,253.538,54.2422
1505.47754,256.7342,57.4888
1506.49841,263.6603,53.2032
1507.51941,261.5693,86.3827
1508.54041,268.7817,72.71
1509.56128,248.0467,86.734
1510.58228,376.0325,58.7785
1511.60315,254.7218,48.8569
1512.62415,253.9234,36.4441
1513.64514,264.3598,98.5884
1514.66602,264.8048,64.3585
1515.68701,257.3522,58.4017
1516.70801,256.8378,63.1969
1517.72888,271.1895,60.1386
1518.74988,263.757,40.7831
1519.77087,257.3472,46.3697
1520.79175,266.7941,103.0686
1521.81274,264.2172,113.2879
1522.83362,417.7824,285.0704
1523.85461,504.5396,55.6293
1524.87561,258.4127,41.1284
1525.89648,276.5512,148.4773
1526.91748,258.9732,58.8562
1527.93848,368.6859,348.2278
1528.95935,276.3341,67.5912
1529.98035,251.8322,39.1308
1531.00134,267.8743,57.5799
1532.02222,258.5123,53.1862
1533.04321,308.0894,110.3332
1534.06409,408.1449,30.7276
1535.08508,252.095,26.7868
1536.10608,258.077,84.4676
1537.12695,265.2131,104.6858
1538.14795,261.4227,47.9784
1539.16895,253.6801,34.4399
1540.18982,349.5333,258.2308
1541.21082,356.8833,218.5808
1542.23181,404.359,43.8434
1543.25269,450.2674,51.8335
1544.27368,258.302,39.3726
1545.29468,256.7991,36.5832
1546.31555,274.6421,85.7716
1547.33655,257.047,50.1259
1548.35742,257.2213,42.2774
1549.37842,263.5369,55.2576
1550.39941,263.656,48.7053
1551.42029,262.9624,91.6128
1552.44128,440.9955,53.367
1553.46228,254.1287,48.2649
1554.48315,255.6691,46.7966
1555.50415,258.8275,37.4974
1556.52515,276.451,78.0727
1557.54602,273.7829,73.7248
1558.56702,260.4613,61.5883
1559.58789,800.8914,471.9543
1560.60889,264.2138,65.5802
1561.62988,259.2498,38.7899
1562.65076,474.801,50.0597
1563.67175,256.762,30.6493
1564.69275,276.409,91.2905
1565.71362,285.0271,130.5141
1566.73462,263.4425,72.2924
1567.75562,257.0211,43.4976
1568.77649,255.3236,48.6363
1569.79749,255.7457,32.6843
1570.81836,309.3131,105.096
1571.83936,309.296,221.7152
1572.86035,285.8021,130.3086
1573.88123,256.3836,41.5682
1574.90222,342.0202,237.2627
1575.92322,254.5805,61.2498
1576.94409,140.9833,50.7301
1577.96509,257.5193,30.8219
1578.98608,259.52,35.6859
1580.00696,254.3439,35.2577
1581.02795,441.5215,59.6967
1582.04895,258.2603,49.1436
1583.06982,252.6696,66.1197
1584.09082,255.2884,49.8624
1585.11169,274.5504,129.5167
1586.13269,266.2495,100.9942
1587.15369,251.4559,34.9225
1588.17456,253.3374,29.6539
1589.19556,466.8296,51.2999
1590.21655,251.7548,31.3862
1591.23743,253.9769,37.5354
1592.25842,257.4439,52.0247
1593.27942,270.0494,108.2014
1594.30029,257.5753,35.3464
1595.32129,258.6972,44.9732
1596.34216,274.5832,125.4338
1597.36316,259.1335,75.4703
1598.38416,254.4641,45.6813
1599.40503,256.7633,59.7534
1600.42603,132.2238,67.8355
1601.44702,261.1013,84.4941
1602.4679,133.9983,32.9639
1603.48889,287.2103,119.6971
1604.50989,257.8418,34.9011
1605.53076,256.8878,42.1261
1606.55176,259.6418,37.4005
1607.57263,252.7893,31.5299
1608.59363,263.8449,88.8072
1609.61462,355.8662,29.4755
1610.6355,250.7838,43.7098
1611.65649,253.1648,33.6114
1612.67749,286.9499,134.8598
1613.69836,252.5027,58.5118
1614.71936,250.6464,38.2926
1615.74036,291.0966,156.7482
