Depth [m],FBE1 [unitless]
-169.90474,583.4739,1403.9591
-168.88379,1283.9943,1201.6672
-167.86284,754.1277,1398.6403
-166.84189,1027.1583,1193.8171
-165.82094,718.0668,1102.8018
-164.79999,1516.3303,1365.6481
-163.77902,677.956,834.8198
-162.75807,1010.3726,1357.5605
-161.73712,1270.4963,1165.4015
-160.71617,1311.1847,897.3549
-159.69522,1029.1659,1175.4108
-158.67427,1119.3198,1811.6769
-157.65332,1067.5809,1235.431
-156.63237,958.4985,1258.9852
-155.61142,1522.0833,904.7072
-154.59045,1231.6388,1022.1382
-153.5695,798.0678,1049.4744
-152.54855,1595.587,1594.4102
-151.5276,1274.7803,1301.3098
-150.50665,1422.1902,905.5328
-149.4857,1110.6106,1162.9749
-148.46475,1335.42,1191.3063
-147.4438,1072.8363,943.036
-146.42285,1093.2583,1554.2477
-145.40189,983.5229,1403.9913
-144.38094,992.4642,1150.8065
-143.35999,516.978,1438.9667
-142.33904,1633.7588,878.5016
-141.31808,1594.5165,1937.0795
-140.29713,1630.14,1204.0731
-139.27618,1072.0861,952.1756
-138.25523,875.592,1136.9863
-137.23428,1354.6992,993.9577
-136.21332,1146.3494,1689.7769
-135.19237,982.6912,1304.3195
-134.17142,1380.9937,1286.0712
-133.15047,1020.0139,1136.1265
-132.12952,797.7274,812.9274
-131.10857,901.3632,1366.351
-130.08762,1582.0419,1010.277
-129.06667,1308.9518,593.7241
-128.04572,1530.6732,1297.2844
-127.02476,890.6843,1295.0597
-126.00381,1643.7019,1510.3334
-124.98286,1283.1808,1193.7693
-123.9619,1124.7028,955.4733
-122.94095,902.8585,608.6113
-121.92,1664.5244,1244.0402
-120.89905,823.7258,1003.4734
-119.87809,1230.8182,1137.3573
-118.85714,988.1899,1109.8141
-117.83619,1345.2643,1703.9729
-116.81524,819.0976,1569.1229
-115.79429,911.0015,1019.0521
-114.77333,73.8998,1.5562
-113.75238,71.5111,0.5568
-112.73143,72.1847,2.4228
-111.71048,73.4298,2.7443
-110.68952,72.0441,5.6372
-109.66857,65.6531,3.0666
-108.64762,70.7701,9.655
-107.62667,72.7308,2.2973
-106.60572,72.0305,1.2403
-105.58476,69.6689,1.0447
-104.56381,140.2078,150.9254
-103.54286,143.7511,154.8433
-102.52191,144.0632,152.5029
-101.50095,221.8789,133.8448
-100.48,131.2648,146.5424
-99.45905,230.708,145.3346
-98.4381,85.216,9.0464
-97.41715,69.04,4.3234
-96.39619,63.5333,8.0152
-95.37524,65.8458,5.4453
-94.35429,65.2967,5.4181
-93.33334,68.3244,2.0569
-92.31239,70.1092,4.7453
-91.29144,70.431,1.8091
-90.27048,66.4936,3.58
-89.24953,70.0952,1.4086
-88.22858,70.5463,2.1611
-87.20763,70.8143,2.1446
-86.18668,71.8879,2.6374
-85.16573,67.428,8.8572
-84.14478,71.3919,3.9504
-83.12382,70.0345,1.786
-82.10287,72.1816,2.0816
-81.08192,68.7038,4.3495
-80.06097,72.0119,4.358
-79.04002,70.7882,3.8736
-78.01906,166.6979,171.8065
-76.99811,61.6576,9.1431
-75.97716,70.9136,2.2001
-74.95621,71.6741,3.0236
-73.93525,70.133,2.9688
-72.9143,74.2439,3.2037
-71.89335,69.7274,3.336
-70.8724,67.0871,1.2175
-69.85145,69.6387,4.7011
-68.83049,69.8416,2.0766
-67.80954,69.2572,3.5522
-66.78859,79.0973,13.6905
-65.76764,72.8515,2.8366
-64.74668,71.4892,3.0492
-63.72573,67.8301,1.9915
-62.70478,70.6789,2.7263
-61.68383,87.0945,18.4808
-60.66288,72.6475,2.6528
-59.64193,71.9896,2.8439
-58.62097,72.7592,3.2979
-57.60002,72.1372,2.6772
-56.57907,70.4143,1.7065
-55.55812,70.9446,1.7259
-54.53717,70.0598,6.0118
-53.51621,69.6051,2.9593
-52.49526,70.477,3.0813
-51.47431,72.0125,1.3855
-50.45336,72.6729,4.6106
-49.4324,69.7699,1.1103
-48.41145,70.2594,2.4062
-47.3905,69.3187,2.5809
-46.36955,70.3391,2.577
-45.3486,70.328,2.3849
-44.32764,73.9074,2.9988
-43.30669,72.609,1.0533
-42.28574,66.7614,3.8812
-41.26479,72.6014,2.8127
-40.24384,70.887,1.7181
-39.22289,70.4573,1.8636
-38.20193,66.3199,6.5812
-37.18098,71.2367,0.7608
-36.16003,71.529,0.9393
-35.13908,72.4966,6.2275
-34.11813,71.972,3.8896
-33.09717,70.0133,3.1158
-32.07622,70.8771,2.7517
-31.05527,70.0845,1.3355
-30.03432,69.1277,2.5009
-29.01336,69.7623,2.3411
-27.99241,70.6386,2.9024
-26.97146,69.0246,1.32
-25.95051,68.3088,3.0289
-24.92956,70.3587,1.3912
-23.90861,69.4093,2.12
-22.88765,69.9959,7.5914
-21.8667,68.4185,3.0478
-20.84575,70.8699,4.7554
-19.8248,71.4154,1.1487
-18.80384,68.4742,6.2162
-17.78289,72.165,2.2668
-16.76194,72.1718,1.1859
-15.74099,77.6557,6.1713
-14.72004,70.052,1.5745
-13.69909,70.9561,2.0513
-12.67813,70.0779,3.3943
-11.65718,70.6748,12.558
-10.63623,74.2757,12.8251
-9.61528,144.3892,266.4962
-8.59433,718.7846,798.7097
-7.57337,470.4304,939.0496
-6.55242,1025.7722,1094.7411
-5.53147,890.2656,1443.9164
-4.51052,1219.5106,1319.4677
-3.48956,1228.3542,1118.144
-2.46861,1203.2532,1758.848
-1.44766,1333.5079,1454.2878
-0.42671,825.4222,540.254
0.59424,1327.0129,1547.5613
1.6152,778.3442,467.472
2.63615,1555.585,1412.4623
3.6571,838.8422,604.1213
4.67805,555.1873,414.8294
5.699,331.2617,443.7424
6.71995,60.2712,19.8898
7.74091,195.462,104.6338
8.76186,71.9369,1.4698
9.78281,67.1105,5.0351
10.80376,68.9989,3.4169
11.82471,75.5601,3.4308
12.84567,72.1513,5.3555
13.86662,73.8392,3.8161
14.88757,76.072,4.8086
15.90852,4.624,3.2833
16.92948,71.4773,3.1472
17.95043,71.0995,1.9865
18.97138,70.481,2.0637
19.99233,72.1769,4.9389
21.01328,72.4706,2.7221
22.03424,72.1209,2.3373
23.05519,70.542,1.3263
24.07614,71.9373,2.2959
25.09709,69.1229,2.7457
26.11804,71.07,1.9075
27.13899,107.4898,1.0075
28.15995,71.7116,1.9261
29.1809,71.8619,1.7293
30.20185,75.8748,6.9117
31.2228,71.1015,1.4435
32.24376,70.6746,0.5053
33.26471,70.3489,2.794
34.28566,70.0241,2.7507
35.30661,70.9418,1.2608
36.32756,71.3552,2.9929
37.34851,71.5621,1.2854
38.36947,69.3725,1.1305
39.39042,71.0814,3.7367
40.41137,70.4216,1.296
41.43232,66.3239,8.8462
42.45327,70.9383,1.034
43.47423,72.3807,2.0064
44.49518,71.6882,3.4115
45.51613,71.5049,4.4196
46.53708,70.1844,1.2847
47.55804,71.4883,1.7397
48.57899,71.5807,1.9852
49.59994,71.4105,2.2063
50.62089,70.0119,3.6518
51.64184,72.5989,2.36
52.6628,70.8588,1.5566
53.68375,72.2233,3.039
54.7047,72.17,4.9442
55.72565,68.076,10.8703
56.7466,71.5145,1.5201
57.76756,72.3402,2.1905
58.78851,71.358,2.1308
59.80946,72.2298,6.9912
60.83041,72.6451,3.0028
61.85136,69.841,2.7179
62.87231,71.6521,2.7986
63.89327,70.8112,1.4502
64.91422,70.5845,0.5863
65.93517,70.8211,0.4737
66.95612,70.3254,1.9256
67.97707,70.4882,2.6222
68.99802,38.4377,0.8447
70.01898,69.9689,1.399
71.03993,68.4759,2.3747
72.06088,71.5676,1.4462
73.08183,71.758,1.7811
74.10278,85.935,13.7128
75.12374,75.7241,3.2855
76.14469,70.7667,1.4192
77.16564,69.6982,1.132
78.18659,71.2268,1.022
79.20755,70.9159,1.8417
80.2285,70.948,1.6287
81.24945,70.1484,1.8152
82.2704,70.4233,1.1669
83.29135,69.2897,1.3874
84.31231,71.1906,5.2412
85.33326,70.7978,1.2404
86.35421,70.1028,1.4341
87.37516,70.1216,1.5106
88.39612,69.1563,1.35
89.41707,70.1465,1.5475
90.43802,69.0203,1.5504
91.45897,48.7997,1.2518
92.47992,69.9561,2.5226
93.50088,67.6768,2.657
94.52183,70.5988,1.4249
95.54278,68.1982,2.008
96.56373,3.0161,1.8981
97.58469,68.2882,1.6605
98.60564,70.4,3.8505
99.62659,66.8019,4.0451
100.64754,68.0047,2.7996
101.66849,67.2882,3.2418
102.68945,68.1824,3.7376
103.7104,68.4518,2.5027
104.73135,67.6224,4.6086
105.7523,134.6777,5.3971
106.77325,67.8965,2.3863
107.7942,69.566,2.5078
108.81516,66.8522,4.1663
109.83611,69.0015,2.3352
110.85706,67.4142,4.9031
111.87801,66.7683,5.4837
112.89896,69.1803,1.9081
113.91991,67.2564,4.1717
114.94086,71.2856,3.1194
115.96182,125.81,2.7007
116.98277,70.6357,3.2013
118.00372,62.75,8.1719
119.02467,69.6985,1.7529
120.04562,68.963,1.5825
121.06658,71.3878,17.4814
122.08753,69.3776,2.64
123.10848,68.4349,1.951
124.12943,14.0496,1.1254
125.15039,69.403,1.6124
126.17134,66.6448,2.0781
127.19229,69.1552,1.5197
128.21324,72.1356,1.6922
129.23419,70.6501,0.9006
130.25514,70.5346,3.133
131.27609,73.4397,2.9042
132.29706,69.836,3.9024
133.31801,84.165,0.591
134.33896,72.8511,10.3356
135.35991,70.8076,1.075
136.38086,76.216,6.6641
137.40181,70.569,1.0467
138.42276,71.5977,1.5425
139.44371,71.1193,1.3803
140.46466,71.7771,3.0045
141.48563,139.458,1.3194
142.50658,72.018,3.8083
143.52753,24.409,1.2511
144.54848,67.7557,3.2726
145.56943,71.1704,1.3515
146.59038,72.1161,3.9323
147.61133,69.2967,4.1453
148.63228,69.8305,1.3616
149.65323,71.4149,1.8691
150.67419,70.0664,2.1611
151.69514,71.2504,0.5533
152.71609,68.0172,4.4468
153.73705,71.1139,0.6304
154.758,70.802,0.5258
155.77895,69.8816,0.982
156.7999,71.8332,2.9741
157.82085,74.9203,7.969
158.8418,71.7062,2.3531
159.86276,71.6031,0.8614
160.88371,69.7126,1.2751
161.90466,68.3498,4.3696
162.92561,70.8412,1.9926
163.94656,72.5204,2.3554
164.96751,365.3475,540.5909
165.98846,70.4902,0.9342
167.00941,70.6407,2.2724
168.03036,67.6707,4.7743
169.05133,72.2836,3.0491
170.07228,69.3774,5.2525
171.09323,70.9382,0.8586
172.11418,71.5299,3.3721
173.13513,71.4159,1.168
174.15608,71.0325,1.4552
175.17703,70.3853,2.6672
176.19798,70.7514,1.2795
177.21893,66.7895,6.9762
178.23988,71.4581,2.1938
179.26085,71.1842,1.0599
180.2818,70.8192,0.6323
181.30275,72.2504,1.3407
182.3237,72.0755,2.2101
183.34465,70.6439,3.6635
184.3656,71.6369,2.6926
185.38655,74.2088,2.8665
186.4075,70.9762,1.924
187.42845,74.1892,5.4744
188.44942,70.2124,0.6755
189.47037,71.6819,1.1693
190.49132,69.7274,2.2779
191.51227,72.1736,1.8901
192.53322,71.1195,1.9061
193.55417,72.2291,3.3271
194.57512,71.4612,2.3634
195.59607,71.5957,1.611
196.61702,75.2385,4.4543
197.63799,71.3105,2.1542
198.65894,71.7629,3.7227
199.67989,71.0363,1.6033
200.70084,73.2639,2.9096
201.72179,71.4157,1.9997
202.74274,74.538,3.9597
203.76369,71.9876,2.8326
204.78464,72.4395,5.5008
205.80559,72.5615,1.718
206.82655,67.5143,4.3225
207.8475,73.0923,2.5438
208.86845,71.3128,5.5785
209.8894,72.749,3.2205
210.91035,74.4504,4.1861
211.9313,73.1837,2.5986
212.95226,72.1471,1.7497
213.97321,70.9632,1.6565
214.99416,72.8684,2.4849
216.01512,74.2363,2.8792
217.03607,72.7684,4.9547
218.05702,70.1551,2.6323
219.07797,75.1792,3.1893
220.09892,70.7523,3.9602
221.11987,72.9008,2.268
222.14082,73.2018,2.0817
223.16177,71.8729,1.2097
224.18272,72.526,1.6553
225.20369,70.9793,2.1167
226.22464,63.8187,1.014
227.24559,72.2817,2.5404
228.26654,73.3529,2.3598
229.28749,72.5889,1.8259
230.30844,5.654,2.9103
231.32939,71.6834,1.2425
232.35034,76.1982,13.8339
233.37129,71.0159,4.1177
234.39226,70.2309,3.4866
235.41321,112.507,0.934
236.43416,70.7556,1.5311
237.45511,52.2785,1.1435
238.47606,68.5948,2.0201
239.49701,69.1515,3.9497
240.51796,69.8701,2.1713
241.53891,71.9756,1.8075
242.55986,68.6463,1.0893
243.58083,72.0653,4.0855
244.60178,71.8443,0.5738
245.62273,70.801,1.0702
246.64368,74.5607,2.8731
247.66463,70.6644,1.6965
248.68558,70.6581,3.4905
249.70653,70.1182,0.6675
250.72748,71.3362,1.0912
251.74843,70.3553,2.5227
252.76939,71.2193,0.9314
253.79034,70.6029,1.4999
254.81129,70.3041,0.9939
255.83224,71.4264,1.6391
256.85318,70.7454,0.7922
257.87415,70.7718,0.9894
258.89511,70.9289,0.6562
259.91605,70.4583,2.5006
260.93701,69.8107,1.4807
261.95795,68.2624,2.4144
262.97891,65.1487,1.2568
263.99985,56.3034,1.1102
265.02081,71.5779,0.8067
266.04175,70.3636,0.7816
267.06271,70.7231,2.4456
268.08368,73.077,2.2785
269.10461,71.9548,2.8437
270.12558,71.3165,0.6795
271.14651,69.1262,2.4472
272.16748,71.8738,1.5493
273.18842,27.0004,1.2938
274.20938,70.2965,1.4512
275.23032,72.2284,1.3588
276.25128,74.5057,3.4748
277.27225,72.5671,2.0325
278.29318,107.0307,1.0978
279.31415,74.3952,6.631
280.33508,70.8751,3.7684
281.35605,73.3557,2.3564
282.37698,70.975,1.4088
283.39795,68.1754,3.2869
284.41888,70.917,1.1014
285.43985,72.4271,5.8546
286.46082,71.5994,1.1664
287.48175,68.3104,1.4922
288.50272,69.9686,1.3265
289.52365,71.4671,1.9138
290.54462,1.822,1.3135
291.56555,34.2588,0.8991
292.58652,70.588,2.9528
293.60745,70.3619,0.6962
294.62842,71.498,2.7647
295.64938,53.4755,0.5996
296.67032,70.5878,1.7633
297.69128,86.4937,0.6992
298.71222,69.9252,2.9014
299.73318,69.8556,3.0313
300.75412,10.7842,1.7097
301.77509,70.1003,1.4262
302.79602,69.9772,3.3039
303.81699,70.1985,1.5819
304.83795,70.125,1.0806
305.85889,69.5245,2.4774
306.87985,70.9605,1.8533
307.90079,69.9146,0.8647
308.92175,67.9575,5.02
309.94269,69.1376,5.8869
310.96365,72.2423,1.3458
311.98459,69.3261,2.4986
313.00555,69.295,1.9136
314.02652,67.1982,3.5837
315.04745,4.9283,2.4629
316.06842,69.2517,1.4417
317.08936,69.0626,2.2183
318.11032,70.0034,0.8979
319.13126,71.1243,1.2358
320.15222,73.4854,3.6355
321.17316,69.437,1.9865
322.19412,67.7482,1.0813
323.21509,70.164,1.7069
324.23602,70.7797,1.8653
325.25699,69.4708,1.6334
326.27792,69.8136,1.2814
327.29889,70.8585,0.9532
328.31982,69.8859,1.0439
329.34079,69.5605,1.8766
330.36172,69.3685,1.5506
331.38269,70.9034,2.2166
332.40366,71.0751,1.2681
333.42459,71.379,5.6836
334.44556,70.2087,0.7281
335.46649,71.1649,1.4375
336.48746,69.9265,0.7821
337.50839,70.239,0.5338
338.52936,70.2193,2.2555
339.55029,101.0341,1.3011
340.57126,69.5157,1.4082
341.59222,68.7517,4.2786
342.61316,71.1049,2.1983
343.63412,69.752,2.7641
344.65506,70.4915,0.9527
345.67603,70.4623,1.6545
346.69696,70.3693,1.6965
347.71793,71.9093,5.6511
348.73886,71.6055,3.6234
349.75983,69.5191,2.3894
350.78079,70.9584,0.6407
351.80173,70.7857,1.3054
352.82269,70.8884,1.0088
353.84363,137.6683,0.6864
354.86459,70.713,1.5055
355.88553,67.803,1.3231
356.90649,71.1325,1.9133
357.92743,66.8505,6.1011
358.94839,71.0302,0.6415
359.96936,69.6775,4.4727
360.9903,72.4754,3.2057
362.01126,60.54,1.5813
363.0322,72.0355,1.8397
364.05316,73.4552,2.6551
365.0741,70.8257,0.4905
366.09506,70.9787,0.9742
367.116,77.8126,6.7638
368.13696,70.6434,0.5853
369.15793,72.431,2.2318
370.17886,67.2699,4.1625
371.19983,71.7635,1.7392
372.22076,72.9218,6.7466
373.24173,71.2572,0.9522
374.26266,70.6678,2.1463
375.28363,72.4962,3.0469
376.30457,70.1215,0.8403
377.32553,71.6478,1.3904
378.3465,70.7971,2.7587
379.36743,73.6612,3.0031
380.3884,70.3297,1.4377
381.40933,72.0898,1.5047
382.4303,71.345,1.6343
383.45123,70.5915,1.2409
384.4722,133.4763,1.7824
385.49313,77.5518,9.2945
386.5141,69.5942,0.6418
387.53506,70.2085,1.0317
388.556,67.3602,4.4682
389.57697,66.2626,11.7126
390.5979,69.8128,4.4857
391.61887,70.0353,0.7995
392.6398,69.6905,3.349
393.66077,71.7107,2.837
394.6817,68.2451,3.8627
395.70267,72.3344,3.3664
396.72363,69.7923,1.9531
397.74457,72.7104,1.6399
398.76553,71.0364,2.5861
399.78647,69.2094,3.4267
400.80743,72.6325,2.562
401.82837,71.9266,3.4851
402.84933,38.9742,1.6249
403.87027,70.5534,1.2804
404.89124,71.0955,1.9384
405.9122,98.4102,1.4268
406.93314,73.7075,2.3014
407.9541,71.4358,1.2726
408.97504,72.4009,3.7123
409.996,70.9813,1.579
411.01694,71.5227,1.7563
412.0379,70.5233,2.0451
413.05884,72.718,3.2945
414.0798,71.9335,2.5744
415.10077,72.4977,3.048
416.1217,71.2674,1.8686
417.14267,71.193,1.512
418.1636,73.4401,2.7419
419.18457,72.652,1.5685
420.20551,72.8217,2.154
421.22647,71.5031,4.6443
422.24741,72.8877,2.637
423.26837,72.3665,3.2736
424.28934,72.4439,1.2449
425.31027,73.0931,3.6391
426.33124,71.9088,1.9134
427.35217,73.203,3.0748
428.37314,73.9999,1.9869
429.39407,72.8694,2.9728
430.41504,76.5132,6.7225
431.43597,70.7036,1.612
432.45694,71.6595,1.7725
433.47791,72.4152,2.1277
434.49884,72.2333,2.8871
435.51981,72.5121,4.4352
436.54074,73.0945,4.4706
437.56171,71.675,1.6827
438.58264,72.0007,2.4055
439.60361,72.3886,1.2915
440.62454,67.8829,4.7194
441.64551,72.128,1.2883
442.66647,74.8457,7.3147
443.68741,72.0597,2.137
444.70837,72.8944,2.122
445.72931,72.2542,1.4762
446.75027,72.7518,2.1252
447.77121,72.2433,2.8019
448.79218,74.6102,8.8972
449.81311,72.4025,2.3166
450.83408,71.4102,1.0443
451.85504,71.3911,1.81
452.87598,72.2304,2.9997
453.89694,31.5774,1.1535
454.91788,72.1724,2.7869
455.93884,73.1935,1.9018
456.95978,72.5982,2.6053
457.98074,78.4116,5.533
459.00168,69.5463,1.2009
460.02264,68.8852,4.3333
461.04361,73.0,3.5796
462.06454,70.7666,4.7169
463.08551,65.4962,5.7649
464.10645,75.093,8.6434
465.12741,124.7606,1.186
466.14835,67.5626,4.6459
467.16931,71.9546,1.4034
468.19025,70.4263,1.5128
469.21121,70.3758,2.846
470.23218,63.7236,6.2723
471.25311,75.0011,5.5082
472.27408,70.3733,1.8466
473.29501,69.4632,5.5412
474.31598,71.0064,0.8408
475.33691,73.3148,2.5934
476.35788,71.4176,0.7245
477.37881,71.5466,2.2483
478.39978,71.0808,2.0468
479.42075,78.6397,14.8841
480.44168,71.1803,0.9542
481.46265,71.6153,1.4909
482.48358,70.5433,0.6491
483.50455,70.7539,0.8217
484.52548,71.6018,1.6746
485.54645,70.4393,1.3143
486.56738,74.6442,8.4604
487.58835,71.2,1.3337
488.60931,74.0059,4.407
489.63025,71.517,1.1518
490.65121,71.4753,6.1849
491.67215,70.4186,1.3978
492.69312,70.6902,0.6541
493.71405,69.8078,3.4712
494.73502,71.4872,1.6104
495.75595,71.0574,1.9865
496.77692,70.7928,1.7419
497.79788,69.8174,2.3686
498.81882,76.1869,3.6558
499.83978,68.9673,2.8528
500.86072,64.4598,10.2535
501.88168,69.2823,3.4258
502.90262,70.3283,1.601
503.92358,69.2423,4.2859
504.94452,70.5887,1.2562
505.96548,70.1997,1.4565
506.98645,71.9593,3.3392
508.00739,71.6543,1.5473
509.02835,70.3827,0.7544
510.04929,70.1116,1.7729
511.07025,69.9093,2.797
512.09119,71.8377,4.4444
513.11212,71.408,3.6152
514.13312,68.392,4.0606
515.15405,69.7506,2.2697
516.17499,70.0619,1.3476
517.19598,72.2841,0.7491
518.21692,69.9733,1.5143
519.23785,70.5992,1.8141
520.25879,2.0761,3.7295
521.27979,81.7633,0.9122
522.30072,71.1808,0.7977
523.32166,66.9915,4.9082
524.34259,72.0346,6.5232
525.36359,70.4329,0.9379
526.38452,73.9636,2.6151
527.40546,69.8313,1.353
528.42645,72.8236,7.2536
529.44739,71.2966,2.7575
530.46832,13.3128,1.6154
531.48926,73.1666,5.209
532.51025,67.2753,9.123
533.53119,68.5784,1.7458
534.55212,68.3894,1.4489
535.57312,69.0392,2.5537
536.59406,70.7178,5.9028
537.61499,69.8964,4.4482
538.63593,68.2704,3.259
539.65692,71.087,1.9926
540.67786,69.1778,2.3543
541.69879,71.6168,1.4245
542.71973,69.6741,1.5636
543.74072,2.0128,1.1462
544.76166,73.1174,7.1797
545.78259,72.065,2.5134
546.80359,71.1209,5.247
547.82452,70.0384,2.102
548.84546,73.6222,7.0667
549.86639,76.0538,2.0805
550.88739,60.1559,1.0028
551.90833,67.53,3.238
552.92926,71.4789,1.8125
553.95026,70.1512,0.9096
554.97119,70.7646,1.9181
555.99213,69.6262,1.0202
557.01306,70.2751,1.4658
558.03406,131.4709,1.4013
559.05499,72.0177,2.871
560.07593,69.4335,2.7073
561.09686,69.6059,2.3606
562.11786,69.9207,2.4408
563.13879,130.7397,2.3641
564.15973,67.4069,3.0464
565.18073,73.5702,20.0668
566.20166,69.7982,1.0447
567.2226,69.2567,1.9459
568.24353,70.472,0.9447
569.26453,69.4028,2.5373
570.28546,70.6464,1.3222
571.3064,71.0579,1.142
572.32739,71.0688,3.587
573.34833,134.9572,0.6766
574.36926,16.5758,2.2577
575.3902,70.2232,1.9865
576.41119,71.44,1.4709
577.43213,70.8088,0.8973
578.45306,71.4288,2.1826
579.474,71.2374,3.7434
580.495,70.7388,1.2232
581.51593,71.2999,2.186
582.53687,69.0157,3.3844
583.55786,71.6864,1.2769
584.5788,70.223,1.5155
585.59973,70.639,0.9492
586.62067,71.9575,2.5231
587.64166,72.2152,2.568
588.6626,72.1727,1.5309
589.68353,68.2477,1.4907
590.70453,70.7348,1.7057
591.72546,71.0526,1.203
592.7464,71.1411,1.3799
593.76733,70.6433,1.1286
594.78833,70.4585,3.5549
595.80927,71.343,2.7731
596.8302,71.0017,2.8422
597.85114,71.6112,1.6033
598.87213,71.4935,0.788
599.89307,73.2684,1.6142
600.914,72.2762,3.2927
601.935,72.7076,2.3462
602.95593,70.9767,2.0967
603.97687,72.4202,2.3591
604.9978,70.3717,1.5683
606.0188,71.2956,2.4276
607.03973,70.6263,2.7468
608.06067,70.6632,9.0987
609.08167,71.154,1.4555
610.1026,71.6861,1.0166
611.12354,71.9732,2.8869
612.14447,70.6685,5.2867
613.16547,140.0367,2.8539
614.1864,71.163,1.3619
615.20734,70.9533,0.9805
616.22827,70.2516,2.4147
617.24927,72.3749,2.0519
618.2702,71.3568,0.8055
619.29114,71.1282,2.2623
620.31213,72.9645,1.9231
621.33307,70.427,0.7999
622.354,71.9036,1.8972
623.37494,68.4648,4.4916
624.39594,71.1057,23.3427
625.41687,71.6195,1.9103
626.43781,71.414,3.6391
627.4588,71.5916,1.2204
628.47974,72.605,3.1421
629.50067,70.3389,2.5298
630.52161,69.3569,2.9839
631.5426,70.8193,1.0449
632.56354,71.1958,1.724
633.58447,71.733,1.0145
634.60541,69.6223,5.0412
635.6264,67.5223,7.0591
636.64734,70.7855,2.6803
637.66827,71.4465,3.2954
638.68927,70.3537,1.8941
639.71021,72.3697,1.5386
640.73114,73.5818,2.1722
641.75208,70.1318,2.6415
642.77307,72.0016,1.528
643.79401,70.8366,1.5665
644.81494,70.9365,1.4275
645.83594,71.5676,1.3705
646.85687,72.043,2.1102
647.87781,72.0007,1.4166
648.89874,72.6198,1.4537
649.91974,72.8876,1.5974
650.94067,72.9017,1.5338
651.96161,72.634,3.5875
652.98254,71.6141,3.408
654.00354,77.9227,7.4623
655.02448,72.8291,2.0457
656.04541,73.0064,3.6689
657.06641,72.9009,2.6296
658.08734,72.6237,2.733
659.10828,72.313,2.4325
660.12921,72.5034,3.1943
661.15021,71.4081,3.5477
662.17114,73.2713,3.0772
663.19208,73.0441,1.2566
664.21301,71.4416,2.1189
665.23401,68.5654,8.0391
666.25494,70.4033,1.3028
667.27588,72.406,1.6522
668.29688,71.0891,1.538
669.31781,72.5288,1.735
670.33875,71.5962,1.2063
671.35968,73.7391,4.3812
672.38068,72.7252,2.7462
673.40161,71.5348,2.8186
674.42255,71.3371,1.1154
675.44354,7.6672,2.1783
676.46448,68.8236,4.0064
677.48541,71.6574,6.905
678.50635,138.222,2.8065
679.52734,72.2057,1.4115
680.54828,216.9251,327.9823
681.56921,71.5799,2.2431
682.59015,72.0873,2.0165
683.61115,67.5083,5.0623
684.63208,62.8714,1.0915
685.65302,71.9538,0.8809
686.67401,31.0148,0.9874
687.69495,73.3622,2.2522
688.71588,70.4914,5.5933
689.73682,70.1639,0.8396
690.75781,70.9682,1.81
691.77875,68.7142,6.9996
692.79968,71.355,9.3919
693.82068,3.9965,2.0946
694.84161,72.5772,1.5361
695.86255,69.7268,1.8933
696.88348,71.4422,2.2463
697.90448,69.4533,4.0489
698.92542,69.4173,2.4301
699.94635,75.5177,6.4774
700.96729,71.7124,1.7838
701.98828,71.2245,2.3285
703.00922,71.126,0.8891
