Depth [m],FBE3 [unitless]
-175.00951,3859.4482,3398.3179
-173.98856,3432.7354,2930.5483
-172.96759,3227.803,3199.575
-171.94664,3446.3962,2825.6616
-170.92569,3194.9258,3398.4209
-169.90474,3102.3516,3139.6675
-168.88379,3644.8062,3431.6465
-167.86284,3050.104,2687.0078
-166.84189,3046.5676,3682.8301
-165.82094,3293.0662,3364.2451
-164.79999,2869.3669,2869.4255
-163.77902,2940.2747,3325.2151
-162.75807,3321.1611,3124.1711
-161.73712,3492.467,3689.0781
-160.71617,3084.1587,3084.8835
-159.69522,3231.3745,3477.1309
-158.67427,2969.0483,3474.0044
-157.65332,3164.1882,2738.5647
-156.63237,3420.1592,3379.5549
-155.61142,3122.6533,2765.4404
-154.59045,3117.7439,3011.707
-153.5695,3029.4946,3049.6519
-152.54855,3072.9797,2828.408
-151.5276,3598.0132,2573.7039
-150.50665,3457.3628,3271.3586
-149.4857,3406.2085,2889.3669
-148.46475,3812.2656,2980.6919
-147.4438,2986.4075,2705.8848
-146.42285,3309.179,3165.5347
-145.40189,3664.2727,3081.0718
-144.38094,4001.9375,2914.1223
-143.35999,3300.3208,3233.8074
-142.33904,3043.7158,3395.0146
-141.31808,3265.1165,2930.4917
-140.29713,3479.1326,3290.4819
-139.27618,3411.897,3091.8254
-138.25523,3284.7808,3270.6133
-137.23428,2940.0957,3056.7268
-136.21332,3701.0662,3697.0483
-135.19237,3508.5969,3368.9604
-134.17142,3496.4988,3219.6255
-133.15047,3649.0315,3096.6899
-132.12952,2853.7766,3096.9749
-131.10857,3780.2393,3786.9475
-130.08762,3402.293,2751.7856
-129.06667,3038.3857,3077.1458
-128.04572,3334.9663,3401.7336
-127.02476,3226.1255,3369.3892
-126.00381,3304.1843,3140.7039
-124.98286,3126.2368,2770.0337
-123.9619,3003.2102,3749.4143
-122.94095,3025.9006,3263.4932
-121.92,3766.1226,3169.4204
-120.89905,3449.1663,3328.1006
-119.87809,3015.4106,3299.9929
-118.85714,2740.147,2814.6814
-117.83619,3065.8813,2676.3467
-116.81524,3038.7043,2357.4722
-115.79429,3233.8391,3397.7209
-114.77333,202.1604,22.6797
-113.75238,199.4584,13.8233
-112.73143,196.5228,42.8798
-111.71048,218.9985,91.6391
-110.68952,212.5832,89.3535
-109.66857,176.0777,79.4375
-108.64762,273.3608,192.1074
-107.62667,198.6328,42.3963
-106.60572,201.3433,24.1008
-105.58476,194.6137,25.4524
-104.56381,2141.8457,2178.8699
-103.54286,2105.7156,2192.7998
-102.52191,2105.0752,2209.3506
-101.50095,2116.3433,2411.3491
-100.48,2229.5613,2239.7021
-99.45905,904.0148,911.3593
-98.4381,465.2945,393.3155
-97.41715,226.2474,93.0503
-96.39619,201.8145,50.6341
-95.37524,205.5802,21.7197
-94.35429,202.3368,25.0028
-93.33334,192.1776,32.7861
-92.31239,211.4089,92.7709
-91.29144,200.9663,30.2781
-90.27048,204.4559,28.5714
-89.24953,199.0569,21.7111
-88.22858,190.0732,22.0389
-87.20763,190.9572,40.5566
-86.18668,195.1854,29.9507
-85.16573,241.9091,180.8185
-84.14478,188.1148,42.6782
-83.12382,193.9178,28.0711
-82.10287,201.008,39.8448
-81.08192,200.9822,67.3021
-80.06097,211.4129,85.465
-79.04002,211.2043,68.6936
-78.01906,870.8994,756.9396
-76.99811,214.5515,102.845
-75.97716,193.4694,43.7211
-74.95621,200.207,53.946
-73.93525,197.4944,39.901
-72.9143,204.1017,47.7956
-71.89335,198.3744,55.5041
-70.8724,206.7827,39.0601
-69.85145,203.0195,69.2139
-68.83049,198.493,38.6229
-67.80954,219.5588,67.8904
-66.78859,277.1287,266.8282
-65.76764,194.4079,54.8976
-64.74668,201.4067,46.7283
-63.72573,194.9908,47.3338
-62.70478,201.8405,55.5533
-61.68383,431.1258,348.3857
-60.66288,201.3414,51.9638
-59.64193,202.2556,42.9606
-58.62097,191.4833,33.124
-57.60002,201.1078,53.9679
-56.57907,201.4451,35.6216
-55.55812,198.2971,24.06
-54.53717,204.9611,90.4771
-53.51621,199.0173,40.6044
-52.49526,196.2505,39.8727
-51.47431,196.324,47.2389
-50.45336,217.9807,85.1748
-49.4324,198.331,29.6779
-48.41145,191.2348,30.8112
-47.3905,196.1707,46.4416
-46.36955,195.6862,32.189
-45.3486,196.1926,35.3526
-44.32764,196.7826,36.5724
-43.30669,202.5298,34.4431
-42.28574,206.4413,48.2455
-41.26479,193.3958,53.5215
-40.24384,196.2362,23.6414
-39.22289,195.7699,33.0819
-38.20193,234.6793,125.0574
-37.18098,197.1404,27.6139
-36.16003,191.7378,19.7421
-35.13908,213.4218,79.9083
-34.11813,200.5282,69.1603
-33.09717,209.8921,60.1283
-32.07622,192.466,39.424
-31.05527,195.8006,24.3067
-30.03432,206.2306,61.1881
-29.01336,196.2092,34.6407
-27.99241,212.1148,60.3907
-26.97146,195.9028,33.26
-25.95051,204.8139,54.4343
-24.92956,194.1902,24.3947
-23.90861,195.6944,33.1508
-22.88765,282.1223,177.221
-21.8667,200.4601,61.8505
-20.84575,210.9998,84.9903
-19.8248,201.9607,25.7064
-18.80384,209.6943,74.0561
-17.78289,200.0726,42.4701
-16.76194,197.3089,29.1637
-15.74099,203.7206,55.8118
-14.72004,196.9774,36.2273
-13.69909,189.0915,33.1286
-12.67813,208.3232,39.3841
-11.65718,219.0567,116.3015
-10.63623,333.7053,272.8468
-9.61528,867.2166,732.3055
-8.59433,2272.2744,2871.4734
-7.57337,2582.0146,1869.3018
-6.55242,2636.7366,2664.6648
-5.53147,4275.5713,4348.2812
-4.51052,3985.4336,4813.9258
-3.48956,4339.686,4214.2456
-2.46861,4346.6147,4905.0186
-1.44766,4656.5669,4829.877
-0.42671,4510.0752,4765.1836
0.59424,4305.3799,4326.835
1.6152,4146.6997,4086.4441
2.63615,3565.5366,3569.9917
3.6571,2816.9028,2589.6389
4.67805,2780.3455,2477.8594
5.699,1902.0177,2396.0425
6.71995,362.2725,314.0999
7.74091,1153.9789,1134.064
8.76186,215.1752,76.2623
9.78281,219.6603,138.0051
10.80376,207.084,82.5393
11.82471,211.9225,71.9228
12.84567,197.9415,55.0145
13.86662,206.9486,36.0681
14.88757,204.5553,94.6128
15.90852,64.6464,51.5608
16.92948,191.9375,40.0146
17.95043,194.6019,42.7433
18.97138,196.7573,60.0108
19.99233,195.613,93.549
21.01328,188.947,25.149
22.03424,193.6143,36.181
23.05519,195.4592,38.3872
24.07614,191.6376,33.1571
25.09709,201.4002,55.7356
26.11804,195.9775,26.9293
27.13899,292.4059,17.33
28.15995,195.3075,27.0999
29.1809,196.8726,28.0986
30.20185,202.0493,108.519
31.2228,197.4009,26.0723
32.24376,194.453,33.149
33.26471,205.9875,54.4647
34.28566,200.7835,53.3481
35.30661,198.3313,21.0416
36.32756,198.6142,55.5094
37.34851,195.9287,14.088
38.36947,208.1014,28.2074
39.39042,223.3292,82.0137
40.41137,196.643,26.8233
41.43232,269.2922,184.0004
42.45327,197.159,26.5302
43.47423,195.4922,36.6322
44.49518,197.1803,57.678
45.51613,212.4122,85.248
46.53708,198.2708,27.0325
47.55804,197.5112,43.3533
48.57899,201.242,31.9901
49.59994,201.254,42.1601
50.62089,199.4985,66.7631
51.64184,195.6206,49.7018
52.6628,197.0016,27.0641
53.68375,198.7527,57.3031
54.7047,210.0196,110.4384
55.72565,233.3422,179.7085
56.7466,192.8623,36.009
57.76756,197.8224,39.4985
58.78851,199.6213,44.4777
59.80946,215.8698,107.8693
60.83041,197.9824,53.7259
61.85136,202.9488,42.7797
62.87231,205.0531,52.657
63.89327,204.9187,37.9041
64.91422,197.0681,23.7189
65.93517,197.3769,21.169
66.95612,199.7301,37.6242
67.97707,197.4141,37.9309
68.99802,112.9702,23.1759
70.01898,199.2714,30.4378
71.03993,201.798,39.6243
72.06088,196.1465,28.7152
73.08183,201.2547,35.0997
74.10278,413.8675,464.2426
75.12374,216.1385,78.4007
76.14469,204.4001,67.8515
77.16564,194.1217,26.7199
78.18659,193.5486,23.404
79.20755,192.6192,31.8171
80.2285,196.8335,36.9083
81.24945,193.2239,30.6883
82.2704,196.7488,28.2237
83.29135,195.4621,32.5844
84.31231,201.0696,89.5005
85.33326,198.8029,27.1356
86.35421,195.5188,36.7243
87.37516,198.8307,34.2615
88.39612,200.4604,41.678
89.41707,198.4675,40.182
90.43802,203.1953,43.3206
91.45897,146.7027,44.9824
92.47992,206.9372,63.2788
93.50088,202.6031,53.7923
94.52183,200.707,59.635
95.54278,204.2359,55.6083
96.56373,74.1183,74.1597
97.58469,205.5673,64.3503
98.60564,212.291,96.5789
99.62659,214.393,80.5223
100.64754,213.7906,80.1091
101.66849,212.6741,71.7181
102.68945,225.2545,133.7296
103.7104,210.7085,71.8356
104.73135,221.0962,96.7487
105.7523,392.1306,98.4574
106.77325,212.071,64.3204
107.7942,213.5166,75.9311
108.81516,214.7526,80.5899
109.83611,206.9344,56.7309
110.85706,214.8847,75.7942
111.87801,210.0326,74.9903
112.89896,203.9693,62.5257
113.91991,222.6691,95.3994
114.94086,208.3673,62.2612
115.96182,356.3951,57.1865
116.98277,205.2627,74.6262
118.00372,240.6646,130.5759
119.02467,204.779,56.8951
120.04562,200.8797,50.3167
121.06658,272.2427,285.4017
122.08753,211.6705,46.9686
123.10848,200.2816,38.7341
124.12943,65.6982,40.5026
125.15039,202.9453,41.1743
126.17134,210.0796,76.19
127.19229,200.4288,44.6039
128.21324,201.2246,38.3716
129.23419,197.4993,23.3899
130.25514,201.1103,61.1
131.27609,203.4787,47.1599
132.29706,204.527,69.8011
133.31801,231.8881,18.2773
134.33896,200.4634,128.678
135.35991,197.5159,32.0753
136.38086,208.5147,115.8301
137.40181,193.83,18.0607
138.42276,195.296,23.195
139.44371,193.7882,24.6044
140.46466,200.0977,55.7194
141.48563,380.9451,34.2382
142.50658,195.5201,72.3111
143.52753,81.2864,37.0244
144.54848,190.5954,48.1328
145.56943,197.8915,31.6001
146.59038,199.3112,79.1475
147.61133,206.8792,105.372
148.63228,195.9111,38.6237
149.65323,199.8161,33.3722
150.67419,195.0935,36.8494
151.69514,198.8562,13.392
152.71609,193.9101,83.3529
153.73705,192.7618,14.0061
154.758,191.8289,13.176
155.77895,195.0034,18.7488
156.7999,195.5928,51.7415
157.82085,243.2368,164.9668
158.8418,196.0278,44.2404
159.86276,197.0519,20.6249
160.88371,196.0825,20.3874
161.90466,200.4744,81.7281
162.92561,191.4637,32.3082
163.94656,201.3972,51.8656
164.96751,1672.5526,1510.4866
165.98846,192.2962,19.691
167.00941,194.8782,57.6554
168.03036,208.2429,97.14
169.05133,204.5101,68.4828
170.07228,233.39,94.1594
171.09323,199.6328,28.7421
172.11418,200.7161,69.9986
173.13513,199.9514,32.5545
174.15608,193.8022,19.1421
175.17703,206.981,53.2318
176.19798,196.7621,36.2621
177.21893,220.3114,134.33
178.23988,207.1269,43.6945
179.26085,193.0447,22.748
180.2818,197.872,26.623
181.30275,195.0957,23.7931
182.3237,196.1098,32.661
183.34465,226.1325,74.9304
184.3656,206.2907,55.2279
185.38655,201.8068,46.1488
186.4075,197.7265,44.8441
187.42845,211.6129,99.8752
188.44942,194.1403,14.6419
189.47037,195.5001,18.8233
190.49132,201.8571,57.8327
191.51227,192.1498,17.2788
192.53322,196.9939,25.2879
193.55417,201.6789,71.1039
194.57512,196.8991,33.1338
195.59607,193.3901,21.7141
196.61702,219.7544,81.6753
197.63799,196.7222,31.811
198.65894,197.4912,74.1085
199.67989,195.0521,25.2527
200.70084,197.7394,44.6458
201.72179,190.8962,28.4867
202.74274,205.4497,48.8362
203.76369,196.4233,28.3372
204.78464,195.6188,43.3977
205.80559,192.4383,36.0598
206.82655,202.1151,56.3539
207.8475,191.7454,33.7808
208.86845,222.0812,140.6193
209.8894,192.1432,31.117
210.91035,194.4327,158.2917
211.9313,192.6036,27.426
212.95226,193.8836,27.8944
213.97321,195.3441,50.5579
214.99416,197.1951,30.738
216.01512,193.6838,55.6916
217.03607,206.1068,59.5531
218.05702,196.5886,78.9075
219.07797,195.959,32.9659
220.09892,202.6553,66.2153
221.11987,192.5572,28.2241
222.14082,194.6968,25.1865
223.16177,195.1018,25.7459
224.18272,191.3976,23.0189
225.20369,196.9243,35.8884
226.22464,170.0932,25.4075
227.24559,198.304,32.5264
228.26654,197.1454,42.2567
229.28749,203.0333,70.1249
230.30844,62.1132,40.5171
231.32939,194.9625,23.4203
232.35034,336.3961,257.1042
233.37129,204.1859,87.2042
234.39226,197.0735,69.9994
235.41321,303.0887,14.2506
236.43416,200.0943,33.5164
237.45511,144.6566,15.6418
238.47606,206.4801,54.0702
239.49701,196.1403,69.7854
240.51796,199.4745,51.2264
241.53891,198.4901,41.3889
242.55986,198.9353,31.8506
243.58083,207.5802,67.0453
244.60178,195.9007,18.1999
245.62273,194.7699,28.4434
246.64368,201.0672,52.8358
247.66463,193.3248,35.5889
248.68558,208.3887,67.8392
249.70653,198.2687,22.2747
250.72748,196.383,20.4388
251.74843,203.9536,46.178
252.76939,196.8835,24.3125
253.79034,196.2063,36.6211
254.81129,195.1882,25.206
255.83224,203.478,54.028
256.85318,197.1371,19.2642
257.87415,199.988,32.6357
258.89511,197.7403,13.8665
259.91605,204.7568,39.1993
260.93701,194.0734,24.7536
261.95795,193.3774,32.2512
262.97891,174.6126,21.6057
263.99985,155.2081,21.6092
265.02081,197.294,28.1474
266.04175,193.4801,19.0297
267.06271,199.9427,42.6408
268.08368,202.3262,36.2283
269.10461,195.1859,33.3083
270.12558,193.5292,13.0547
271.14651,201.0236,49.0196
272.16748,194.3746,33.8685
273.18842,83.8249,32.2276
274.20938,194.3685,24.1862
275.23032,198.6681,27.7109
276.25128,195.1796,70.986
277.27225,194.4273,33.3157
278.29318,288.3498,27.8041
279.31415,202.7036,91.8759
280.33508,209.7965,50.6539
281.35605,194.1946,36.5064
282.37698,194.266,24.7673
283.39795,206.2099,98.9469
284.41888,193.4778,21.1602
285.43985,218.1214,91.6276
286.46082,194.0877,30.8538
287.48175,198.7275,52.5253
288.50272,196.4397,31.6758
289.52365,196.2326,34.5375
290.54462,54.0925,28.3079
291.56555,98.2847,15.3111
292.58652,197.5287,78.7555
293.60745,196.5745,16.8316
294.62842,199.0114,52.6032
295.64938,154.7623,22.5843
296.67032,199.4663,33.3603
297.69128,239.3009,23.2997
298.71222,197.8665,51.9329
299.73318,200.8774,49.3865
300.75412,55.3395,28.4439
301.77509,195.3312,30.3791
302.79602,209.6663,62.6522
303.81699,200.8561,42.1171
304.83795,199.8776,29.8084
305.85889,201.5372,42.8242
306.87985,200.3269,40.6652
307.90079,196.9446,35.4313
308.92175,209.7969,102.2814
309.94269,214.5993,115.7161
310.96365,202.7023,41.6499
311.98459,199.7188,50.4284
313.00555,199.9342,40.968
314.02652,213.5127,99.2557
315.04745,67.8602,51.7973
316.06842,200.5905,50.0666
317.08936,203.7037,43.2713
318.11032,208.3119,50.3856
319.13126,205.5172,41.1391
320.15222,221.7744,107.4297
321.17316,204.4937,48.0061
322.19412,193.473,45.6545
323.21509,200.9393,58.4053
324.23602,204.2673,49.2467
325.25699,199.4353,43.9374
326.27792,199.9369,33.5011
327.29889,199.5182,39.6382
328.31982,208.7575,43.3823
329.34079,208.9167,55.8086
330.36172,196.5867,43.9342
331.38269,196.0468,49.9216
332.40366,197.6387,27.3029
333.42459,216.8629,125.7984
334.44556,194.9105,20.9748
335.46649,201.2638,33.1002
336.48746,196.5654,19.5954
337.50839,198.1112,22.6772
338.52936,196.0888,29.452
339.55029,276.4909,30.4965
340.57126,194.7739,22.576
341.59222,219.9602,92.7887
342.61316,205.5792,48.8889
343.63412,205.3137,53.6677
344.65506,195.6358,19.1096
345.67603,196.0263,26.6268
346.69696,195.6401,31.2123
347.71793,228.5546,122.6516
348.73886,199.5463,53.5395
349.75983,200.0314,72.5239
350.78079,201.7449,24.2638
351.80173,198.7793,27.2019
352.82269,195.0495,17.8505
353.84363,377.8926,21.5506
354.86459,193.6542,27.8594
355.88553,196.0577,41.3092
356.90649,198.8383,39.4807
357.92743,218.95,152.8408
358.94839,195.1509,18.1368
359.96936,218.5099,102.3778
360.9903,193.3833,57.105
362.01126,167.6643,27.9041
363.0322,196.3259,27.0334
364.05316,200.7487,46.6056
365.0741,195.9447,14.7893
366.09506,194.5422,19.4657
367.116,240.4629,158.0324
368.13696,194.7461,19.2597
369.15793,197.3767,32.9236
370.17886,233.7648,143.3742
371.19983,209.2116,38.2524
372.22076,230.5582,103.9036
373.24173,196.2415,17.6247
374.26266,200.6408,63.2165
375.28363,202.4381,46.1318
376.30457,196.8253,39.017
377.32553,196.0053,16.9356
378.3465,207.9779,67.4616
379.36743,203.8035,83.6127
380.3884,192.7562,37.2988
381.40933,197.7692,25.4828
382.4303,197.1907,32.3101
383.45123,195.5586,24.0992
384.4722,367.0078,28.3651
385.49313,235.859,139.1261
386.5141,200.2859,22.6138
387.53506,195.9134,18.258
388.556,231.3643,120.5071
389.57697,250.1317,169.7766
390.5979,207.6935,99.6139
391.61887,194.3015,13.7125
392.6398,200.9753,70.3551
393.66077,195.2021,43.5458
394.6817,207.1614,87.0047
395.70267,202.1986,71.0581
396.72363,198.2155,32.1083
397.74457,196.8985,32.8367
398.76553,202.752,41.7647
399.78647,196.8217,52.7233
400.80743,194.4813,43.0875
401.82837,195.882,53.4972
402.84933,113.1419,21.5235
403.87027,188.3517,33.5269
404.89124,194.9966,29.6209
405.9122,264.5221,13.7196
406.93314,204.754,48.2062
407.9541,198.2733,26.8287
408.97504,242.3863,106.9585
409.996,190.513,29.4972
411.01694,196.0067,33.1782
412.0379,196.6528,40.0815
413.05884,192.3331,46.3223
414.0798,193.775,37.3286
415.10077,192.2162,26.2253
416.1217,194.4807,31.7182
417.14267,199.3011,29.0917
418.1636,197.8432,27.2247
419.18457,196.4914,37.0161
420.20551,194.4552,27.3744
421.22647,193.8993,72.3375
422.24741,193.7722,28.539
423.26837,203.7371,37.0719
424.28934,195.8874,21.1215
425.31027,193.5753,35.5033
426.33124,191.6101,42.2648
427.35217,202.1403,48.8544
428.37314,199.0366,44.1819
429.39407,196.9927,37.4884
430.41504,203.7583,54.0043
431.43597,200.5982,31.5165
432.45694,193.7771,25.1509
433.47791,196.656,26.8445
434.49884,199.5056,24.3745
435.51981,218.8259,110.7009
436.54074,202.1654,67.3851
437.56171,193.6106,25.5954
438.58264,194.3092,24.9683
439.60361,193.2358,28.7201
440.62454,200.5596,73.6123
441.64551,195.0081,19.6069
442.66647,236.9554,176.0031
443.68741,195.8203,37.5195
444.70837,191.233,32.0683
445.72931,195.9703,19.8292
446.75027,195.928,26.3879
447.77121,202.4729,54.9425
448.79218,215.6909,105.2728
449.81311,196.4043,24.8478
450.83408,194.419,18.9713
451.85504,195.0526,30.1041
452.87598,188.1848,72.5823
453.89694,91.6251,24.8627
454.91788,205.2622,40.1507
455.93884,211.4779,80.4144
456.95978,203.1722,51.4037
457.98074,230.4639,131.3167
459.00168,194.2297,22.458
460.02264,204.8705,54.1303
461.04361,203.4073,51.0021
462.06454,211.5239,103.0128
463.08551,213.9387,79.1089
464.10645,229.4756,99.6594
465.12741,346.3083,29.6614
466.14835,193.5493,67.7275
467.16931,194.862,22.1889
468.19025,198.4773,27.4136
469.21121,201.6312,45.9511
470.23218,215.2507,115.6936
471.25311,230.5374,128.3519
472.27408,201.1071,31.0505
473.29501,208.3598,82.5425
474.31598,197.2881,23.7676
475.33691,200.2728,31.9009
476.35788,195.0084,15.0418
477.37881,196.4627,29.5495
478.39978,196.513,27.1722
479.42075,417.2525,312.1223
480.44168,193.3121,10.2012
481.46265,197.6877,41.2063
482.48358,195.0478,12.0327
483.50455,196.836,19.2129
484.52548,193.5766,20.4543
485.54645,197.1102,31.1469
486.56738,265.2741,122.3507
487.58835,191.3834,21.4616
488.60931,213.8805,97.2628
489.63025,192.5838,24.1866
490.65121,212.1316,119.7498
491.67215,197.2065,21.1642
492.69312,197.8184,17.56
493.71405,200.5316,53.5868
494.73502,194.519,24.2771
495.75595,193.5641,35.5446
496.77692,198.5123,25.2379
497.79788,198.5932,42.7875
498.81882,220.2876,106.6785
499.83978,203.9617,49.5931
500.86072,237.2098,155.2433
501.88168,201.5409,69.2391
502.90262,194.4274,31.6494
503.92358,228.629,81.2386
504.94452,193.1973,37.5401
505.96548,192.003,26.4174
506.98645,195.6897,78.2433
508.00739,192.8128,20.8052
509.02835,192.8494,24.9662
510.04929,202.2845,40.8073
511.07025,204.5165,49.3071
512.09119,204.3019,70.3185
513.11212,206.785,68.7093
514.13312,200.6827,80.6321
515.15405,201.0732,58.6018
516.17499,194.1099,24.2632
517.19598,199.4785,21.5129
518.21692,196.7942,22.4989
519.23785,198.1898,48.3145
520.25879,77.1043,60.122
521.27979,226.5848,22.7388
522.30072,194.5573,23.4285
523.32166,200.1094,52.5805
524.34259,221.1795,123.8705
525.36359,196.3409,23.1807
526.38452,196.8572,43.3388
527.40546,202.4307,30.0459
528.42645,216.4975,120.5382
529.44739,204.7997,49.9893
530.46832,59.6996,25.5598
531.48926,264.0272,120.0614
532.51025,213.844,148.6377
533.53119,194.4347,50.3118
534.55212,199.7222,42.8905
535.57312,198.907,44.4142
536.59406,213.5722,108.8961
537.61499,222.8311,78.4783
538.63593,206.3243,71.5344
539.65692,200.3377,50.8491
540.67786,203.8645,48.71
541.69879,200.8678,40.3555
542.71973,201.387,37.4999
543.74072,51.9447,30.5591
544.76166,218.1269,93.3094
545.78259,209.2177,56.8579
546.80359,217.2336,96.9901
547.82452,199.2974,56.7858
548.84546,231.8098,138.0431
549.86639,200.1441,38.597
550.88739,168.6917,24.1116
551.90833,213.1882,67.7086
552.92926,206.6407,52.9105
553.95026,195.9637,25.8615
554.97119,194.8848,34.7994
555.99213,193.4278,23.9447
557.01306,198.4919,44.3654
558.03406,357.6254,30.9362
559.05499,211.9243,54.2778
560.07593,197.662,42.1676
561.09686,193.8165,32.2548
562.11786,198.7909,34.463
563.13879,348.2754,61.0696
564.15973,201.0823,52.9008
565.18073,423.5487,443.7067
566.20166,196.236,28.8703
567.2226,200.923,50.5813
568.24353,197.9368,33.7602
569.26453,192.3889,42.0596
570.28546,196.7139,18.5784
571.3064,195.0056,21.2993
572.32739,208.2515,57.8619
573.34833,367.8167,16.187
574.36926,67.9188,42.6582
575.3902,196.4202,27.2822
576.41119,200.1526,36.7386
577.43213,195.5484,26.3611
578.45306,190.9191,37.8863
579.474,206.1348,87.0199
580.495,191.5024,18.2007
581.51593,198.2843,48.6029
582.53687,198.2863,61.1099
583.55786,193.1811,18.816
584.5788,195.3723,48.0786
585.59973,191.9228,24.5749
586.62067,194.3287,44.1166
587.64166,193.9576,31.198
588.6626,197.9995,28.1761
589.68353,206.5574,32.2092
590.70453,196.5174,22.2311
591.72546,203.6626,31.3875
592.7464,196.6515,34.5351
593.76733,196.6855,25.7033
594.78833,205.9055,60.3202
595.80927,199.336,42.9593
596.8302,198.5013,43.0261
597.85114,196.4456,27.8156
598.87213,192.9837,13.9376
599.89307,194.6206,33.6185
600.914,199.2199,68.1236
601.935,202.7627,49.3371
602.95593,196.4142,41.4418
603.97687,195.8511,35.0883
604.9978,192.7059,28.597
606.0188,202.5962,45.9479
607.03973,203.417,49.7554
608.06067,223.2787,160.2512
609.08167,199.2856,23.0174
610.1026,192.4962,29.3638
611.12354,190.2375,62.1658
612.14447,204.3865,100.0868
613.16547,383.4067,49.9604
614.1864,189.9877,29.2696
615.20734,196.1458,22.2153
616.22827,203.0023,61.1146
617.24927,196.7583,43.1611
618.2702,195.746,14.0035
619.29114,201.4751,46.4811
620.31213,208.1469,31.3085
621.33307,192.7223,13.3073
622.354,196.1591,39.3823
623.37494,235.7932,92.4385
624.39594,489.1079,477.5899
625.41687,194.6323,27.75
626.43781,197.6942,54.2386
627.4588,192.9626,21.2192
628.47974,193.6713,35.176
629.50067,196.189,43.0021
630.52161,201.3861,48.0425
631.5426,193.9496,21.2648
632.56354,192.4464,30.0302
633.58447,194.0112,22.0094
634.60541,199.017,75.2319
635.6264,225.5815,132.5993
636.64734,203.8203,49.1478
637.66827,205.9914,65.3442
638.68927,194.2667,36.2421
639.71021,195.8538,39.0822
640.73114,200.1369,28.7501
641.75208,192.8555,40.9964
642.77307,196.9198,33.8239
643.79401,193.7684,33.615
644.81494,193.3667,18.9551
645.83594,192.2778,29.6806
646.85687,190.3942,18.9382
647.87781,199.102,30.3699
648.89874,196.6665,19.2446
649.91974,198.5522,52.5218
650.94067,195.0672,24.661
651.96161,209.9409,85.0252
652.98254,197.203,32.5571
654.00354,232.0872,137.7693
655.02448,198.1458,30.9905
656.04541,193.1763,31.4061
657.06641,192.175,32.9112
658.08734,193.5887,32.7936
659.10828,191.8059,28.6747
660.12921,195.047,36.8872
661.15021,197.7517,59.2308
662.17114,195.9742,43.1705
663.19208,197.6745,39.0199
664.21301,193.9828,41.1404
665.23401,219.9286,143.4227
666.25494,192.9026,39.5815
667.27588,194.5425,33.2735
668.29688,201.687,40.5267
669.31781,193.6292,22.4163
670.33875,197.4583,28.3411
671.35968,203.044,59.0348
672.38068,191.1961,50.9104
673.40161,195.3255,37.4232
674.42255,196.9073,33.8235
675.44354,60.762,44.7662
676.46448,194.9577,76.9924
677.48541,212.271,140.0321
678.50635,363.303,45.7581
679.52734,189.6285,25.3866
680.54828,943.949,1015.7654
681.56921,201.9244,41.1667
682.59015,201.291,36.1931
683.61115,200.652,85.7747
684.63208,171.8433,25.5307
685.65302,192.9001,27.6443
686.67401,88.9322,23.571
687.69495,193.21,36.8875
688.71588,210.9679,88.9971
689.73682,193.2553,21.5892
690.75781,217.632,51.1871
691.77875,224.4211,99.2378
692.79968,227.5063,189.753
