Depth [m],FBE2 [unitless]
-82.10287,137.6579,22.423
-81.08192,138.8358,41.1037
-80.06097,145.6339,46.4025
-79.04002,139.3753,40.5342
-78.01906,447.1799,453.4449
-76.99811,143.4437,66.8826
-75.97716,140.9804,28.1695
-74.95621,137.9722,27.5988
-73.93525,136.5425,26.0109
-72.9143,139.9374,28.1792
-71.89335,139.297,33.1869
-70.8724,140.5944,38.5452
-69.85145,143.0288,52.5989
-68.83049,139.2371,23.8425
-67.80954,157.0571,64.7864
-66.78859,207.2361,133.7205
-65.76764,141.5384,26.1853
-64.74668,138.8267,23.7085
-63.72573,137.2123,24.7788
-62.70478,141.1747,32.4462
-61.68383,200.4166,165.7332
-60.66288,139.8124,40.214
-59.64193,140.9027,38.4391
-58.62097,145.2484,50.0499
-57.60002,143.4645,40.2892
-56.57907,140.4997,33.5567
-55.55812,139.7796,17.269
-54.53717,139.4453,57.5264
-53.51621,137.9751,26.1739
-52.49526,139.6223,20.1082
-51.47431,137.4193,33.3669
-50.45336,142.4737,46.4935
-49.4324,137.2013,15.8537
-48.41145,138.097,26.0667
-47.3905,138.2282,27.2475
-46.36955,139.7134,21.1895
-45.3486,140.3734,24.6063
-44.32764,141.5693,22.6701
-43.30669,138.2828,14.7173
-42.28574,134.425,31.2442
-41.26479,143.3691,23.0469
-40.24384,139.1178,14.714
-39.22289,140.151,23.5357
-38.20193,138.6212,60.2462
-37.18098,136.8935,11.2224
-36.16003,137.2279,16.5017
-35.13908,151.5916,48.3552
-34.11813,144.1965,29.8051
-33.09717,135.802,32.879
-32.07622,140.8686,28.5387
-31.05527,136.6983,11.5343
-30.03432,143.5741,22.5322
-29.01336,139.0247,14.4594
-27.99241,138.2041,31.9983
-26.97146,136.5133,13.8507
-25.95051,137.0806,32.3565
-24.92956,135.5,10.9598
-23.90861,136.1075,15.2002
-22.88765,146.1957,94.0365
-21.8667,137.5668,27.5577
-20.84575,146.2505,31.5552
-19.8248,137.3916,18.9967
-18.80384,133.5448,44.9706
-17.78289,138.7931,36.6083
-16.76194,140.8374,12.9035
-15.74099,151.3136,51.9336
-14.72004,139.3116,33.3191
-13.69909,141.2779,27.7608
-12.67813,142.9915,28.8093
-11.65718,134.3952,39.5985
-10.63623,179.9384,123.0537
-9.61528,425.9987,581.4044
-8.59433,7122.833,6834.4619
-7.57337,6767.0498,7107.4355
-6.55242,7853.4253,8057.7656
-5.53147,8438.3506,9113.7715
-4.51052,7494.6533,8451.8887
-3.48956,8382.001,8326.1445
-2.46861,8120.6436,8599.2187
-1.44766,7958.7446,8306.6543
-0.42671,4900.9697,4735.6582
0.59424,6458.2495,6519.8804
1.6152,3256.2532,2831.6025
2.63615,3103.6165,4604.3379
3.6571,1149.8811,1495.6915
4.67805,1540.9889,1090.283
5.699,1260.3622,1429.1794
6.71995,160.3447,90.3401
7.74091,1060.7964,1026.1943
8.76186,140.5614,22.6618
9.78281,129.5538,20.8134
10.80376,140.2115,34.7564
11.82471,145.9073,32.8709
12.84567,143.4657,36.0604
13.86662,144.7288,26.4899
14.88757,148.0772,40.3055
15.90852,29.2977,30.9188
16.92948,140.3545,23.1793
17.95043,138.8648,26.963
18.97138,138.1413,30.6005
19.99233,140.0647,41.0833
21.01328,137.6937,21.2527
22.03424,140.179,27.9298
23.05519,136.4323,19.864
24.07614,139.7715,20.7018
25.09709,133.6449,28.3076
26.11804,137.5906,19.054
27.13899,207.4353,11.6991
28.15995,137.2286,17.5686
29.1809,138.261,15.0654
30.20185,154.9132,43.059
31.2228,136.4047,14.425
32.24376,136.0998,13.4
33.26471,137.4633,25.2876
34.28566,138.0921,29.0908
35.30661,138.119,11.0132
36.32756,139.4152,25.9439
37.34851,137.255,8.5605
38.36947,136.4306,14.9379
39.39042,142.9465,41.0733
40.41137,135.9524,10.5646
41.43232,163.1145,94.7959
42.45327,136.6674,12.573
43.47423,138.8667,17.4958
44.49518,139.5721,22.4609
45.51613,138.9948,40.736
46.53708,135.4311,15.5627
47.55804,137.5621,16.2043
48.57899,137.5175,15.9962
49.59994,136.4462,18.5159
50.62089,140.5051,37.6957
51.64184,137.8235,25.409
52.6628,136.1986,14.3552
53.68375,142.2833,21.6227
54.7047,140.5373,38.9636
55.72565,172.8371,90.0458
56.7466,140.0565,14.9235
57.76756,137.0033,18.2123
58.78851,137.5534,22.3226
59.80946,142.0906,48.5338
60.83041,142.7765,24.3753
61.85136,136.8694,19.753
62.87231,140.109,27.4836
63.89327,137.1823,17.715
64.91422,135.3752,9.3728
65.93517,135.9509,6.4402
66.95612,137.8427,13.2897
67.97707,138.9435,18.0022
68.99802,76.3266,7.3238
70.01898,135.9032,13.5433
71.03993,133.6078,16.2767
72.06088,138.1185,9.0834
73.08183,136.7241,18.8365
74.10278,233.2787,214.7079
75.12374,145.3153,31.1024
76.14469,138.4506,21.1108
77.16564,134.5618,11.8568
78.18659,134.7055,9.227
79.20755,137.1007,14.3014
80.2285,139.7674,12.0081
81.24945,134.4987,13.8619
82.2704,136.6771,12.0692
83.29135,137.368,17.1564
84.31231,143.8923,43.7205
85.33326,137.7859,15.6942
86.35421,135.9201,18.0097
87.37516,134.8906,18.0437
88.39612,134.9815,20.0079
89.41707,135.248,19.5901
90.43802,133.1627,16.7923
91.45897,96.047,20.4134
92.47992,137.8579,21.7418
93.50088,132.2253,21.8662
94.52183,137.449,30.4084
95.54278,134.2159,26.9586
96.56373,33.6082,31.577
97.58469,134.9589,31.1063
98.60564,143.0896,39.4613
99.62659,136.5529,40.6536
100.64754,134.6236,42.9926
101.66849,134.5456,44.5822
102.68945,137.5914,61.2388
103.7104,134.6901,38.6222
104.73135,136.9394,48.3294
105.7523,262.2005,51.3342
106.77325,134.9965,38.1558
107.7942,139.7404,41.0935
108.81516,133.3168,43.8547
109.83611,133.9177,29.843
110.85706,133.7038,41.7119
111.87801,135.8244,37.6397
112.89896,135.3501,24.4828
113.91991,137.2549,52.7629
114.94086,140.4541,31.7008
115.96182,246.5086,28.1897
116.98277,137.7275,32.705
118.00372,144.2588,69.8521
119.02467,134.6864,23.4542
120.04562,134.2942,22.4541
121.06658,159.9005,169.3596
122.08753,137.7424,20.337
123.10848,133.5766,21.8677
124.12943,33.1228,17.8446
125.15039,134.137,19.4599
126.17134,137.1845,26.5836
127.19229,134.3624,15.3191
128.21324,140.1261,14.0182
129.23419,135.0816,8.5378
130.25514,140.7892,24.3783
131.27609,140.5511,30.1132
132.29706,138.4003,38.3837
133.31801,162.848,6.5044
134.33896,156.0303,72.4792
135.35991,137.5128,13.2557
136.38086,149.0128,52.6404
137.40181,137.6472,9.1259
138.42276,138.5994,12.6386
139.44371,138.422,7.0995
140.46466,139.7464,27.3916
141.48563,272.9015,15.1279
142.50658,141.1578,32.5942
143.52753,48.1907,16.8403
144.54848,138.7188,22.6404
145.56943,142.5612,13.4017
146.59038,140.7775,40.5473
147.61133,142.3233,57.7116
148.63228,138.5505,13.5196
149.65323,135.6224,13.4929
150.67419,138.5772,17.7983
151.69514,136.7128,5.4067
152.71609,144.1733,25.9411
153.73705,138.6885,5.1524
154.758,136.6543,4.5693
155.77895,136.2842,10.8297
156.7999,140.1277,20.0995
157.82085,141.6079,73.7741
158.8418,140.689,20.3391
159.86276,138.8977,9.0086
160.88371,135.339,11.1603
161.90466,134.9011,35.5115
162.92561,137.08,17.0598
163.94656,141.6779,20.4435
164.96751,1822.8066,1598.4823
165.98846,136.4551,8.1253
167.00941,138.0877,34.9363
168.03036,139.3483,47.1646
169.05133,143.7019,31.6139
170.07228,146.0919,42.8373
171.09323,136.5371,10.3616
172.11418,143.4814,40.7748
173.13513,140.2715,11.1283
174.15608,136.9575,9.6539
175.17703,138.9759,22.0445
176.19798,137.2992,15.329
177.21893,141.8734,67.3155
178.23988,137.6841,15.6408
179.26085,137.0128,10.3978
180.2818,136.3524,13.3583
181.30275,140.0239,11.0798
182.3237,138.501,14.5847
183.34465,144.2307,37.3256
184.3656,140.907,28.4961
185.38655,146.7232,22.5288
186.4075,140.9277,17.7117
187.42845,144.9457,54.9157
188.44942,136.1745,7.414
189.47037,136.8448,10.6049
190.49132,135.3953,23.6795
191.51227,140.7031,10.8492
192.53322,141.2838,17.5109
193.55417,141.6729,38.484
194.57512,140.3169,16.3789
195.59607,138.737,16.2105
196.61702,145.3649,39.6586
197.63799,140.7,22.6634
198.65894,139.6819,29.2946
199.67989,138.2404,17.8744
200.70084,141.4979,26.2999
201.72179,140.0806,15.9278
202.74274,146.7089,32.8957
203.76369,140.998,24.0381
204.78464,144.908,28.6491
205.80559,140.1409,26.8141
206.82655,137.2274,29.9041
207.8475,142.7578,24.5767
208.86845,146.5307,65.4892
209.8894,141.5615,22.7489
210.91035,145.4717,57.6858
211.9313,142.4991,22.8472
212.95226,140.0822,18.3489
213.97321,139.6075,30.9607
214.99416,142.2053,25.7766
216.01512,145.4199,32.5826
217.03607,145.0103,33.2612
218.05702,139.6901,35.009
219.07797,143.2969,26.2509
220.09892,136.6435,41.2793
221.11987,139.7718,18.4595
222.14082,140.7617,21.0205
223.16177,139.4262,18.1515
224.18272,139.5638,16.476
225.20369,137.5347,19.5082
226.22464,121.5668,15.2864
227.24559,139.9854,18.6577
228.26654,141.4784,23.7624
229.28749,138.7729,27.0481
230.30844,23.7136,22.8668
231.32939,139.1635,10.3386
232.35034,172.4275,102.1561
233.37129,139.3496,28.9473
234.39226,141.4311,30.694
235.41321,216.5966,7.3412
236.43416,137.8057,18.4592
237.45511,100.5921,9.6844
238.47606,135.452,26.9319
239.49701,133.3147,26.6864
240.51796,138.2786,21.4284
241.53891,135.1565,19.2081
242.55986,134.4755,11.3273
243.58083,141.5136,29.5933
244.60178,138.6002,9.2267
245.62273,137.795,6.6723
246.64368,141.237,23.0145
247.66463,138.8626,13.2376
248.68558,136.8785,30.8977
249.70653,135.4122,7.2888
250.72748,136.4533,8.6112
251.74843,135.4852,20.7522
252.76939,137.6889,9.6033
253.79034,135.9515,17.7539
254.81129,135.5477,12.0957
255.83224,142.1524,26.7864
256.85318,136.4296,11.9029
257.87415,137.1612,12.1844
258.89511,135.7756,10.0613
259.91605,140.1266,15.5517
260.93701,135.611,13.6291
261.95795,134.5853,20.4073
262.97891,124.2358,9.0019
263.99985,108.9003,12.0023
265.02081,138.737,11.4598
266.04175,136.1026,8.5687
267.06271,139.3315,19.8107
268.08368,140.3455,18.2797
269.10461,141.1323,15.8949
270.12558,137.1898,9.1663
271.14651,137.0053,23.6269
272.16748,138.6445,16.3151
273.18842,52.7336,14.368
274.20938,136.7514,12.3668
275.23032,138.238,16.6407
276.25128,143.778,33.1959
277.27225,141.6951,17.4269
278.29318,206.4433,16.4635
279.31415,149.3559,49.1513
280.33508,139.8956,25.2489
281.35605,144.0899,26.7512
282.37698,136.7182,8.6809
283.39795,135.982,46.3984
284.41888,136.7171,9.0276
285.43985,147.1985,49.3997
286.46082,137.1127,15.643
287.48175,133.4516,27.9505
288.50272,136.1237,16.0583
289.52365,140.7083,18.2744
290.54462,16.1953,12.4239
291.56555,66.4735,10.5732
292.58652,140.3647,33.7839
293.60745,136.5368,12.504
294.62842,139.727,23.6411
295.64938,104.0088,11.7142
296.67032,138.2948,15.2328
297.69128,167.0047,12.245
298.71222,135.2985,21.9614
299.73318,142.073,26.7098
300.75412,24.536,15.0995
301.77509,137.4006,13.9862
302.79602,137.836,31.8791
303.81699,134.5735,18.8468
304.83795,134.791,16.3166
305.85889,134.8038,26.2985
306.87985,136.4833,21.8587
307.90079,134.7641,15.6766
308.92175,146.9864,52.1885
309.94269,132.6188,46.9434
310.96365,138.4534,22.6397
311.98459,134.4318,26.9019
313.00555,134.1812,21.4013
314.02652,131.6369,49.9445
315.04745,27.5416,24.1784
316.06842,135.5133,22.7542
317.08936,134.8967,27.797
318.11032,137.882,27.081
319.13126,137.2092,17.9344
320.15222,141.3318,36.3416
321.17316,133.5518,18.8139
322.19412,131.2492,15.1311
323.21509,136.8997,26.9507
324.23602,135.3988,18.6581
325.25699,134.5653,16.1567
326.27792,137.3062,16.0744
327.29889,137.7003,16.7369
328.31982,134.403,21.5107
329.34079,137.4548,26.0507
330.36172,137.637,17.6243
331.38269,138.1268,18.6915
332.40366,137.5163,12.1855
333.42459,139.098,57.6643
334.44556,137.0517,8.1721
335.46649,137.8572,14.8194
336.48746,134.496,10.208
337.50839,136.3362,9.8322
338.52936,136.0039,16.8052
339.55029,196.3969,8.8082
340.57126,134.4886,11.6047
341.59222,143.6163,44.9884
342.61316,139.9838,27.5342
343.63412,143.6887,21.1451
344.65506,137.1301,7.9101
345.67603,137.0719,14.0243
346.69696,137.9105,16.6844
347.71793,145.4792,56.3166
348.73886,141.8292,21.6395
349.75983,144.9521,26.6917
350.78079,136.103,10.6017
351.80173,136.6444,11.6343
352.82269,137.5845,8.9004
353.84363,266.8966,8.3052
354.86459,138.7616,15.9188
355.88553,138.6959,21.9623
356.90649,135.7694,18.6367
357.92743,143.4122,64.0411
358.94839,136.7836,4.5487
359.96936,139.3879,51.2257
360.9903,137.1918,36.8874
362.01126,117.0078,10.1868
363.0322,137.4618,11.0874
364.05316,138.3808,15.0959
365.0741,136.6749,6.8638
366.09506,135.7982,10.3605
367.116,149.2362,69.8258
368.13696,136.6918,7.8698
369.15793,141.3196,13.7682
370.17886,139.7599,62.8326
371.19983,136.5072,14.2951
372.22076,143.6166,60.1526
373.24173,137.4326,6.8505
374.26266,139.0261,22.6183
375.28363,139.3426,22.3911
376.30457,139.1381,17.9624
377.32553,138.1296,9.516
378.3465,141.3669,28.1911
379.36743,144.8393,37.1117
380.3884,135.3249,17.9207
381.40933,138.7355,13.1432
382.4303,138.3055,16.5312
383.45123,136.4876,11.0885
384.4722,258.0792,13.2499
385.49313,150.7598,73.6456
386.5141,135.5281,12.33
387.53506,136.7791,10.0385
388.556,151.2304,53.5174
389.57697,149.0962,88.928
390.5979,145.9377,45.1051
391.61887,135.3032,9.2855
392.6398,138.0197,39.5659
393.66077,142.3012,13.3698
394.6817,135.734,40.0189
395.70267,139.0219,27.1809
396.72363,134.7012,14.333
397.74457,137.5527,21.0493
398.76553,140.9365,24.9674
399.78647,135.0757,23.8262
400.80743,141.4269,24.8295
401.82837,144.3449,28.5594
402.84933,76.0278,15.3239
403.87027,138.4052,13.3344
404.89124,141.1611,17.0344
405.9122,190.7502,7.7268
406.93314,138.4456,20.6359
407.9541,137.775,14.5246
408.97504,146.4684,36.5327
409.996,137.1897,15.5991
411.01694,138.5527,20.8843
412.0379,136.4139,22.4341
413.05884,142.501,21.6215
414.0798,141.3931,21.9875
415.10077,142.4292,17.4018
416.1217,138.4811,22.3039
417.14267,140.3387,23.1209
418.1636,141.4869,20.7651
419.18457,142.8134,21.192
420.20551,141.1098,22.9498
421.22647,143.9842,48.1849
422.24741,142.7944,24.8223
423.26837,140.378,25.8239
424.28934,139.9075,19.7202
425.31027,141.4264,24.7063
426.33124,139.4418,27.4507
427.35217,138.6427,27.2978
428.37314,143.823,32.5041
429.39407,140.9616,24.3834
430.41504,148.191,38.5237
431.43597,139.6054,17.2177
432.45694,140.0549,19.6296
433.47791,139.2776,20.8683
434.49884,140.1338,19.7932
435.51981,150.348,48.3396
436.54074,141.9424,41.3634
437.56171,139.4586,17.0922
438.58264,140.6948,18.2832
439.60361,141.3172,14.7843
440.62454,135.464,39.0281
441.64551,140.2516,16.4664
442.66647,169.0785,84.8121
443.68741,138.1848,18.4205
444.70837,141.932,17.3289
445.72931,140.3953,15.8249
446.75027,137.685,17.2729
447.77121,142.587,27.0412
448.79218,155.6499,58.6076
449.81311,139.5375,14.9694
450.83408,137.3769,15.828
451.85504,138.6017,16.8294
452.87598,139.9566,31.9729
453.89694,63.438,15.0945
454.91788,140.5196,17.6973
455.93884,140.9314,33.8848
456.95978,144.1452,18.182
457.98074,148.714,81.7329
459.00168,136.3384,9.7873
460.02264,135.1989,31.6631
461.04361,143.5993,31.6502
462.06454,142.3152,52.4193
463.08551,145.4854,41.4991
464.10645,152.692,55.2926
465.12741,242.0966,13.9116
466.14835,137.9826,29.2601
467.16931,138.4731,15.0321
468.19025,136.788,14.3008
469.21121,138.0506,22.6675
470.23218,136.3928,58.7323
471.25311,153.8488,58.3804
472.27408,136.252,18.0075
473.29501,139.2121,45.7349
474.31598,136.3724,14.4606
475.33691,143.9066,14.5659
476.35788,137.1985,8.9006
477.37881,138.911,12.654
478.39978,138.4878,12.7442
479.42075,230.5583,144.3268
480.44168,137.7302,6.5144
481.46265,137.2782,21.2716
482.48358,135.931,7.2446
483.50455,134.952,12.8137
484.52548,140.0324,9.4122
485.54645,136.8199,10.9554
486.56738,149.4018,61.146
487.58835,137.8823,12.1095
488.60931,147.3873,51.5633
489.63025,137.8807,13.1186
490.65121,143.2495,71.0381
491.67215,137.0293,10.6577
492.69312,136.6615,8.9437
493.71405,137.0519,25.8994
494.73502,137.3882,15.1108
495.75595,138.945,15.4751
496.77692,135.9881,12.6448
497.79788,136.4573,22.2143
498.81882,148.5105,36.0331
499.83978,136.5142,24.2083
500.86072,136.9078,68.6678
501.88168,138.7269,36.9548
502.90262,136.3499,19.8744
503.92358,141.7169,46.1587
504.94452,135.0729,15.0341
505.96548,136.9948,9.9572
506.98645,140.235,29.3213
508.00739,139.6595,8.4627
509.02835,138.6537,7.9555
510.04929,138.558,12.9494
511.07025,138.6348,22.1498
512.09119,137.4708,39.3559
513.11212,140.6783,39.9044
514.13312,138.6588,49.4402
515.15405,135.5673,23.2263
516.17499,135.8873,11.8347
517.19598,140.3415,11.3118
518.21692,135.9314,13.076
519.23785,138.1657,21.5016
520.25879,25.0842,27.8173
521.27979,158.8282,10.6523
522.30072,137.5118,12.5434
523.32166,133.4073,26.9984
524.34259,144.2559,63.101
525.36359,136.572,11.0016
526.38452,142.6303,19.1396
527.40546,135.2368,19.2493
528.42645,154.9559,65.844
529.44739,143.9248,28.6169
530.46832,32.2712,17.5128
531.48926,157.6919,55.3337
532.51025,142.6664,58.3736
533.53119,137.6326,30.2032
534.55212,134.7415,25.7618
535.57312,135.6798,27.5101
536.59406,141.7135,53.3362
537.61499,145.7785,46.9974
538.63593,135.9594,39.4142
539.65692,138.4021,24.7481
540.67786,133.8345,27.6963
541.69879,136.0794,16.963
542.71973,134.6637,21.0907
543.74072,17.6794,13.2055
544.76166,150.7049,27.6532
545.78259,140.7526,19.0291
546.80359,138.167,45.9915
547.82452,137.4772,20.9182
548.84546,159.6483,52.4789
549.86639,146.446,16.0622
550.88739,116.8155,9.4918
551.90833,138.4632,22.8979
552.92926,136.1441,23.9464
553.95026,137.7767,9.8857
554.97119,136.544,14.284
555.99213,136.8129,9.6853
557.01306,134.883,15.5619
558.03406,253.5417,15.4586
559.05499,142.2571,24.995
560.07593,135.1729,16.6865
561.09686,134.6179,18.8214
562.11786,135.7335,22.0236
563.13879,249.6781,21.2961
564.15973,134.9731,28.2792
565.18073,203.6699,203.4935
566.20166,136.5504,14.1855
567.2226,140.0131,19.8625
568.24353,136.5715,9.2593
569.26453,138.1349,16.9391
570.28546,136.3163,12.0127
571.3064,137.1577,8.5899
572.32739,137.6499,26.7049
573.34833,261.791,9.3776
574.36926,32.1028,20.5012
575.3902,137.6656,16.4878
576.41119,138.2806,8.8644
577.43213,134.3785,13.8834
578.45306,139.9312,17.9953
579.474,146.3355,40.8226
580.495,137.2831,13.1819
581.51593,138.4591,26.6507
582.53687,138.2708,29.2519
583.55786,137.6588,9.509
584.5788,138.0748,21.0513
585.59973,137.3956,12.4261
586.62067,139.0515,17.675
587.64166,141.0053,16.8761
588.6626,138.9062,15.7382
589.68353,136.5357,21.8089
590.70453,137.1742,11.8346
591.72546,138.5181,17.2207
592.7464,135.7342,14.4428
593.76733,137.1681,11.7066
594.78833,143.6825,38.0714
595.80927,139.1451,21.2879
596.8302,141.3727,22.1606
597.85114,139.8089,15.733
598.87213,137.1948,10.5978
599.89307,139.2488,19.5501
600.914,138.0668,39.2783
601.935,138.7772,22.9875
602.95593,136.7973,20.3701
603.97687,139.9461,17.3784
604.9978,135.6431,17.2197
606.0188,137.0083,22.5592
607.03973,138.8537,27.951
608.06067,141.6841,83.6505
609.08167,137.8142,15.8985
610.1026,138.5005,13.189
611.12354,143.0225,30.1666
612.14447,142.6934,52.0578
613.16547,270.2649,29.1028
614.1864,137.7766,14.2077
615.20734,137.7355,11.602
616.22827,136.6266,25.9705
617.24927,135.6242,20.7765
618.2702,137.7518,8.1146
619.29114,139.3229,27.6375
620.31213,139.5196,18.8561
621.33307,136.5891,6.7162
622.354,137.9418,19.085
623.37494,139.0702,46.0797
624.39594,276.1611,219.222
625.41687,137.9941,14.5861
626.43781,141.8867,23.011
627.4588,138.5471,11.1415
628.47974,141.5579,17.4856
629.50067,140.5657,18.1781
630.52161,136.6287,23.5127
631.5426,137.8405,10.5694
632.56354,139.2882,12.826
633.58447,139.1927,8.731
634.60541,137.6448,37.055
635.6264,141.7023,57.6101
636.64734,143.6151,23.55
637.66827,140.4147,26.9311
638.68927,137.3147,18.3129
639.71021,137.6418,20.4853
640.73114,139.1895,20.9965
641.75208,138.5432,23.1874
642.77307,140.7694,16.52
643.79401,137.3758,22.8365
644.81494,138.9831,15.2553
645.83594,137.9293,15.4189
646.85687,139.4142,14.4905
647.87781,139.4981,19.7491
648.89874,139.1331,14.4279
649.91974,139.8128,26.0711
650.94067,141.5725,16.8977
651.96161,141.2182,36.9587
652.98254,139.6985,24.627
654.00354,161.3193,63.8915
655.02448,140.4495,23.1371
656.04541,144.1093,25.5886
657.06641,143.4103,24.5297
658.08734,141.8621,24.3995
659.10828,142.2155,25.0197
660.12921,141.1113,24.0442
661.15021,144.4827,24.5702
662.17114,140.2249,28.5585
663.19208,140.039,22.2005
664.21301,140.4524,26.968
665.23401,150.0079,72.8561
666.25494,137.543,21.4807
667.27588,138.7267,22.7861
668.29688,136.9209,17.5186
669.31781,140.4867,16.7447
670.33875,138.4167,16.772
671.35968,143.7038,35.3507
672.38068,143.3716,26.5875
673.40161,141.6454,17.8645
674.42255,137.1018,18.5281
675.44354,29.3193,24.7374
676.46448,134.8267,36.1682
677.48541,147.375,67.0132
678.50635,262.1113,30.5195
679.52734,139.2626,15.7177
680.54828,577.3944,724.5931
681.56921,140.4391,25.6172
682.59015,139.231,23.7667
683.61115,152.0392,34.1755
684.63208,121.7128,14.1602
685.65302,140.1033,16.0171
686.67401,61.0926,14.6488
687.69495,140.2045,23.8975
688.71588,138.7737,36.5512
689.73682,136.9659,12.0785
690.75781,141.1153,30.1826
691.77875,137.3877,46.7615
692.79968,161.2622,91.8596
693.82068,22.3166,23.0874
