Depth (m),Temperature (°C)
1074.230,22.023
1074.484,21.943
1074.739,21.899
1074.993,21.867
1075.247,21.826
1075.501,21.887
1075.755,22.017
1076.010,22.124
1076.264,22.130
1076.518,22.123
1076.772,22.113
1077.026,22.041
1077.281,22.006
1077.535,21.948
1077.789,21.894
1078.043,21.954
1078.297,22.041
1078.552,22.103
1078.806,22.149
1079.060,22.166
1079.314,22.110
1079.568,22.038
1079.823,21.954
1080.077,21.936
1080.331,21.915
1080.585,21.949
1080.839,22.005
1081.094,22.114
1081.348,22.164
1081.602,22.125
1081.856,22.032
1082.110,21.983
1082.365,21.977
1082.619,21.934
1082.873,21.892
1083.127,21.866
1083.381,21.904
1083.636,21.973
1083.890,22.089
1084.144,22.149
1084.398,22.094
1084.652,22.072
1084.907,22.039
1085.161,21.989
1085.415,21.954
1085.669,21.960
1085.923,21.991
1086.178,22.039
1086.432,22.106
1086.686,22.188
1086.940,22.147
1087.194,22.022
1087.449,21.948
1087.703,21.983
1087.957,22.023
1088.211,22.048
1088.465,22.089
1088.720,22.152
1088.974,22.193
1089.228,22.195
1089.482,22.151
1089.736,22.067
1089.991,22.002
1090.245,21.982
1090.499,21.961
1090.753,22.041
1091.007,22.130
1091.261,22.164
1091.516,22.216
1091.770,22.211
1092.024,22.107
1092.278,21.996
1092.532,22.010
1092.787,22.022
1093.041,22.005
1093.295,22.005
1093.549,22.052
1093.803,22.137
1094.058,22.170
1094.312,22.176
1094.566,22.180
1094.820,22.133
1095.074,22.054
1095.329,22.019
1095.583,21.963
1095.837,21.983
1096.091,22.096
1096.345,22.180
1096.600,22.190
1096.854,22.248
1097.108,22.229
1097.362,22.056
1097.616,21.982
1097.871,21.950
1098.125,21.940
1098.379,21.965
1098.633,22.007
1098.887,22.107
1099.142,22.230
1099.396,22.309
1099.650,22.231
1099.904,22.084
1100.158,21.963
1100.413,21.955
1100.667,21.998
1100.921,22.010
1101.175,22.062
1101.429,22.126
1101.684,22.166
1101.938,22.188
1102.192,22.125
1102.446,22.068
1102.700,22.015
1102.955,21.901
1103.209,21.852
1103.463,21.951
1103.717,22.059
1103.971,22.152
1104.226,22.191
1104.480,22.160
1104.734,22.120
1104.988,22.080
1105.242,22.040
1105.497,21.983
1105.751,21.933
1106.005,21.983
1106.259,22.057
1106.513,22.084
1106.768,22.105
1107.022,22.111
1107.276,22.064
1107.530,22.006
1107.784,21.943
1108.039,21.866
1108.293,21.821
1108.547,21.902
1108.801,21.996
1109.055,22.058
1109.310,22.104
1109.564,22.159
1109.818,22.116
1110.072,22.028
1110.326,21.974
1110.581,21.871
1110.835,21.846
1111.089,21.926
1111.343,22.039
1111.597,22.090
1111.852,22.097
1112.106,22.145
1112.360,22.100
1112.614,22.025
1112.868,21.970
1113.123,21.902
1113.377,21.870
1113.631,21.885
1113.885,21.932
1114.139,22.036
1114.394,22.120
1114.648,22.099
1114.902,22.020
1115.156,21.961
1115.410,21.885
1115.665,21.844
1115.919,21.791
1116.173,21.813
1116.427,21.948
1116.681,22.044
1116.936,22.076
1117.190,22.067
1117.444,21.976
1117.698,21.899
1117.952,21.859
1118.207,21.820
1118.461,21.795
1118.715,21.786
1118.969,21.864
1119.223,21.969
1119.478,22.033
1119.732,22.037
1119.986,21.965
1120.240,21.831
1120.494,21.763
1120.749,21.793
1121.003,21.803
1121.257,21.865
1121.511,21.866
1121.765,21.906
1122.020,21.948
1122.274,21.943
1122.528,21.913
1122.782,21.876
1123.036,21.794
1123.291,21.767
1123.545,21.787
1123.799,21.839
1124.053,21.889
1124.307,21.912
1124.562,21.938
1124.816,21.885
1125.070,21.824
1125.324,21.801
1125.578,21.713
1125.833,21.653
1126.087,21.629
1126.341,21.601
1126.595,21.679
1126.849,21.864
1127.104,21.940
1127.358,21.945
1127.612,21.902
1127.866,21.810
1128.120,21.674
1128.375,21.583
1128.629,21.580
1128.883,21.630
1129.137,21.698
1129.391,21.787
1129.646,21.845
1129.900,21.812
1130.154,21.736
1130.408,21.672
1130.662,21.637
1130.917,21.569
1131.171,21.462
1131.425,21.485
1131.679,21.579
1131.933,21.719
1132.188,21.828
1132.442,21.790
1132.696,21.689
1132.950,21.609
1133.204,21.537
1133.459,21.522
1133.713,21.546
1133.967,21.536
1134.221,21.521
1134.475,21.620
1134.730,21.742
1134.984,21.715
1135.238,21.589
1135.492,21.509
1135.746,21.447
1136.001,21.410
1136.255,21.414
1136.509,21.440
1136.763,21.447
1137.017,21.518
1137.272,21.607
1137.526,21.649
1137.780,21.588
1138.034,21.506
1138.288,21.449
1138.543,21.386
1138.797,21.374
1139.051,21.336
1139.305,21.383
1139.559,21.509
1139.814,21.577
1140.068,21.576
1140.322,21.508
1140.576,21.456
1140.830,21.340
1141.085,21.179
1141.339,21.118
1141.593,21.215
1141.847,21.332
1142.101,21.398
1142.356,21.442
1142.610,21.454
1142.864,21.367
1143.118,21.291
1143.372,21.246
1143.627,21.143
1143.881,21.040
1144.135,21.068
1144.389,21.168
1144.643,21.279
1144.898,21.385
1145.152,21.396
1145.406,21.376
1145.660,21.254
1145.914,21.067
1146.169,20.956
1146.423,20.964
1146.677,21.040
1146.931,21.155
1147.185,21.244
1147.440,21.317
1147.694,21.325
1147.948,21.262
1148.202,21.144
1148.456,21.029
1148.711,20.985
1148.965,21.009
1149.219,21.006
1149.473,21.006
1149.727,21.110
1149.982,21.191
1150.236,21.226
1150.490,21.183
1150.744,21.117
1150.998,21.000
1151.253,20.863
1151.507,20.782
1151.761,20.793
1152.015,20.911
1152.269,21.056
1152.524,21.135
1152.778,21.123
1153.032,21.030
1153.286,20.954
1153.540,20.903
1153.795,20.775
1154.049,20.684
1154.303,20.761
1154.557,20.895
1154.811,21.061
1155.066,21.130
1155.320,21.065
1155.574,20.994
1155.828,20.910
1156.082,20.839
1156.337,20.880
1156.591,20.923
1156.845,20.889
1157.099,20.912
1157.353,21.011
1157.608,21.079
1157.862,21.167
1158.116,21.165
1158.370,21.077
1158.624,20.917
1158.879,20.858
1159.133,20.937
1159.387,20.973
1159.641,20.996
1159.895,21.059
1160.150,21.167
1160.404,21.219
1160.658,21.213
1160.912,21.158
1161.166,21.052
1161.420,20.980
1161.675,20.984
1161.929,21.054
1162.183,21.095
1162.437,21.147
1162.691,21.213
1162.946,21.263
1163.200,21.282
1163.454,21.198
1163.708,21.107
1163.962,21.032
1164.217,21.011
1164.471,21.077
1164.725,21.189
1164.979,21.277
1165.233,21.333
1165.488,21.367
1165.742,21.361
1165.996,21.289
1166.250,21.204
1166.504,21.167
1166.759,21.139
1167.013,21.186
1167.267,21.276
1167.521,21.272
1167.775,21.302
1168.030,21.413
1168.284,21.516
1168.538,21.524
1168.792,21.413
1169.046,21.251
1169.301,21.172
1169.555,21.225
1169.809,21.283
1170.063,21.349
1170.317,21.471
1170.572,21.555
1170.826,21.527
1171.080,21.505
1171.334,21.482
1171.588,21.406
1171.843,21.250
1172.097,21.238
1172.351,21.336
1172.605,21.405
1172.859,21.533
1173.114,21.617
1173.368,21.601
1173.622,21.560
1173.876,21.513
1174.130,21.437
1174.385,21.334
1174.639,21.303
1174.893,21.325
1175.147,21.424
1175.401,21.552
1175.656,21.651
1175.910,21.729
1176.164,21.757
1176.418,21.657
1176.672,21.490
1176.927,21.413
1177.181,21.450
1177.435,21.481
1177.689,21.526
1177.943,21.615
1178.198,21.754
1178.452,21.826
1178.706,21.821
1178.960,21.762
1179.214,21.669
1179.469,21.539
1179.723,21.448
1179.977,21.483
1180.231,21.524
1180.485,21.582
1180.740,21.726
1180.994,21.855
1181.248,21.888
1181.502,21.838
1181.756,21.728
1182.011,21.612
1182.265,21.523
1182.519,21.472
1182.773,21.546
1183.027,21.658
1183.282,21.772
1183.536,21.886
1183.790,21.897
1184.044,21.886
1184.298,21.823
1184.553,21.732
1184.807,21.636
1185.061,21.575
1185.315,21.577
1185.569,21.643
1185.824,21.783
1186.078,21.899
1186.332,21.927
1186.586,21.830
1186.840,21.781
1187.095,21.743
1187.349,21.687
1187.603,21.705
1187.857,21.695
1188.111,21.654
1188.366,21.733
1188.620,21.872
1188.874,21.952
1189.128,21.951
1189.382,21.950
1189.637,21.869
1189.891,21.710
1190.145,21.678
1190.399,21.695
1190.653,21.646
1190.908,21.655
1191.162,21.818
1191.416,21.971
1191.670,22.017
1191.924,21.937
1192.179,21.821
1192.433,21.757
1192.687,21.748
1192.941,21.743
1193.195,21.770
1193.450,21.840
1193.704,21.892
1193.958,21.973
1194.212,22.045
1194.466,22.018
1194.721,21.912
1194.975,21.824
1195.229,21.767
1195.483,21.750
1195.737,21.767
1195.992,21.837
1196.246,21.945
1196.500,22.023
1196.754,21.980
1197.008,21.910
1197.263,21.942
1197.517,21.974
1197.771,21.922
1198.025,21.832
1198.279,21.809
1198.534,21.825
1198.788,21.851
1199.042,21.945
1199.296,22.033
1199.550,22.059
1199.805,22.022
1200.059,21.927
1200.313,21.853
1200.567,21.781
1200.821,21.756
1201.076,21.803
1201.330,21.924
1201.584,22.042
1201.838,22.082
1202.092,22.029
1202.347,21.998
1202.601,22.000
1202.855,21.899
1203.109,21.775
1203.363,21.746
1203.618,21.815
1203.872,21.875
1204.126,21.932
1204.380,21.950
1204.634,21.998
1204.889,22.058
1205.143,22.010
1205.397,21.911
1205.651,21.907
1205.905,21.886
1206.160,21.911
1206.414,22.003
1206.668,22.075
1206.922,22.115
1207.176,22.118
1207.431,22.066
1207.685,21.992
1207.939,21.957
1208.193,21.929
1208.447,21.879
1208.702,21.842
1208.956,21.813
1209.210,21.866
1209.464,22.057
1209.718,22.169
1209.973,22.139
1210.227,22.049
1210.481,21.961
1210.735,21.874
1210.989,21.820
1211.244,21.826
1211.498,21.906
1211.752,21.953
1212.006,21.976
1212.260,22.034
1212.515,22.105
1212.769,22.082
1213.023,21.991
1213.277,21.947
1213.531,21.876
1213.786,21.821
1214.040,21.807
1214.294,21.838
1214.548,21.947
1214.802,22.092
1215.057,22.141
1215.311,22.074
1215.565,22.026
1215.819,21.996
1216.073,21.933
1216.328,21.880
1216.582,21.920
1216.836,21.976
1217.090,21.937
1217.344,21.974
1217.599,22.057
1217.853,22.094
1218.107,21.993
1218.361,21.914
1218.615,21.864
1218.870,21.873
1219.124,21.895
1219.378,21.938
1219.632,21.985
1219.886,22.039
1220.141,22.112
1220.395,22.078
1220.649,22.044
1220.903,21.999
1221.157,21.914
1221.412,21.821
1221.666,21.803
1221.920,21.841
1222.174,21.883
1222.428,21.939
1222.683,22.025
1222.937,22.116
1223.191,22.117
1223.445,21.980
1223.699,21.842
1223.954,21.820
1224.208,21.875
1224.462,21.882
1224.716,21.926
1224.970,22.024
1225.225,22.069
1225.479,22.040
1225.733,22.011
1225.987,21.971
1226.241,21.851
1226.496,21.785
1226.750,21.784
1227.004,21.842
1227.258,21.935
1227.512,21.962
1227.767,22.019
1228.021,22.100
1228.275,22.042
1228.529,21.943
1228.783,21.899
1229.038,21.823
1229.292,21.749
1229.546,21.799
1229.800,21.831
1230.054,21.858
1230.309,21.921
1230.563,22.010
1230.817,22.018
1231.071,21.962
1231.325,21.883
1231.579,21.814
1231.834,21.783
1232.088,21.823
1232.342,21.822
1232.596,21.803
1232.850,21.866
1233.105,21.962
1233.359,22.010
1233.613,21.965
1233.867,21.858
1234.121,21.788
1234.376,21.728
1234.630,21.740
1234.884,21.760
1235.138,21.775
1235.392,21.850
1235.647,21.906
1235.901,21.922
1236.155,21.926
1236.409,21.888
1236.663,21.799
1236.918,21.753
1237.172,21.766
1237.426,21.761
1237.680,21.748
1237.934,21.779
1238.189,21.858
1238.443,21.900
1238.697,21.879
1238.951,21.856
1239.205,21.802
1239.460,21.741
1239.714,21.684
1239.968,21.638
1240.222,21.668
1240.476,21.725
1240.731,21.780
1240.985,21.845
1241.239,21.826
1241.493,21.783
1241.747,21.756
1242.002,21.690
1242.256,21.660
1242.510,21.664
1242.764,21.646
1243.018,21.657
1243.273,21.726
1243.527,21.734
1243.781,21.804
1244.035,21.927
1244.289,21.857
1244.544,21.691
1244.798,21.619
1245.052,21.646
1245.306,21.700
1245.560,21.750
1245.815,21.766
1246.069,21.816
1246.323,21.841
1246.577,21.796
1246.831,21.688
1247.086,21.562
1247.340,21.567
1247.594,21.574
1247.848,21.589
1248.102,21.635
1248.357,21.635
1248.611,21.723
1248.865,21.838
1249.119,21.808
1249.373,21.716
1249.628,21.683
1249.882,21.659
1250.136,21.578
1250.390,21.499
1250.644,21.543
1250.899,21.635
1251.153,21.745
1251.407,21.774
1251.661,21.715
1251.915,21.672
1252.170,21.642
1252.424,21.632
1252.678,21.585
1252.932,21.514
1253.186,21.519
1253.441,21.590
1253.695,21.694
1253.949,21.757
1254.203,21.751
1254.457,21.718
1254.712,21.671
1254.966,21.595
1255.220,21.473
1255.474,21.440
1255.728,21.435
1255.983,21.505
1256.237,21.653
1256.491,21.698
1256.745,21.659
1256.999,21.654
1257.254,21.669
1257.508,21.610
1257.762,21.484
1258.016,21.424
1258.270,21.423
1258.525,21.414
1258.779,21.486
1259.033,21.575
1259.287,21.641
1259.541,21.646
1259.796,21.578
1260.050,21.478
1260.304,21.457
1260.558,21.433
1260.812,21.412
1261.067,21.459
1261.321,21.520
1261.575,21.565
1261.829,21.575
1262.083,21.516
1262.338,21.487
1262.592,21.483
1262.846,21.381
1263.100,21.301
1263.354,21.311
1263.609,21.330
1263.863,21.370
1264.117,21.482
1264.371,21.549
1264.625,21.498
1264.880,21.441
1265.134,21.441
1265.388,21.428
1265.642,21.374
1265.896,21.282
1266.151,21.262
1266.405,21.302
1266.659,21.325
1266.913,21.365
1267.167,21.422
1267.422,21.437
1267.676,21.407
1267.930,21.340
1268.184,21.250
1268.438,21.237
1268.693,21.268
1268.947,21.286
1269.201,21.320
1269.455,21.414
1269.709,21.463
1269.964,21.411
1270.218,21.348
1270.472,21.285
1270.726,21.239
1270.980,21.201
1271.235,21.161
1271.489,21.181
1271.743,21.229
1271.997,21.276
1272.251,21.347
1272.506,21.420
1272.760,21.358
1273.014,21.262
1273.268,21.199
1273.522,21.165
1273.777,21.113
1274.031,21.111
1274.285,21.184
1274.539,21.181
1274.793,21.165
1275.048,21.226
1275.302,21.310
1275.556,21.298
1275.810,21.242
1276.064,21.144
1276.319,21.062
1276.573,21.042
1276.827,21.034
1277.081,21.051
1277.335,21.128
1277.590,21.223
1277.844,21.225
1278.098,21.195
1278.352,21.170
1278.606,21.113
1278.861,21.067
1279.115,21.025
1279.369,21.060
1279.623,21.077
1279.877,21.077
1280.132,21.132
1280.386,21.223
1280.640,21.176
1280.894,21.083
1281.148,21.002
1281.403,20.882
1281.657,20.814
1281.911,20.890
1282.165,21.006
1282.419,21.051
1282.674,21.020
1282.928,21.067
1283.182,21.070
1283.436,20.978
1283.690,20.868
1283.945,20.734
1284.199,20.700
1284.453,20.792
1284.707,20.876
1284.961,20.896
1285.216,20.939
1285.470,20.988
1285.724,21.006
1285.978,20.949
1286.232,20.848
1286.487,20.739
1286.741,20.677
1286.995,20.710
1287.249,20.776
1287.503,20.884
1287.758,20.953
1288.012,20.954
1288.266,20.938
1288.520,20.888
1288.774,20.787
1289.029,20.733
1289.283,20.723
1289.537,20.757
1289.791,20.800
1290.045,20.900
1290.300,20.964
1290.554,21.023
1290.808,21.114
1291.062,21.152
1291.316,21.051
1291.571,20.906
1291.825,20.886
1292.079,20.883
1292.333,20.844
1292.587,20.898
1292.842,20.941
1293.096,21.002
1293.350,21.067
1293.604,21.049
1293.858,21.008
1294.113,20.982
1294.367,20.928
1294.621,20.930
1294.875,20.982
1295.129,21.043
1295.384,21.090
1295.638,21.097
1295.892,21.133
1296.146,21.203
1296.400,21.174
1296.655,21.093
1296.909,20.999
1297.163,20.893
1297.417,20.866
1297.671,20.945
1297.926,21.050
1298.180,21.106
1298.434,21.170
1298.688,21.216
1298.942,21.227
1299.197,21.224
1299.451,21.174
1299.705,21.102
1299.959,21.038
1300.213,21.028
1300.468,21.074
1300.722,21.178
1300.976,21.265
1301.230,21.318
1301.484,21.334
1301.738,21.259
1301.993,21.192
1302.247,21.161
1302.501,21.088
1302.755,21.022
1303.009,21.109
1303.264,21.256
1303.518,21.332
1303.772,21.383
1304.026,21.413
1304.280,21.386
1304.535,21.289
1304.789,21.193
1305.043,21.133
1305.297,21.068
1305.551,21.075
1305.806,21.142
1306.060,21.239
1306.314,21.334
1306.568,21.427
1306.822,21.425
1307.077,21.400
1307.331,21.354
1307.585,21.261
1307.839,21.211
1308.093,21.236
1308.348,21.265
1308.602,21.295
1308.856,21.417
1309.110,21.506
1309.364,21.514
1309.619,21.479
1309.873,21.363
1310.127,21.271
1310.381,21.257
1310.635,21.223
1310.890,21.234
1311.144,21.328
1311.398,21.424
1311.652,21.460
1311.906,21.520
1312.161,21.519
1312.415,21.419
1312.669,21.334
1312.923,21.335
1313.177,21.313
1313.432,21.319
1313.686,21.381
1313.940,21.454
1314.194,21.501
1314.448,21.531
1314.703,21.551
1314.957,21.522
1315.211,21.508
1315.465,21.470
1315.719,21.431
1315.974,21.403
1316.228,21.392
1316.482,21.439
1316.736,21.446
1316.990,21.476
1317.245,21.558
1317.499,21.650
1317.753,21.617
1318.007,21.538
1318.261,21.462
1318.516,21.429
1318.770,21.444
1319.024,21.507
1319.278,21.561
1319.532,21.591
1319.787,21.598
1320.041,21.600
1320.295,21.595
1320.549,21.606
1320.803,21.508
1321.058,21.384
1321.312,21.357
1321.566,21.389
1321.820,21.456
1322.074,21.470
1322.329,21.515
1322.583,21.614
1322.837,21.681
1323.091,21.660
1323.345,21.539
1323.600,21.516
1323.854,21.563
1324.108,21.520
1324.362,21.434
1324.616,21.451
1324.871,21.513
1325.125,21.619
1325.379,21.686
1325.633,21.696
1325.887,21.645
1326.142,21.548
1326.396,21.441
1326.650,21.461
1326.904,21.500
1327.158,21.524
1327.413,21.594
1327.667,21.673
1327.921,21.758
1328.175,21.776
1328.429,21.707
1328.684,21.640
1328.938,21.581
1329.192,21.580
1329.446,21.630
1329.700,21.619
1329.955,21.593
1330.209,21.666
1330.463,21.688
1330.717,21.737
1330.971,21.800
1331.226,21.741
1331.480,21.621
1331.734,21.574
1331.988,21.552
1332.242,21.556
1332.497,21.579
1332.751,21.579
1333.005,21.685
1333.259,21.897
1333.513,21.997
1333.768,21.900
1334.022,21.738
1334.276,21.623
1334.530,21.568
1334.784,21.553
1335.039,21.536
1335.293,21.642
1335.547,21.761
1335.801,21.868
1336.055,21.910
1336.310,21.890
1336.564,21.777
1336.818,21.677
1337.072,21.590
1337.326,21.556
1337.581,21.599
1337.835,21.599
1338.089,21.643
1338.343,21.760
1338.597,21.847
1338.852,21.893
1339.106,21.802
1339.360,21.704
1339.614,21.659
1339.868,21.601
1340.123,21.647
1340.377,21.678
1340.631,21.685
1340.885,21.751
1341.139,21.871
1341.394,21.969
1341.648,21.961
1341.902,21.885
1342.156,21.732
1342.410,21.606
1342.665,21.559
1342.919,21.481
1343.173,21.538
1343.427,21.705
1343.681,21.771
1343.936,21.838
1344.190,21.951
1344.444,21.933
1344.698,21.853
1344.952,21.777
1345.207,21.698
1345.461,21.615
1345.715,21.607
1345.969,21.717
1346.223,21.865
1346.478,21.976
1346.732,21.966
1346.986,21.854
1347.240,21.792
1347.494,21.827
1347.749,21.810
1348.003,21.690
1348.257,21.621
1348.511,21.667
1348.765,21.741
1349.020,21.873
1349.274,21.972
1349.528,21.982
1349.782,21.940
1350.036,21.844
1350.291,21.705
1350.545,21.649
1350.799,21.668
1351.053,21.686
1351.307,21.734
1351.562,21.772
1351.816,21.844
1352.070,21.934
1352.324,21.963
1352.578,21.887
1352.833,21.777
1353.087,21.697
1353.341,21.698
1353.595,21.745
1353.849,21.736
1354.104,21.767
1354.358,21.842
1354.612,21.972
1354.866,22.001
1355.120,21.939
1355.375,21.771
1355.629,21.644
1355.883,21.637
1356.137,21.628
1356.391,21.607
1356.646,21.702
1356.900,21.804
1357.154,21.934
1357.408,22.001
1357.662,21.981
1357.917,21.888
1358.171,21.828
1358.425,21.755
1358.679,21.661
1358.933,21.616
1359.188,21.611
1359.442,21.692
1359.696,21.863
1359.950,21.998
1360.204,22.042
1360.459,21.946
1360.713,21.816
1360.967,21.678
1361.221,21.597
1361.475,21.623
1361.730,21.699
1361.984,21.741
1362.238,21.795
1362.492,21.867
1362.746,21.939
1363.001,21.948
1363.255,21.904
1363.509,21.807
1363.763,21.739
1364.017,21.685
1364.272,21.620
1364.526,21.623
1364.780,21.665
1365.034,21.734
1365.288,21.859
1365.543,21.951
1365.797,21.935
1366.051,21.864
1366.305,21.789
1366.559,21.707
1366.814,21.617
1367.068,21.609
1367.322,21.707
1367.576,21.797
1367.830,21.978
1368.085,22.120
1368.339,22.009
1368.593,21.841
1368.847,21.824
1369.101,21.794
1369.356,21.706
1369.610,21.647
1369.864,21.742
1370.118,21.840
1370.372,21.856
1370.627,21.917
1370.881,21.904
1371.135,21.883
1371.389,21.879
1371.643,21.753
1371.897,21.631
1372.152,21.588
1372.406,21.609
1372.660,21.698
1372.914,21.786
1373.168,21.861
1373.423,21.973
1373.677,22.031
1373.931,21.922
1374.185,21.760
1374.439,21.692
1374.694,21.672
1374.948,21.691
1375.202,21.714
1375.456,21.726
1375.710,21.819
1375.965,21.905
1376.219,21.889
1376.473,21.864
1376.727,21.819
1376.981,21.744
1377.236,21.648
1377.490,21.561
1377.744,21.527
1377.998,21.626
1378.252,21.794
1378.507,21.869
1378.761,21.932
1379.015,21.932
1379.269,21.828
1379.523,21.751
1379.778,21.697
1380.032,21.648
1380.286,21.656
1380.540,21.649
1380.794,21.694
1381.049,21.842
1381.303,21.983
1381.557,21.972
1381.811,21.902
1382.065,21.844
1382.320,21.727
1382.574,21.547
1382.828,21.444
1383.082,21.470
1383.336,21.616
1383.591,21.782
1383.845,21.890
1384.099,21.913
1384.353,21.880
1384.607,21.830
1384.862,21.687
1385.116,21.540
1385.370,21.465
1385.624,21.442
1385.878,21.484
1386.133,21.564
1386.387,21.675
1386.641,21.771
1386.895,21.829
1387.149,21.859
1387.404,21.762
1387.658,21.629
1387.912,21.536
1388.166,21.477
1388.420,21.481
1388.675,21.498
1388.929,21.586
1389.183,21.764
1389.437,21.840
1389.691,21.775
1389.946,21.667
1390.200,21.567
1390.454,21.489
1390.708,21.448
1390.962,21.437
1391.217,21.484
1391.471,21.584
1391.725,21.648
1391.979,21.682
1392.233,21.706
1392.488,21.647
1392.742,21.574
1392.996,21.482
1393.250,21.438
1393.504,21.449
1393.759,21.452
1394.013,21.430
1394.267,21.467
1394.521,21.588
1394.775,21.724
1395.030,21.748
1395.284,21.668
1395.538,21.551
1395.792,21.449
1396.046,21.359
1396.301,21.276
1396.555,21.326
1396.809,21.447
1397.063,21.545
1397.317,21.616
1397.572,21.664
1397.826,21.687
1398.080,21.583
1398.334,21.420
1398.588,21.289
1398.843,21.269
1399.097,21.250
1399.351,21.230
1399.605,21.314
1399.859,21.466
1400.114,21.584
1400.368,21.630
1400.622,21.546
1400.876,21.414
1401.130,21.280
1401.385,21.154
1401.639,21.090
1401.893,21.067
1402.147,21.160
1402.401,21.348
1402.656,21.434
1402.910,21.474
1403.164,21.478
1403.418,21.367
1403.672,21.251
1403.927,21.124
1404.181,20.987
1404.435,20.962
1404.689,21.019
1404.943,21.187
1405.198,21.333
1405.452,21.439
1405.706,21.491
1405.960,21.431
1406.214,21.312
1406.469,21.126
1406.723,20.965
1406.977,20.884
1407.231,20.899
1407.485,21.001
1407.740,21.153
1407.994,21.294
1408.248,21.371
1408.502,21.338
1408.756,21.235
1409.011,21.128
1409.265,20.988
1409.519,20.926
1409.773,20.890
1410.027,20.894
1410.282,21.031
1410.536,21.189
1410.790,21.260
1411.044,21.275
1411.298,21.275
1411.553,21.127
1411.807,20.966
1412.061,20.878
1412.315,20.818
1412.569,20.823
1412.824,20.882
1413.078,20.978
1413.332,21.118
1413.586,21.229
1413.840,21.206
1414.095,21.106
1414.349,20.938
1414.603,20.783
1414.857,20.749
1415.111,20.794
1415.366,20.773
1415.620,20.822
1415.874,20.998
1416.128,21.148
1416.382,21.145
1416.637,21.096
1416.891,20.978
1417.145,20.790
1417.399,20.614
1417.653,20.522
1417.908,20.573
1418.162,20.665
1418.416,20.804
1418.670,20.973
1418.924,21.106
1419.179,21.076
1419.433,20.875
1419.687,20.700
1419.941,20.616
1420.195,20.555
1420.450,20.538
1420.704,20.556
1420.958,20.636
1421.212,20.739
1421.466,20.898
1421.721,20.972
1421.975,20.943
1422.229,20.847
1422.483,20.660
1422.737,20.505
1422.992,20.454
1423.246,20.483
1423.500,20.577
1423.754,20.684
1424.008,20.729
1424.263,20.804
1424.517,20.815
1424.771,20.742
1425.025,20.669
1425.279,20.586
1425.534,20.547
1425.788,20.538
1426.042,20.574
1426.296,20.691
1426.550,20.799
1426.805,20.868
1427.059,20.926
1427.313,20.940
1427.567,20.843
1427.821,20.679
1428.076,20.588
1428.330,20.558
1428.584,20.611
1428.838,20.671
1429.092,20.717
1429.347,20.848
1429.601,20.978
1429.855,21.039
1430.109,21.014
1430.363,20.929
1430.618,20.859
1430.872,20.727
1431.126,20.642
1431.380,20.666
1431.634,20.745
1431.889,20.841
1432.143,21.015
1432.397,21.166
1432.651,21.157
1432.905,21.116
1433.160,21.038
1433.414,20.856
1433.668,20.718
1433.922,20.722
1434.176,20.794
1434.431,20.840
1434.685,20.979
1434.939,21.166
1435.193,21.237
1435.447,21.235
1435.702,21.134
1435.956,20.944
1436.210,20.790
1436.464,20.767
1436.718,20.846
1436.973,20.957
1437.227,21.085
1437.481,21.171
1437.735,21.277
1437.989,21.402
1438.244,21.407
1438.498,21.313
1438.752,21.149
1439.006,20.941
1439.260,20.839
1439.515,20.853
1439.769,20.927
1440.023,21.116
1440.277,21.248
1440.531,21.346
1440.786,21.388
1441.040,21.366
1441.294,21.257
1441.548,21.085
1441.802,20.927
1442.056,20.931
1442.311,21.031
1442.565,21.163
1442.819,21.231
1443.073,21.338
1443.327,21.433
1443.582,21.471
1443.836,21.487
1444.090,21.397
1444.344,21.227
1444.598,21.072
1444.853,21.027
1445.107,21.045
1445.361,21.100
1445.615,21.216
1445.869,21.379
1446.124,21.606
1446.378,21.653
1446.632,21.526
1446.886,21.301
1447.140,21.103
1447.395,21.034
1447.649,21.045
1447.903,21.120
1448.157,21.224
1448.411,21.393
1448.666,21.497
1448.920,21.562
1449.174,21.657
1449.428,21.519
1449.682,21.338
1449.937,21.240
1450.191,21.230
1450.445,21.247
1450.699,21.242
1450.953,21.360
1451.208,21.478
1451.462,21.555
1451.716,21.670
1451.970,21.675
1452.224,21.580
1452.479,21.434
1452.733,21.262
1452.987,21.176
1453.241,21.228
1453.495,21.294
1453.750,21.449
1454.004,21.654
1454.258,21.723
1454.512,21.675
1454.766,21.646
1455.021,21.590
1455.275,21.473
1455.529,21.337
1455.783,21.268
1456.037,21.254
1456.292,21.309
1456.546,21.476
1456.800,21.645
1457.054,21.700
1457.308,21.697
1457.563,21.679
1457.817,21.551
1458.071,21.423
1458.325,21.350
1458.579,21.317
1458.834,21.362
1459.088,21.462
1459.342,21.584
1459.596,21.702
1459.850,21.731
1460.105,21.728
1460.359,21.678
1460.613,21.588
1460.867,21.503
1461.121,21.455
1461.376,21.426
1461.630,21.446
1461.884,21.512
1462.138,21.626
1462.392,21.756
1462.647,21.867
1462.901,21.853
1463.155,21.688
1463.409,21.591
1463.663,21.494
1463.918,21.319
1464.172,21.251
1464.426,21.421
1464.680,21.614
1464.934,21.689
1465.189,21.795
1465.443,21.908
1465.697,21.791
1465.951,21.636
1466.205,21.524
1466.460,21.436
1466.714,21.417
1466.968,21.472
1467.222,21.493
1467.476,21.576
1467.731,21.745
1467.985,21.838
1468.239,21.874
1468.493,21.832
1468.747,21.684
