Depth (m),Temperature (°C)
65.059,23.075
65.313,23.031
65.567,23.021
65.822,23.038
66.076,22.977
66.330,22.959
66.584,23.023
66.838,23.051
67.093,23.016
67.347,22.966
67.601,22.977
67.855,22.961
68.109,22.917
68.364,22.932
68.618,22.994
68.872,23.053
69.126,23.036
69.380,23.026
69.635,23.032
69.889,22.975
70.143,22.919
70.397,22.930
70.651,22.980
70.906,22.987
71.160,22.964
71.414,23.009
71.668,23.031
71.922,22.988
72.177,22.948
72.431,22.977
72.685,23.058
72.939,23.070
73.193,22.996
73.448,22.969
73.702,22.968
73.956,22.940
74.210,22.928
74.464,22.946
74.719,22.991
74.973,22.987
75.227,22.924
75.481,22.878
75.735,22.869
75.990,22.886
76.244,22.918
76.498,22.951
76.752,22.983
77.006,22.977
77.261,22.922
77.515,22.845
77.769,22.869
78.023,22.927
78.277,22.934
78.532,22.940
78.786,22.942
79.040,22.919
79.294,22.893
79.548,22.881
79.803,22.828
80.057,22.801
80.311,22.848
80.565,22.870
80.819,22.885
81.074,22.897
81.328,22.833
81.582,22.750
81.836,22.741
82.090,22.801
82.345,22.838
82.599,22.847
82.853,22.831
83.107,22.808
83.361,22.782
83.616,22.766
83.870,22.770
84.124,22.790
84.378,22.814
84.632,22.861
84.887,22.904
85.141,22.887
85.395,22.822
85.649,22.790
85.903,22.793
86.158,22.749
86.412,22.721
86.666,22.694
86.920,22.704
87.174,22.714
87.429,22.709
87.683,22.717
87.937,22.712
88.191,22.697
88.445,22.697
88.700,22.703
88.954,22.704
89.208,22.700
89.462,22.693
89.716,22.707
89.971,22.692
90.225,22.691
90.479,22.707
90.733,22.722
90.987,22.685
91.242,22.636
91.496,22.606
91.750,22.621
92.004,22.620
92.258,22.625
92.513,22.675
92.767,22.680
93.021,22.614
93.275,22.549
93.529,22.595
93.784,22.679
94.038,22.632
94.292,22.584
94.546,22.614
94.800,22.608
95.055,22.588
95.309,22.590
95.563,22.558
95.817,22.532
96.071,22.560
96.326,22.544
96.580,22.515
96.834,22.509
97.088,22.498
97.342,22.502
97.597,22.538
97.851,22.552
98.105,22.541
98.359,22.520
98.613,22.512
98.868,22.492
99.122,22.489
99.376,22.482
99.630,22.464
99.884,22.459
100.139,22.451
100.393,22.448
100.647,22.438
100.901,22.404
101.155,22.385
101.410,22.381
101.664,22.379
101.918,22.366
102.172,22.363
102.426,22.383
102.681,22.396
102.935,22.352
103.189,22.317
103.443,22.318
103.697,22.303
103.952,22.303
104.206,22.311
104.460,22.315
104.714,22.315
104.968,22.302
105.223,22.313
105.477,22.322
105.731,22.343
105.985,22.339
106.239,22.287
106.494,22.257
106.748,22.216
107.002,22.167
107.256,22.147
107.510,22.192
107.764,22.237
108.019,22.236
108.273,22.207
108.527,22.177
108.781,22.151
109.035,22.153
109.290,22.204
109.544,22.198
109.798,22.141
110.052,22.127
110.306,22.140
110.561,22.106
110.815,22.048
111.069,22.071
111.323,22.116
111.577,22.121
111.832,22.124
112.086,22.141
112.340,22.120
112.594,22.097
112.848,22.116
113.103,22.120
113.357,22.103
113.611,22.103
113.865,22.124
114.119,22.188
114.374,22.246
114.628,22.224
114.882,22.157
115.136,22.092
115.390,22.121
115.645,22.206
115.899,22.253
116.153,22.248
116.407,22.189
116.661,22.111
116.916,22.097
117.170,22.183
117.424,22.227
117.678,22.227
117.932,22.253
118.187,22.268
118.441,22.261
118.695,22.250
118.949,22.271
119.203,22.293
119.458,22.306
119.712,22.300
119.966,22.300
120.220,22.337
120.474,22.323
120.729,22.276
120.983,22.262
121.237,22.280
121.491,22.326
121.745,22.391
122.000,22.413
122.254,22.395
122.508,22.359
122.762,22.370
123.016,22.362
123.271,22.352
123.525,22.395
123.779,22.452
124.033,22.442
124.287,22.408
124.542,22.379
124.796,22.384
125.050,22.398
125.304,22.430
125.558,22.498
125.813,22.553
126.067,22.583
126.321,22.556
126.575,22.478
126.829,22.417
127.084,22.457
127.338,22.561
127.592,22.571
127.846,22.523
128.100,22.517
128.355,22.500
128.609,22.464
128.863,22.442
129.117,22.457
129.371,22.520
129.626,22.548
129.880,22.553
130.134,22.548
130.388,22.547
130.642,22.524
130.897,22.524
131.151,22.545
131.405,22.553
131.659,22.591
131.913,22.611
132.168,22.613
132.422,22.539
132.676,22.511
132.930,22.543
133.184,22.565
133.439,22.585
133.693,22.600
133.947,22.599
134.201,22.591
134.455,22.586
134.710,22.576
134.964,22.589
135.218,22.667
135.472,22.714
135.726,22.691
135.981,22.671
136.235,22.671
136.489,22.632
136.743,22.584
136.997,22.595
137.252,22.637
137.506,22.708
137.760,22.723
138.014,22.687
138.268,22.657
138.523,22.675
138.777,22.712
139.031,22.715
139.285,22.717
139.539,22.744
139.794,22.764
140.048,22.763
140.302,22.732
140.556,22.711
140.810,22.709
141.065,22.714
141.319,22.748
141.573,22.774
141.827,22.771
142.081,22.759
142.336,22.738
142.590,22.711
142.844,22.712
143.098,22.745
143.352,22.736
143.607,22.730
143.861,22.797
144.115,22.841
144.369,22.822
144.623,22.794
144.878,22.768
145.132,22.790
145.386,22.820
145.640,22.861
145.894,22.894
146.149,22.887
146.403,22.832
146.657,22.819
146.911,22.833
147.165,22.820
147.420,22.829
147.674,22.882
147.928,22.891
148.182,22.852
148.436,22.821
148.691,22.823
148.945,22.813
149.199,22.815
149.453,22.815
149.707,22.832
149.962,22.855
150.216,22.830
150.470,22.819
150.724,22.842
150.978,22.802
151.233,22.814
151.487,22.895
151.741,22.903
151.995,22.858
152.249,22.844
152.504,22.875
152.758,22.914
153.012,22.905
153.266,22.890
153.520,22.863
153.775,22.843
154.029,22.866
154.283,22.903
154.537,22.862
154.791,22.801
155.046,22.756
155.300,22.822
155.554,22.883
155.808,22.860
156.062,22.885
156.317,22.903
156.571,22.883
156.825,22.858
157.079,22.860
157.333,22.864
157.588,22.893
157.842,22.916
158.096,22.934
158.350,22.911
158.604,22.838
158.859,22.828
159.113,22.872
159.367,22.870
159.621,22.893
159.875,22.952
160.130,22.987
160.384,22.958
160.638,22.896
160.892,22.859
161.146,22.857
161.401,22.886
161.655,22.888
161.909,22.883
162.163,22.875
162.417,22.880
162.672,22.886
162.926,22.861
163.180,22.858
163.434,22.915
163.688,22.952
163.943,22.941
164.197,22.914
164.451,22.928
164.705,22.925
164.959,22.905
165.214,22.928
165.468,22.947
165.722,22.937
165.976,22.936
166.230,22.959
166.485,22.915
166.739,22.822
166.993,22.805
167.247,22.871
167.501,22.903
167.756,22.884
168.010,22.901
168.264,22.927
168.518,22.920
168.772,22.883
169.027,22.878
169.281,22.894
169.535,22.896
169.789,22.883
170.043,22.882
170.298,22.867
170.552,22.839
170.806,22.827
171.060,22.866
171.314,22.923
171.569,22.915
171.823,22.902
172.077,22.956
172.331,22.963
172.585,22.891
172.840,22.844
173.094,22.798
173.348,22.798
173.602,22.870
173.856,22.952
174.111,22.933
174.365,22.858
174.619,22.826
174.873,22.845
175.127,22.845
175.382,22.835
175.636,22.845
175.890,22.883
176.144,22.896
176.398,22.835
176.653,22.786
176.907,22.798
177.161,22.838
177.415,22.859
177.669,22.867
177.923,22.928
178.178,22.955
178.432,22.894
178.686,22.815
178.940,22.745
179.194,22.740
179.449,22.785
179.703,22.838
179.957,22.871
180.211,22.875
180.465,22.816
180.720,22.790
180.974,22.787
181.228,22.798
181.482,22.829
181.736,22.832
181.991,22.840
182.245,22.868
182.499,22.839
182.753,22.815
183.007,22.782
183.262,22.747
183.516,22.732
183.770,22.780
184.024,22.822
184.278,22.809
184.533,22.773
184.787,22.716
185.041,22.704
185.295,22.712
185.549,22.699
185.804,22.716
186.058,22.743
186.312,22.741
186.566,22.689
186.820,22.624
187.075,22.622
187.329,22.631
187.583,22.676
187.837,22.709
188.091,22.735
188.346,22.731
188.600,22.658
188.854,22.586
189.108,22.582
189.362,22.598
189.617,22.616
189.871,22.700
190.125,22.726
190.379,22.648
190.633,22.587
190.888,22.563
191.142,22.537
191.396,22.546
191.650,22.562
191.904,22.604
192.159,22.645
192.413,22.640
192.667,22.562
192.921,22.539
193.175,22.542
193.430,22.575
193.684,22.611
193.938,22.600
194.192,22.612
194.446,22.578
194.701,22.508
194.955,22.475
195.209,22.457
195.463,22.433
195.717,22.487
195.972,22.505
196.226,22.468
196.480,22.447
196.734,22.470
196.988,22.474
197.243,22.437
197.497,22.456
197.751,22.497
198.005,22.533
198.259,22.519
198.514,22.461
198.768,22.371
199.022,22.338
199.276,22.371
199.530,22.406
199.785,22.411
200.039,22.405
200.293,22.381
200.547,22.349
200.801,22.292
201.056,22.244
201.310,22.261
201.564,22.287
201.818,22.329
202.072,22.357
202.327,22.346
202.581,22.296
202.835,22.230
203.089,22.214
203.343,22.226
203.598,22.234
203.852,22.284
204.106,22.330
204.360,22.327
204.614,22.277
204.869,22.203
205.123,22.167
205.377,22.176
205.631,22.200
205.885,22.220
206.140,22.247
206.394,22.244
206.648,22.184
206.902,22.134
207.156,22.120
207.411,22.108
207.665,22.097
207.919,22.104
208.173,22.167
208.427,22.205
208.682,22.153
208.936,22.079
209.190,22.006
209.444,22.002
209.698,22.076
209.953,22.147
210.207,22.100
210.461,22.011
210.715,21.998
210.969,22.001
211.224,21.988
211.478,22.015
211.732,22.044
211.986,22.046
212.240,22.060
212.495,22.047
212.749,21.972
213.003,21.879
213.257,21.845
213.511,21.871
213.766,21.942
214.020,22.019
214.274,22.003
214.528,21.898
214.782,21.832
215.037,21.815
215.291,21.767
215.545,21.792
215.799,21.945
216.053,22.049
216.308,22.078
216.562,22.058
216.816,22.014
217.070,21.942
217.324,21.871
217.579,21.946
217.833,22.043
218.087,22.041
218.341,22.051
218.595,22.054
218.850,22.020
219.104,21.968
219.358,21.937
219.612,21.971
219.866,22.052
220.121,22.141
220.375,22.157
220.629,22.135
220.883,22.139
221.137,22.114
221.392,22.052
221.646,22.033
221.900,22.134
222.154,22.256
222.408,22.311
222.663,22.279
222.917,22.234
223.171,22.195
223.425,22.164
223.679,22.183
223.934,22.226
224.188,22.306
224.442,22.357
224.696,22.339
224.950,22.288
225.205,22.216
225.459,22.150
225.713,22.148
225.967,22.227
226.221,22.377
226.476,22.467
226.730,22.439
226.984,22.358
227.238,22.259
227.492,22.207
227.747,22.210
228.001,22.269
228.255,22.407
228.509,22.521
228.763,22.525
229.018,22.485
229.272,22.451
229.526,22.444
229.780,22.427
230.034,22.395
230.289,22.402
230.543,22.467
230.797,22.537
231.051,22.499
231.305,22.412
231.560,22.376
231.814,22.399
232.068,22.450
232.322,22.515
232.576,22.559
232.831,22.590
233.085,22.581
233.339,22.534
233.593,22.475
233.847,22.458
234.102,22.510
234.356,22.546
234.610,22.558
234.864,22.560
235.118,22.579
235.373,22.568
235.627,22.505
235.881,22.480
236.135,22.514
236.389,22.553
236.644,22.600
236.898,22.576
237.152,22.579
237.406,22.596
237.660,22.608
237.915,22.596
238.169,22.540
238.423,22.537
238.677,22.621
238.931,22.689
239.186,22.694
239.440,22.679
239.694,22.608
239.948,22.555
240.202,22.592
240.457,22.662
240.711,22.707
240.965,22.720
241.219,22.721
241.473,22.656
241.728,22.599
241.982,22.594
242.236,22.593
242.490,22.615
242.744,22.695
242.999,22.769
243.253,22.797
243.507,22.772
243.761,22.723
244.015,22.652
244.270,22.629
244.524,22.684
244.778,22.710
245.032,22.746
245.286,22.770
245.541,22.790
245.795,22.796
246.049,22.766
246.303,22.681
246.557,22.667
246.812,22.746
247.066,22.790
247.320,22.844
247.574,22.834
247.828,22.773
248.082,22.726
248.337,22.718
248.591,22.724
248.845,22.772
249.099,22.819
249.353,22.836
249.608,22.840
249.862,22.805
250.116,22.757
250.370,22.741
250.624,22.753
250.879,22.792
251.133,22.844
251.387,22.842
251.641,22.800
251.895,22.812
252.150,22.791
252.404,22.758
252.658,22.803
252.912,22.849
253.166,22.867
253.421,22.886
253.675,22.897
253.929,22.861
254.183,22.788
254.437,22.743
254.692,22.762
254.946,22.816
255.200,22.844
255.454,22.868
255.708,22.875
255.963,22.850
256.217,22.833
256.471,22.784
256.725,22.789
256.979,22.866
257.234,22.907
257.488,22.905
257.742,22.907
257.996,22.890
258.250,22.836
258.505,22.820
258.759,22.887
259.013,22.891
259.267,22.817
259.521,22.799
259.776,22.883
260.030,22.950
260.284,22.929
260.538,22.887
260.792,22.847
261.047,22.840
261.301,22.852
261.555,22.893
261.809,22.930
262.063,22.897
262.318,22.834
262.572,22.795
262.826,22.783
263.080,22.809
263.334,22.864
263.589,22.901
263.843,22.934
264.097,22.953
264.351,22.931
264.605,22.874
264.860,22.851
265.114,22.880
265.368,22.902
265.622,22.916
265.876,22.904
266.131,22.905
266.385,22.873
266.639,22.850
266.893,22.843
267.147,22.780
267.402,22.742
267.656,22.839
267.910,22.875
268.164,22.867
268.418,22.854
268.673,22.830
268.927,22.800
269.181,22.806
269.435,22.827
269.689,22.844
269.944,22.852
270.198,22.842
270.452,22.873
270.706,22.899
270.960,22.855
271.215,22.809
271.469,22.818
271.723,22.858
271.977,22.906
272.231,22.934
272.486,22.891
272.740,22.807
272.994,22.776
273.248,22.792
273.502,22.816
273.757,22.837
274.011,22.850
274.265,22.839
274.519,22.805
274.773,22.808
275.028,22.807
275.282,22.768
275.536,22.815
275.790,22.870
276.044,22.863
276.299,22.797
276.553,22.727
276.807,22.732
277.061,22.743
277.315,22.703
277.570,22.732
277.824,22.794
278.078,22.822
278.332,22.837
278.586,22.874
278.841,22.836
279.095,22.749
279.349,22.700
279.603,22.721
279.857,22.790
280.112,22.844
280.366,22.837
280.620,22.778
280.874,22.754
281.128,22.771
281.383,22.765
281.637,22.756
281.891,22.775
282.145,22.793
282.399,22.775
282.654,22.707
282.908,22.703
283.162,22.705
283.416,22.659
283.670,22.667
283.925,22.733
284.179,22.781
284.433,22.746
284.687,22.754
284.941,22.760
285.196,22.716
285.450,22.686
285.704,22.689
285.958,22.698
286.212,22.703
286.467,22.719
286.721,22.710
286.975,22.700
287.229,22.678
287.483,22.642
287.738,22.584
287.992,22.593
288.246,22.624
288.500,22.669
288.754,22.681
289.009,22.659
289.263,22.636
289.517,22.647
289.771,22.656
290.025,22.626
290.280,22.602
290.534,22.638
290.788,22.663
291.042,22.622
291.296,22.588
291.551,22.553
291.805,22.542
292.059,22.547
292.313,22.564
292.567,22.607
292.822,22.609
293.076,22.575
293.330,22.571
293.584,22.566
293.838,22.544
294.093,22.548
294.347,22.543
294.601,22.547
294.855,22.556
295.109,22.545
295.364,22.533
295.618,22.494
295.872,22.493
296.126,22.512
296.380,22.521
296.635,22.515
296.889,22.468
297.143,22.444
297.397,22.484
297.651,22.521
297.906,22.506
298.160,22.447
298.414,22.443
298.668,22.488
298.922,22.524
299.177,22.509
299.431,22.451
299.685,22.404
299.939,22.397
300.193,22.395
300.448,22.381
300.702,22.379
300.956,22.381
301.210,22.390
301.464,22.398
301.719,22.370
301.973,22.331
302.227,22.383
302.481,22.398
302.735,22.354
302.990,22.351
303.244,22.370
303.498,22.348
303.752,22.302
304.006,22.286
304.261,22.309
304.515,22.294
304.769,22.256
305.023,22.251
305.277,22.291
305.532,22.313
305.786,22.286
306.040,22.240
306.294,22.234
306.548,22.236
306.803,22.235
307.057,22.253
307.311,22.271
307.565,22.246
307.819,22.231
308.074,22.221
308.328,22.203
308.582,22.199
308.836,22.210
309.090,22.197
309.345,22.174
309.599,22.172
309.853,22.166
310.107,22.140
310.361,22.091
310.616,22.102
310.870,22.139
311.124,22.102
311.378,22.042
311.632,22.069
311.887,22.132
312.141,22.128
312.395,22.120
312.649,22.064
312.903,22.048
313.158,22.063
313.412,22.067
313.666,22.037
313.920,22.031
314.174,22.026
314.429,21.992
314.683,21.988
314.937,22.002
315.191,22.023
315.445,22.030
315.700,22.008
315.954,21.987
316.208,21.967
316.462,21.979
316.716,21.991
316.971,21.966
317.225,21.963
317.479,21.980
317.733,21.990
317.987,21.961
318.241,21.884
318.496,21.836
318.750,21.852
319.004,21.873
319.258,21.887
319.512,21.865
319.767,21.818
320.021,21.835
320.275,21.833
320.529,21.794
320.783,21.773
321.038,21.780
321.292,21.797
321.546,21.865
321.800,21.942
322.054,21.967
322.309,21.933
322.563,21.882
322.817,21.852
323.071,21.840
323.325,21.845
323.580,21.886
323.834,21.989
324.088,22.020
324.342,21.961
324.596,21.950
324.851,21.953
325.105,21.928
325.359,21.890
325.613,21.904
325.867,21.951
326.122,22.021
326.376,22.021
326.630,21.991
326.884,21.958
327.138,21.953
327.393,21.977
327.647,22.002
327.901,22.021
328.155,22.076
328.409,22.150
328.664,22.198
328.918,22.171
329.172,22.090
329.426,22.028
329.680,22.009
329.935,22.061
330.189,22.158
330.443,22.179
330.697,22.134
330.951,22.120
331.206,22.129
331.460,22.079
331.714,22.055
331.968,22.085
332.222,22.136
332.477,22.229
332.731,22.251
332.985,22.195
333.239,22.146
333.493,22.161
333.748,22.162
334.002,22.147
334.256,22.171
334.510,22.205
334.764,22.234
335.019,22.253
335.273,22.201
335.527,22.164
335.781,22.202
336.035,22.265
336.290,22.267
336.544,22.286
336.798,22.331
337.052,22.341
337.306,22.275
337.561,22.263
337.815,22.238
338.069,22.218
338.323,22.268
338.577,22.316
338.832,22.370
339.086,22.383
339.340,22.333
339.594,22.321
339.848,22.320
340.103,22.289
340.357,22.269
340.611,22.320
340.865,22.397
341.119,22.435
341.374,22.447
341.628,22.447
341.882,22.390
342.136,22.362
342.390,22.390
342.645,22.420
342.899,22.411
343.153,22.424
343.407,22.470
343.661,22.440
343.916,22.428
344.170,22.433
344.424,22.389
344.678,22.375
344.932,22.442
345.187,22.457
345.441,22.450
345.695,22.450
345.949,22.457
346.203,22.437
346.458,22.432
346.712,22.472
346.966,22.514
347.220,22.515
347.474,22.537
347.729,22.545
347.983,22.523
348.237,22.539
348.491,22.540
348.745,22.504
349.000,22.485
349.254,22.492
349.508,22.530
349.762,22.573
350.016,22.558
350.271,22.545
350.525,22.563
350.779,22.525
351.033,22.513
351.287,22.539
351.542,22.561
351.796,22.599
352.050,22.666
352.304,22.644
352.558,22.578
352.813,22.521
353.067,22.538
353.321,22.559
353.575,22.543
353.829,22.581
354.084,22.646
354.338,22.659
354.592,22.605
354.846,22.553
355.100,22.596
355.355,22.616
355.609,22.596
355.863,22.622
356.117,22.657
356.371,22.691
356.626,22.685
356.880,22.643
357.134,22.588
357.388,22.571
357.642,22.631
357.897,22.668
358.151,22.695
358.405,22.721
358.659,22.691
358.913,22.657
359.168,22.635
359.422,22.624
359.676,22.632
359.930,22.621
360.184,22.642
360.439,22.645
360.693,22.645
360.947,22.640
361.201,22.627
361.455,22.682
361.710,22.697
361.964,22.655
362.218,22.666
362.472,22.694
362.726,22.691
362.981,22.645
363.235,22.606
363.489,22.640
363.743,22.659
363.997,22.657
364.252,22.707
364.506,22.721
364.760,22.692
365.014,22.700
365.268,22.739
365.523,22.679
365.777,22.607
366.031,22.599
366.285,22.633
366.539,22.675
366.794,22.754
367.048,22.819
367.302,22.794
367.556,22.716
367.810,22.676
368.065,22.626
368.319,22.636
368.573,22.714
368.827,22.797
369.081,22.793
369.336,22.763
369.590,22.724
369.844,22.694
370.098,22.653
370.352,22.617
370.607,22.629
370.861,22.705
371.115,22.770
371.369,22.752
371.623,22.747
371.878,22.752
372.132,22.686
372.386,22.660
372.640,22.721
372.894,22.752
373.149,22.742
373.403,22.751
373.657,22.729
373.911,22.719
374.165,22.701
374.420,22.639
374.674,22.651
374.928,22.699
375.182,22.742
375.436,22.775
375.691,22.765
375.945,22.761
376.199,22.762
376.453,22.767
376.707,22.753
376.962,22.736
377.216,22.762
377.470,22.813
377.724,22.825
377.978,22.802
378.233,22.751
378.487,22.704
378.741,22.709
378.995,22.725
379.249,22.729
379.504,22.738
379.758,22.736
380.012,22.727
380.266,22.726
380.520,22.676
380.775,22.593
381.029,22.608
381.283,22.691
381.537,22.700
381.791,22.678
382.046,22.711
382.300,22.765
382.554,22.761
382.808,22.699
383.062,22.626
383.317,22.660
383.571,22.748
383.825,22.774
384.079,22.778
384.333,22.790
384.588,22.774
384.842,22.698
385.096,22.652
385.350,22.645
385.604,22.645
385.859,22.671
386.113,22.713
386.367,22.770
386.621,22.786
386.875,22.728
387.130,22.657
387.384,22.658
387.638,22.703
387.892,22.712
388.146,22.720
388.401,22.716
388.655,22.679
388.909,22.646
389.163,22.629
389.417,22.605
389.671,22.610
389.926,22.645
390.180,22.720
390.434,22.782
390.688,22.716
390.942,22.630
391.197,22.655
391.451,22.655
391.705,22.611
391.959,22.600
392.213,22.633
392.468,22.662
392.722,22.681
392.976,22.682
393.230,22.631
393.484,22.563
393.739,22.572
393.993,22.588
394.247,22.583
394.501,22.608
394.755,22.629
395.010,22.652
395.264,22.663
395.518,22.594
395.772,22.507
396.026,22.491
396.281,22.524
396.535,22.560
396.789,22.602
397.043,22.604
397.297,22.587
397.552,22.588
397.806,22.545
398.060,22.498
398.314,22.537
398.568,22.588
398.823,22.594
399.077,22.580
399.331,22.579
399.585,22.568
399.839,22.492
400.094,22.418
400.348,22.431
400.602,22.463
400.856,22.515
401.110,22.561
401.365,22.539
401.619,22.488
401.873,22.460
402.127,22.476
402.381,22.455
402.636,22.399
402.890,22.430
403.144,22.526
403.398,22.547
403.652,22.515
403.907,22.483
404.161,22.426
404.415,22.396
404.669,22.384
404.923,22.400
405.178,22.435
405.432,22.477
405.686,22.434
405.940,22.383
406.194,22.375
406.449,22.343
406.703,22.348
406.957,22.367
407.211,22.373
407.465,22.423
407.720,22.475
407.974,22.483
408.228,22.402
408.482,22.336
408.736,22.315
408.991,22.287
409.245,22.285
409.499,22.309
409.753,22.339
410.007,22.373
410.262,22.359
410.516,22.271
410.770,22.220
411.024,22.226
411.278,22.288
411.533,22.356
411.787,22.352
412.041,22.314
412.295,22.273
412.549,22.251
412.804,22.212
413.058,22.190
413.312,22.196
413.566,22.255
413.820,22.308
414.075,22.275
414.329,22.196
414.583,22.158
414.837,22.142
415.091,22.100
415.346,22.064
415.600,22.102
415.854,22.180
416.108,22.188
416.362,22.150
416.617,22.148
416.871,22.157
417.125,22.101
417.379,22.066
417.633,22.108
417.888,22.133
418.142,22.078
418.396,22.077
418.650,22.085
418.904,22.024
419.159,21.946
419.413,21.943
419.667,21.963
419.921,21.975
420.175,22.016
420.430,22.051
420.684,22.042
420.938,22.009
421.192,21.933
421.446,21.849
421.701,21.839
421.955,21.880
422.209,21.915
422.463,21.892
422.717,21.870
422.972,21.935
423.226,21.925
423.480,21.829
423.734,21.741
423.988,21.701
424.243,21.716
424.497,21.783
424.751,21.860
425.005,21.879
425.259,21.792
425.514,21.734
425.768,21.725
426.022,21.716
426.276,21.737
426.530,21.755
426.785,21.784
427.039,21.810
427.293,21.768
427.547,21.649
427.801,21.575
428.056,21.549
428.310,21.544
428.564,21.583
428.818,21.686
429.072,21.776
429.327,21.785
429.581,21.705
429.835,21.589
430.089,21.515
430.343,21.538
430.598,21.619
430.852,21.692
431.106,21.763
431.360,21.820
431.614,21.776
431.869,21.690
432.123,21.650
432.377,21.654
432.631,21.648
432.885,21.721
433.140,21.825
433.394,21.896
433.648,21.907
433.902,21.838
434.156,21.769
434.411,21.747
434.665,21.761
434.919,21.793
435.173,21.848
435.427,21.899
435.682,21.925
435.936,21.932
436.190,21.875
436.444,21.844
436.698,21.841
436.953,21.849
437.207,21.904
437.461,22.027
437.715,22.084
437.969,22.058
438.224,21.995
438.478,21.937
438.732,21.885
438.986,21.851
439.240,21.858
439.495,21.932
439.749,22.020
440.003,22.072
440.257,22.114
440.511,22.082
440.766,21.984
441.020,21.929
441.274,21.925
441.528,21.965
441.782,22.039
442.037,22.124
442.291,22.159
442.545,22.156
442.799,22.161
443.053,22.134
443.308,22.063
443.562,22.043
443.816,22.094
