Depth (m),Temperature (°C)
3048.088,38.485
3048.342,38.534
3048.596,38.565
3048.850,38.540
3049.104,38.601
3049.359,38.625
3049.613,38.638
3049.867,38.657
3050.121,38.712
3050.375,38.689
3050.630,38.720
3050.884,38.816
3051.138,38.716
3051.392,38.583
3051.646,38.535
3051.901,38.560
3052.155,38.597
3052.409,38.595
3052.663,38.626
3052.917,38.497
3053.172,38.549
3053.426,38.782
3053.680,38.715
3053.934,38.617
3054.188,38.649
3054.443,38.772
3054.697,38.819
3054.951,38.809
3055.205,38.813
3055.459,38.820
3055.714,38.817
3055.968,38.833
3056.222,38.836
3056.476,38.825
3056.730,38.817
3056.984,38.822
3057.239,38.897
3057.493,38.874
3057.747,38.718
3058.001,38.721
3058.255,38.872
3058.510,38.928
3058.764,38.906
3059.018,38.976
3059.272,39.048
3059.526,38.914
3059.781,38.848
3060.035,38.847
3060.289,38.917
3060.543,38.827
3060.797,38.792
3061.052,38.834
3061.306,38.866
3061.560,38.878
3061.814,38.929
3062.068,39.058
3062.323,39.106
3062.577,38.895
3062.831,38.753
3063.085,38.793
3063.339,38.948
3063.594,39.030
3063.848,38.927
3064.102,38.831
3064.356,38.817
3064.610,38.873
3064.865,38.924
3065.119,38.915
3065.373,39.005
3065.627,38.986
3065.881,38.959
3066.136,38.961
3066.390,38.973
3066.644,38.986
3066.898,38.945
3067.152,38.933
3067.407,38.980
3067.661,39.051
3067.915,39.134
3068.169,39.180
3068.423,39.211
3068.678,39.138
3068.932,39.038
3069.186,39.071
3069.440,39.176
3069.694,39.205
3069.949,39.193
3070.203,39.151
3070.457,39.145
3070.711,39.129
3070.965,39.116
3071.220,39.112
3071.474,39.236
3071.728,39.268
3071.982,39.207
3072.236,39.170
3072.491,39.194
3072.745,39.230
3072.999,39.152
3073.253,39.091
3073.507,39.199
3073.762,39.249
3074.016,39.135
3074.270,39.095
3074.524,39.228
3074.778,39.220
3075.033,39.215
3075.287,39.237
3075.541,39.293
3075.795,39.142
3076.049,39.128
3076.304,39.212
3076.558,39.237
3076.812,39.406
3077.066,39.465
3077.320,39.387
3077.575,39.428
3077.829,39.590
3078.083,39.626
3078.337,39.515
3078.591,39.398
3078.846,39.196
3079.100,39.144
3079.354,39.222
3079.608,39.319
3079.862,39.384
3080.117,39.345
3080.371,39.347
3080.625,39.469
3080.879,39.526
3081.133,39.532
3081.388,39.454
3081.642,39.324
3081.896,39.318
3082.150,39.345
3082.404,39.290
3082.659,39.395
3082.913,39.512
3083.167,39.381
3083.421,39.273
3083.675,39.380
3083.930,39.461
3084.184,39.420
3084.438,39.382
3084.692,39.440
3084.946,39.453
3085.201,39.390
3085.455,39.467
3085.709,39.409
3085.963,39.364
3086.217,39.423
3086.472,39.476
3086.726,39.588
3086.980,39.593
3087.234,39.503
3087.488,39.510
3087.743,39.639
3087.997,39.566
3088.251,39.606
3088.505,39.695
3088.759,39.743
3089.014,39.661
3089.268,39.596
3089.522,39.522
3089.776,39.461
3090.030,39.481
3090.285,39.516
3090.539,39.501
3090.793,39.554
3091.047,39.584
3091.301,39.630
3091.556,39.640
3091.810,39.554
3092.064,39.517
3092.318,39.521
3092.572,39.506
3092.827,39.676
3093.081,39.860
3093.335,39.864
3093.589,39.799
3093.843,39.705
3094.098,39.737
3094.352,39.878
3094.606,39.759
3094.860,39.649
3095.114,39.739
3095.369,39.719
3095.623,39.655
3095.877,39.717
3096.131,39.676
3096.385,39.658
3096.640,39.722
3096.894,39.859
3097.148,39.911
3097.402,39.886
3097.656,39.775
3097.911,39.822
3098.165,39.877
3098.419,39.853
3098.673,39.821
3098.927,39.783
3099.182,39.631
3099.436,39.561
3099.690,39.621
3099.944,39.812
3100.198,39.883
3100.453,39.839
3100.707,39.867
3100.961,39.916
3101.215,39.856
3101.469,39.792
3101.724,39.819
3101.978,39.740
3102.232,39.707
3102.486,39.720
3102.740,39.785
3102.995,39.867
3103.249,39.811
3103.503,39.754
3103.757,39.741
3104.011,39.721
3104.266,39.840
3104.520,39.957
3104.774,39.821
3105.028,39.819
3105.282,39.914
3105.537,39.913
3105.791,39.848
3106.045,39.869
3106.299,39.864
3106.553,39.823
3106.808,39.888
3107.062,39.921
3107.316,39.977
3107.570,40.032
3107.824,39.980
3108.079,39.862
3108.333,39.882
3108.587,40.019
3108.841,40.005
3109.095,40.069
3109.350,40.039
3109.604,39.976
3109.858,39.872
3110.112,39.873
3110.366,39.915
3110.621,40.044
3110.875,40.161
3111.129,40.167
3111.383,40.077
3111.637,40.064
3111.892,40.048
3112.146,39.988
3112.400,39.903
3112.654,39.857
3112.908,39.938
3113.163,40.012
3113.417,40.074
3113.671,40.073
3113.925,40.052
3114.179,40.067
3114.434,40.051
3114.688,40.065
3114.942,40.048
3115.196,40.195
3115.450,40.361
3115.705,40.273
3115.959,40.062
3116.213,39.971
3116.467,40.020
3116.721,40.097
3116.976,40.190
3117.230,40.192
3117.484,40.090
3117.738,40.142
3117.992,40.219
3118.247,40.306
3118.501,40.281
3118.755,40.225
3119.009,40.271
3119.263,40.230
3119.518,40.090
3119.772,40.111
3120.026,40.279
3120.280,40.389
3120.534,40.365
3120.789,40.321
3121.043,40.162
3121.297,40.073
3121.551,40.140
3121.805,40.264
3122.060,40.407
3122.314,40.426
3122.568,40.354
3122.822,40.281
3123.076,40.200
3123.331,40.251
3123.585,40.326
3123.839,40.302
3124.093,40.327
3124.347,40.327
3124.602,40.261
3124.856,40.286
3125.110,40.341
3125.364,40.480
3125.618,40.509
3125.873,40.407
3126.127,40.431
3126.381,40.434
3126.635,40.431
3126.889,40.515
3127.143,40.540
3127.398,40.521
3127.652,40.600
3127.906,40.781
3128.160,40.685
3128.414,40.421
3128.669,40.402
3128.923,40.453
3129.177,40.579
3129.431,40.790
3129.685,40.897
3129.940,40.712
3130.194,40.492
3130.448,40.438
3130.702,40.451
3130.956,40.530
3131.211,40.665
3131.465,40.707
3131.719,40.596
3131.973,40.613
3132.227,40.651
3132.482,40.564
3132.736,40.451
3132.990,40.415
3133.244,40.521
3133.498,40.719
3133.753,40.731
3134.007,40.652
3134.261,40.705
3134.515,40.710
3134.769,40.668
3135.024,40.617
3135.278,40.726
3135.532,40.842
3135.786,40.815
3136.040,40.743
3136.295,40.739
3136.549,40.708
3136.803,40.635
3137.057,40.762
3137.311,40.897
3137.566,40.885
3137.820,40.788
3138.074,40.759
3138.328,40.687
3138.582,40.710
3138.837,40.781
3139.091,40.841
3139.345,40.926
3139.599,40.897
3139.853,40.869
3140.108,40.819
3140.362,40.759
3140.616,40.773
3140.870,40.807
3141.124,40.858
3141.379,40.903
3141.633,40.896
3141.887,40.928
3142.141,40.920
3142.395,40.918
3142.650,40.941
3142.904,40.976
3143.158,40.886
3143.412,40.874
3143.666,41.062
3143.921,41.133
3144.175,40.999
3144.429,40.880
3144.683,40.948
3144.937,41.091
3145.192,41.219
3145.446,41.179
3145.700,41.105
3145.954,41.029
3146.208,41.012
3146.463,40.987
3146.717,41.051
3146.971,40.947
3147.225,40.808
3147.479,40.897
3147.734,40.894
3147.988,40.858
3148.242,40.946
3148.496,40.976
3148.750,41.000
3149.005,41.039
3149.259,40.942
3149.513,40.970
3149.767,41.012
3150.021,40.974
3150.276,40.883
3150.530,41.028
3150.784,41.211
3151.038,41.206
3151.292,41.176
3151.547,41.145
3151.801,41.117
3152.055,41.067
3152.309,41.039
3152.563,41.111
3152.818,41.177
3153.072,41.187
3153.326,41.071
3153.580,41.058
3153.834,41.171
3154.089,41.101
3154.343,41.075
3154.597,41.127
3154.851,41.160
3155.105,41.182
3155.360,41.212
3155.614,41.142
3155.868,41.159
3156.122,41.173
3156.376,41.162
3156.631,41.192
3156.885,41.336
3157.139,41.401
3157.393,41.245
3157.647,41.062
3157.902,41.176
3158.156,41.281
3158.410,41.197
3158.664,41.222
3158.918,41.394
3159.173,41.440
3159.427,41.303
3159.681,41.394
3159.935,41.511
3160.189,41.311
3160.444,41.220
3160.698,41.260
3160.952,41.371
3161.206,41.410
3161.460,41.340
3161.715,41.347
3161.969,41.358
3162.223,41.402
3162.477,41.457
3162.731,41.376
3162.986,41.312
3163.240,41.377
3163.494,41.436
3163.748,41.422
3164.002,41.379
3164.257,41.343
3164.511,41.221
3164.765,41.157
3165.019,41.333
3165.273,41.510
3165.528,41.484
3165.782,41.485
3166.036,41.526
3166.290,41.485
3166.544,41.472
3166.799,41.503
3167.053,41.652
3167.307,41.660
3167.561,41.616
3167.815,41.583
3168.070,41.534
3168.324,41.596
3168.578,41.576
3168.832,41.529
3169.086,41.514
3169.341,41.535
3169.595,41.596
3169.849,41.619
3170.103,41.562
3170.357,41.633
3170.612,41.630
3170.866,41.544
3171.120,41.592
3171.374,41.639
3171.628,41.580
3171.883,41.499
3172.137,41.439
3172.391,41.465
3172.645,41.534
3172.899,41.572
3173.154,41.612
3173.408,41.683
3173.662,41.803
3173.916,41.897
3174.170,41.774
3174.425,41.535
3174.679,41.680
3174.933,41.832
3175.187,41.813
3175.441,41.830
3175.696,41.826
3175.950,41.695
3176.204,41.611
3176.458,41.682
3176.712,41.744
3176.967,41.759
3177.221,41.788
3177.475,41.750
3177.729,41.718
3177.983,41.729
3178.238,41.712
3178.492,41.779
3178.746,41.761
3179.000,41.723
3179.254,41.891
3179.509,41.987
3179.763,41.924
3180.017,41.745
3180.271,41.828
3180.525,41.955
3180.780,41.850
3181.034,41.761
3181.288,41.793
3181.542,41.889
3181.796,42.034
3182.051,41.946
3182.305,41.890
3182.559,41.993
3182.813,41.948
3183.067,41.833
3183.322,41.857
3183.576,41.817
3183.830,41.814
3184.084,41.849
3184.338,41.882
3184.593,41.974
3184.847,41.872
3185.101,41.824
3185.355,41.919
3185.609,41.967
3185.864,41.952
3186.118,42.001
3186.372,42.076
3186.626,42.032
3186.880,42.033
3187.135,42.061
3187.389,41.928
3187.643,41.900
3187.897,42.076
3188.151,42.097
3188.406,42.043
3188.660,42.082
3188.914,42.181
3189.168,42.102
3189.422,42.012
3189.677,42.024
3189.931,42.209
3190.185,42.380
3190.439,42.234
3190.693,42.117
3190.948,42.185
3191.202,42.262
3191.456,42.189
3191.710,42.225
3191.964,42.322
3192.219,42.229
3192.473,42.251
3192.727,42.207
3192.981,42.028
3193.235,42.027
3193.490,42.169
3193.744,42.298
3193.998,42.337
3194.252,42.332
3194.506,42.445
3194.761,42.438
3195.015,42.278
3195.269,42.183
3195.523,42.273
3195.777,42.307
3196.032,42.235
3196.286,42.267
3196.540,42.243
3196.794,42.377
3197.048,42.466
3197.302,42.386
3197.557,42.386
3197.811,42.382
3198.065,42.392
3198.319,42.480
3198.573,42.480
3198.828,42.496
3199.082,42.526
3199.336,42.317
3199.590,42.260
3199.844,42.539
3200.099,42.665
3200.353,42.384
3200.607,42.343
3200.861,42.508
3201.115,42.420
3201.370,42.408
3201.624,42.533
3201.878,42.567
3202.132,42.530
3202.386,42.508
3202.641,42.450
3202.895,42.448
3203.149,42.479
3203.403,42.481
3203.657,42.456
3203.912,42.468
3204.166,42.644
3204.420,42.736
3204.674,42.754
3204.928,42.670
3205.183,42.659
3205.437,42.683
3205.691,42.633
3205.945,42.550
3206.199,42.600
3206.454,42.635
3206.708,42.632
3206.962,42.504
3207.216,42.475
3207.470,42.544
3207.725,42.513
3207.979,42.515
3208.233,42.643
3208.487,42.695
3208.741,42.646
3208.996,42.562
3209.250,42.570
3209.504,42.665
3209.758,42.681
3210.012,42.740
3210.267,42.836
3210.521,42.726
3210.775,42.631
3211.029,42.694
3211.283,42.778
3211.538,42.803
3211.792,42.807
3212.046,42.746
3212.300,42.685
3212.554,42.614
3212.809,42.604
3213.063,42.607
3213.317,42.719
3213.571,42.855
3213.825,42.949
3214.080,42.931
3214.334,42.823
3214.588,42.733
3214.842,42.782
3215.096,42.882
3215.351,42.942
3215.605,42.982
3215.859,42.963
3216.113,42.879
3216.367,42.781
3216.622,42.886
3216.876,42.911
3217.130,42.834
3217.384,42.795
3217.638,42.700
3217.893,42.781
3218.147,42.972
3218.401,42.893
3218.655,42.682
3218.909,42.777
3219.164,42.955
3219.418,42.943
3219.672,42.885
3219.926,42.909
3220.180,42.987
3220.435,42.970
3220.689,42.908
3220.943,42.824
3221.197,42.761
3221.451,42.898
3221.706,43.005
3221.960,43.038
3222.214,43.049
3222.468,43.036
3222.722,42.981
3222.977,42.846
3223.231,42.763
3223.485,42.791
3223.739,42.894
3223.993,42.941
3224.248,43.033
3224.502,43.085
3224.756,43.074
3225.010,43.114
3225.264,43.164
3225.519,43.054
3225.773,43.006
3226.027,43.101
3226.281,43.171
3226.535,43.101
3226.790,43.115
3227.044,43.135
3227.298,43.165
3227.552,43.024
3227.806,43.020
3228.061,43.162
3228.315,43.300
3228.569,43.288
3228.823,43.228
3229.077,43.183
3229.332,43.152
3229.586,43.164
3229.840,43.086
3230.094,43.012
3230.348,43.121
3230.603,43.261
3230.857,43.297
3231.111,43.227
3231.365,43.115
3231.619,43.161
3231.874,43.293
3232.128,43.419
3232.382,43.394
3232.636,43.291
3232.890,43.147
3233.145,43.170
3233.399,43.258
3233.653,43.341
3233.907,43.426
3234.161,43.414
3234.416,43.299
3234.670,43.180
3234.924,43.188
3235.178,43.375
3235.432,43.393
3235.687,43.318
3235.941,43.276
3236.195,43.375
3236.449,43.454
3236.703,43.440
3236.958,43.312
3237.212,43.356
3237.466,43.420
3237.720,43.322
3237.974,43.199
3238.229,43.223
3238.483,43.381
3238.737,43.459
3238.991,43.388
3239.245,43.402
3239.500,43.397
3239.754,43.259
3240.008,43.310
3240.262,43.499
3240.516,43.518
3240.771,43.479
3241.025,43.489
3241.279,43.510
3241.533,43.459
3241.787,43.498
3242.042,43.613
3242.296,43.592
3242.550,43.395
3242.804,43.226
3243.058,43.353
3243.313,43.558
3243.567,43.611
3243.821,43.648
3244.075,43.537
3244.329,43.532
3244.584,43.530
3244.838,43.513
3245.092,43.480
3245.346,43.532
3245.600,43.634
3245.855,43.574
3246.109,43.490
3246.363,43.560
3246.617,43.607
3246.871,43.579
3247.126,43.423
3247.380,43.396
3247.634,43.440
3247.888,43.634
3248.142,43.765
3248.397,43.832
3248.651,43.807
3248.905,43.729
3249.159,43.526
3249.413,43.462
3249.668,43.637
3249.922,43.711
3250.176,43.710
3250.430,43.685
3250.684,43.623
3250.939,43.709
3251.193,43.785
3251.447,43.757
3251.701,43.701
3251.955,43.707
3252.210,43.838
3252.464,44.000
3252.718,43.892
3252.972,43.867
3253.226,43.715
3253.481,43.642
3253.735,43.764
3253.989,43.850
3254.243,43.758
3254.497,43.640
3254.752,43.704
3255.006,43.810
3255.260,43.829
3255.514,43.769
3255.768,43.844
3256.023,43.970
3256.277,43.966
3256.531,43.884
3256.785,43.903
3257.039,43.975
3257.294,43.981
3257.548,43.868
3257.802,43.852
3258.056,43.958
3258.310,43.931
3258.565,43.932
3258.819,44.065
3259.073,44.226
3259.327,44.088
3259.581,43.901
3259.836,43.945
3260.090,44.046
3260.344,43.974
3260.598,43.930
3260.852,43.770
3261.107,43.813
3261.361,43.978
3261.615,44.073
3261.869,44.127
3262.123,44.190
3262.378,44.204
3262.632,44.248
3262.886,44.093
3263.140,43.990
3263.394,43.988
3263.649,44.082
3263.903,44.050
3264.157,43.973
3264.411,44.036
3264.665,44.076
3264.920,44.130
3265.174,44.106
3265.428,44.079
3265.682,44.095
3265.936,44.090
3266.191,44.135
3266.445,44.011
3266.699,43.963
3266.953,44.039
3267.207,44.087
3267.461,44.011
3267.716,43.994
3267.970,44.001
3268.224,43.984
3268.478,44.042
3268.732,44.149
3268.987,43.968
3269.241,43.888
3269.495,44.046
3269.749,44.169
3270.003,44.170
3270.258,44.224
3270.512,44.209
3270.766,44.059
3271.020,44.087
3271.274,44.121
3271.529,44.135
3271.783,44.208
3272.037,44.248
3272.291,44.164
3272.545,44.077
3272.800,44.152
3273.054,44.148
3273.308,43.980
3273.562,43.963
3273.816,44.152
3274.071,44.305
3274.325,44.267
3274.579,44.145
3274.833,44.084
3275.087,44.238
3275.342,44.318
3275.596,44.237
3275.850,44.141
3276.104,44.134
3276.358,44.204
3276.613,44.263
3276.867,44.237
3277.121,44.197
3277.375,44.253
3277.629,44.109
3277.884,44.024
3278.138,44.182
3278.392,44.280
3278.646,44.205
3278.900,44.173
3279.155,44.326
3279.409,44.369
3279.663,44.293
3279.917,44.360
3280.171,44.299
3280.426,44.223
3280.680,44.166
3280.934,44.080
3281.188,44.107
3281.442,44.222
3281.697,44.154
3281.951,44.067
3282.205,44.089
3282.459,44.220
3282.713,44.166
3282.968,44.056
3283.222,44.100
3283.476,44.053
3283.730,43.984
3283.984,44.033
3284.239,44.208
3284.493,44.300
3284.747,44.229
3285.001,44.051
3285.255,44.048
3285.510,44.139
3285.764,44.187
3286.018,44.168
3286.272,44.084
3286.526,44.033
3286.781,44.053
3287.035,44.041
3287.289,43.997
3287.543,43.993
3287.797,44.097
3288.052,44.130
3288.306,44.025
3288.560,44.032
3288.814,44.062
3289.068,44.027
3289.323,43.884
3289.577,43.834
3289.831,43.943
3290.085,44.083
3290.339,44.140
3290.594,44.091
3290.848,44.025
3291.102,43.985
3291.356,43.961
3291.610,43.930
3291.865,44.075
3292.119,44.187
3292.373,44.160
3292.627,44.162
3292.881,44.103
3293.136,44.072
3293.390,44.177
3293.644,44.264
3293.898,44.179
3294.152,44.122
3294.407,44.018
3294.661,44.066
3294.915,44.219
3295.169,44.214
3295.423,44.130
3295.678,44.046
3295.932,44.058
3296.186,44.113
3296.440,44.099
3296.694,44.113
3296.949,44.401
3297.203,44.557
3297.457,44.423
3297.711,44.281
3297.965,44.300
3298.220,44.264
3298.474,44.223
3298.728,44.248
3298.982,44.394
3299.236,44.525
3299.491,44.468
3299.745,44.405
3299.999,44.370
3300.253,44.251
3300.507,44.092
3300.762,44.063
3301.016,44.141
3301.270,44.265
3301.524,44.214
3301.778,44.160
3302.033,44.263
3302.287,44.350
3302.541,44.297
3302.795,44.340
3303.049,44.474
3303.304,44.467
3303.558,44.427
3303.812,44.361
3304.066,44.262
3304.320,44.238
3304.575,44.411
3304.829,44.613
3305.083,44.709
3305.337,44.684
3305.591,44.589
3305.846,44.522
3306.100,44.465
3306.354,44.656
3306.608,44.767
3306.862,44.568
3307.117,44.481
3307.371,44.658
3307.625,44.651
3307.879,44.511
3308.133,44.428
3308.388,44.495
3308.642,44.599
3308.896,44.599
3309.150,44.512
3309.404,44.378
3309.659,44.439
3309.913,44.625
3310.167,44.723
3310.421,44.750
3310.675,44.549
3310.930,44.532
3311.184,44.617
3311.438,44.570
3311.692,44.494
3311.946,44.705
3312.201,44.758
3312.455,44.639
3312.709,44.688
3312.963,44.736
3313.217,44.646
3313.472,44.468
3313.726,44.405
3313.980,44.582
3314.234,44.722
3314.488,44.681
3314.743,44.725
3314.997,44.665
3315.251,44.575
3315.505,44.599
3315.759,44.591
3316.014,44.480
3316.268,44.565
3316.522,44.637
3316.776,44.613
3317.030,44.652
3317.285,44.784
3317.539,44.835
3317.793,44.623
3318.047,44.586
3318.301,44.644
3318.556,44.710
3318.810,44.650
3319.064,44.608
3319.318,44.718
3319.572,44.718
3319.827,44.483
3320.081,44.535
3320.335,44.748
3320.589,44.755
3320.843,44.685
3321.098,44.684
3321.352,44.727
3321.606,44.692
3321.860,44.607
3322.114,44.601
3322.369,44.660
3322.623,44.638
3322.877,44.606
3323.131,44.660
3323.385,44.579
3323.640,44.526
3323.894,44.622
3324.148,44.684
3324.402,44.750
3324.656,44.856
3324.911,44.773
3325.165,44.714
3325.419,44.780
3325.673,44.785
3325.927,44.575
3326.182,44.467
3326.436,44.557
3326.690,44.571
3326.944,44.612
3327.198,44.599
3327.453,44.617
3327.707,44.697
3327.961,44.719
3328.215,44.622
3328.469,44.532
3328.724,44.477
3328.978,44.634
3329.232,44.756
3329.486,44.717
3329.740,44.707
3329.995,44.686
3330.249,44.629
3330.503,44.547
3330.757,44.542
3331.011,44.683
3331.266,44.756
3331.520,44.670
3331.774,44.591
3332.028,44.588
3332.282,44.546
3332.537,44.568
3332.791,44.699
3333.045,44.785
3333.299,44.686
3333.553,44.569
3333.808,44.554
3334.062,44.560
3334.316,44.626
3334.570,44.660
3334.824,44.708
3335.079,44.690
3335.333,44.698
3335.587,44.689
3335.841,44.673
3336.095,44.662
3336.350,44.734
3336.604,44.840
3336.858,44.914
3337.112,44.995
3337.366,44.990
3337.620,45.085
3337.875,45.224
3338.129,45.318
3338.383,45.294
3338.637,45.213
3338.891,45.187
3339.146,45.257
3339.400,45.466
3339.654,45.644
3339.908,45.600
3340.162,45.537
3340.417,45.424
3340.671,45.463
3340.925,45.483
3341.179,45.473
3341.433,45.436
3341.688,45.354
3341.942,45.444
3342.196,45.498
3342.450,45.520
3342.704,45.510
3342.959,45.553
3343.213,45.693
3343.467,45.617
3343.721,45.543
3343.975,45.688
3344.230,45.743
3344.484,45.753
3344.738,45.702
3344.992,45.698
3345.246,45.719
3345.501,45.764
3345.755,45.701
3346.009,45.640
3346.263,45.655
3346.517,45.708
3346.772,45.769
3347.026,45.813
3347.280,45.835
3347.534,45.757
3347.788,45.799
3348.043,45.827
3348.297,45.867
3348.551,45.896
3348.805,45.793
3349.059,45.727
3349.314,45.753
3349.568,45.755
3349.822,45.726
3350.076,45.839
3350.330,45.940
3350.585,45.903
3350.839,45.820
3351.093,45.698
3351.347,45.740
3351.601,45.837
3351.856,45.853
3352.110,45.851
3352.364,45.872
3352.618,45.941
3352.872,45.980
3353.127,46.042
3353.381,46.012
3353.635,45.955
3353.889,45.952
3354.143,45.953
3354.398,46.021
3354.652,46.062
3354.906,46.035
3355.160,46.110
3355.414,46.094
3355.669,46.082
3355.923,46.069
3356.177,46.129
3356.431,46.136
3356.685,46.049
3356.940,45.986
3357.194,46.106
3357.448,46.216
3357.702,46.070
3357.956,45.969
3358.211,45.910
3358.465,45.941
3358.719,45.969
3358.973,46.040
3359.227,46.153
3359.482,46.117
3359.736,46.126
3359.990,46.118
3360.244,46.061
3360.498,46.054
3360.753,46.200
3361.007,46.341
3361.261,46.313
3361.515,46.155
3361.769,45.998
3362.024,46.139
3362.278,46.315
3362.532,46.242
3362.786,46.041
3363.040,46.074
3363.295,46.227
3363.549,46.252
3363.803,46.167
3364.057,46.114
3364.311,46.158
3364.566,46.199
3364.820,46.172
3365.074,46.163
3365.328,46.257
3365.582,46.329
3365.837,46.391
3366.091,46.297
3366.345,46.346
3366.599,46.471
3366.853,46.530
3367.108,46.445
3367.362,46.449
3367.616,46.460
3367.870,46.487
3368.124,46.480
3368.379,46.358
3368.633,46.333
3368.887,46.363
3369.141,46.313
3369.395,46.403
3369.650,46.641
3369.904,46.744
3370.158,46.646
3370.412,46.430
3370.666,46.304
3370.921,46.315
3371.175,46.387
3371.429,46.547
3371.683,46.516
3371.937,46.425
3372.192,46.419
3372.446,46.512
3372.700,46.534
3372.954,46.410
3373.208,46.326
3373.463,46.446
3373.717,46.461
3373.971,46.524
3374.225,46.641
3374.479,46.683
3374.734,46.647
3374.988,46.579
3375.242,46.438
3375.496,46.376
3375.750,46.624
3376.005,46.799
3376.259,46.649
3376.513,46.529
3376.767,46.605
3377.021,46.796
3377.276,46.804
3377.530,46.695
3377.784,46.738
3378.038,46.846
3378.292,46.675
3378.547,46.508
3378.801,46.531
3379.055,46.668
3379.309,46.646
3379.563,46.673
3379.818,46.787
3380.072,46.838
3380.326,46.859
3380.580,46.901
3380.834,46.849
3381.089,46.756
3381.343,46.860
3381.597,46.824
3381.851,46.652
3382.105,46.681
3382.360,46.770
3382.614,46.717
3382.868,46.800
3383.122,46.838
3383.376,46.719
3383.631,46.776
3383.885,46.881
3384.139,46.828
3384.393,46.815
3384.647,46.897
3384.902,46.835
3385.156,46.823
3385.410,46.789
3385.664,46.773
3385.918,46.911
3386.173,46.998
3386.427,46.939
3386.681,46.923
3386.935,46.919
3387.189,46.960
3387.444,47.104
3387.698,47.147
3387.952,47.047
3388.206,46.934
3388.460,46.920
3388.715,47.000
3388.969,47.167
3389.223,47.184
3389.477,47.172
3389.731,47.193
3389.986,47.089
3390.240,47.003
3390.494,47.044
3390.748,47.047
3391.002,47.077
3391.257,47.133
3391.511,47.002
3391.765,46.935
3392.019,46.987
3392.273,47.069
3392.528,47.163
3392.782,47.139
3393.036,47.035
3393.290,47.055
3393.544,47.258
3393.799,47.278
3394.053,47.278
3394.307,47.241
3394.561,47.194
3394.815,47.280
3395.070,47.254
3395.324,47.171
3395.578,47.170
3395.832,47.209
3396.086,47.257
3396.341,47.270
3396.595,47.257
3396.849,47.267
3397.103,47.304
3397.357,47.420
3397.612,47.599
3397.866,47.639
3398.120,47.445
3398.374,47.307
3398.628,47.446
3398.883,47.614
3399.137,47.487
3399.391,47.345
3399.645,47.231
3399.899,47.241
3400.154,47.370
3400.408,47.437
3400.662,47.365
3400.916,47.445
3401.170,47.567
3401.425,47.652
3401.679,47.673
3401.933,47.586
3402.187,47.493
3402.441,47.471
3402.696,47.562
3402.950,47.668
3403.204,47.523
3403.458,47.500
3403.712,47.707
3403.967,47.858
3404.221,47.619
3404.475,47.477
3404.729,47.466
3404.983,47.448
3405.238,47.482
3405.492,47.494
3405.746,47.525
3406.000,47.612
3406.254,47.579
3406.509,47.531
3406.763,47.579
3407.017,47.567
3407.271,47.484
3407.525,47.574
3407.779,47.612
3408.034,47.628
3408.288,47.606
3408.542,47.625
3408.796,47.658
3409.050,47.642
3409.305,47.705
3409.559,47.688
3409.813,47.598
3410.067,47.659
3410.321,47.650
3410.576,47.775
3410.830,47.892
3411.084,47.727
3411.338,47.566
3411.592,47.699
3411.847,47.803
3412.101,47.707
3412.355,47.723
3412.609,47.884
3412.863,47.840
3413.118,47.766
3413.372,47.831
3413.626,47.759
3413.880,47.664
3414.134,47.863
3414.389,48.044
3414.643,48.105
3414.897,47.978
3415.151,47.888
3415.405,47.850
3415.660,47.875
3415.914,47.748
3416.168,47.814
3416.422,47.916
3416.676,47.924
3416.931,47.860
3417.185,47.881
3417.439,47.888
3417.693,47.960
3417.947,48.009
3418.202,47.894
3418.456,47.910
3418.710,47.975
3418.964,47.964
3419.218,47.935
3419.473,48.022
3419.727,48.101
3419.981,48.057
3420.235,47.993
3420.489,48.011
3420.744,48.020
3420.998,47.962
3421.252,47.933
3421.506,47.982
3421.760,47.997
3422.015,47.976
3422.269,48.024
3422.523,48.128
3422.777,48.128
3423.031,48.116
3423.286,48.056
3423.540,48.027
3423.794,48.167
3424.048,48.144
3424.302,48.090
3424.557,48.188
3424.811,48.330
3425.065,48.223
3425.319,48.053
3425.573,48.005
3425.828,48.136
3426.082,48.116
3426.336,48.017
3426.590,48.042
3426.844,48.062
3427.099,48.138
3427.353,48.132
3427.607,48.159
3427.861,48.235
3428.115,48.205
3428.370,48.161
3428.624,48.138
3428.878,48.214
3429.132,48.322
3429.386,48.393
3429.641,48.345
3429.895,48.189
3430.149,48.105
3430.403,48.112
3430.657,48.104
3430.912,48.153
3431.166,48.326
3431.420,48.504
3431.674,48.494
3431.928,48.302
3432.183,48.180
3432.437,48.307
3432.691,48.403
3432.945,48.502
3433.199,48.562
3433.454,48.484
3433.708,48.296
3433.962,48.198
3434.216,48.243
3434.470,48.337
3434.725,48.421
3434.979,48.450
3435.233,48.369
3435.487,48.324
3435.741,48.360
3435.996,48.493
3436.250,48.480
3436.504,48.476
3436.758,48.523
3437.012,48.519
3437.267,48.554
3437.521,48.605
3437.775,48.497
3438.029,48.378
3438.283,48.437
3438.538,48.541
3438.792,48.563
3439.046,48.623
3439.300,48.599
3439.554,48.407
3439.809,48.283
3440.063,48.357
3440.317,48.481
3440.571,48.543
3440.825,48.714
3441.080,48.831
3441.334,48.812
3441.588,48.773
3441.842,48.699
3442.096,48.600
3442.351,48.649
3442.605,48.710
