Depth (m),Temperature (°C)
1634.994,21.491
1635.248,21.352
1635.502,21.317
1635.756,21.326
1636.011,21.372
1636.265,21.428
1636.519,21.523
1636.773,21.664
1637.027,21.733
1637.282,21.658
1637.536,21.517
1637.790,21.384
1638.044,21.334
1638.298,21.226
1638.553,21.207
1638.807,21.267
1639.061,21.373
1639.315,21.542
1639.569,21.708
1639.824,21.787
1640.078,21.739
1640.332,21.675
1640.586,21.546
1640.840,21.396
1641.095,21.311
1641.349,21.286
1641.603,21.339
1641.857,21.394
1642.111,21.544
1642.366,21.722
1642.620,21.767
1642.874,21.726
1643.128,21.630
1643.382,21.539
1643.637,21.454
1643.891,21.364
1644.145,21.306
1644.399,21.270
1644.653,21.329
1644.908,21.471
1645.162,21.661
1645.416,21.784
1645.670,21.746
1645.924,21.608
1646.179,21.521
1646.433,21.505
1646.687,21.375
1646.941,21.259
1647.195,21.256
1647.450,21.358
1647.704,21.554
1647.958,21.731
1648.212,21.802
1648.466,21.753
1648.721,21.688
1648.975,21.574
1649.229,21.364
1649.483,21.203
1649.737,21.202
1649.992,21.277
1650.246,21.338
1650.500,21.428
1650.754,21.567
1651.008,21.676
1651.263,21.729
1651.517,21.667
1651.771,21.530
1652.025,21.428
1652.279,21.325
1652.533,21.256
1652.788,21.249
1653.042,21.322
1653.296,21.479
1653.550,21.635
1653.804,21.749
1654.059,21.788
1654.313,21.711
1654.567,21.574
1654.821,21.447
1655.075,21.326
1655.330,21.218
1655.584,21.272
1655.838,21.317
1656.092,21.453
1656.346,21.693
1656.601,21.804
1656.855,21.710
1657.109,21.597
1657.363,21.449
1657.617,21.390
1657.872,21.341
1658.126,21.259
1658.380,21.249
1658.634,21.355
1658.888,21.553
1659.143,21.706
1659.397,21.740
1659.651,21.695
1659.905,21.613
1660.159,21.482
1660.414,21.280
1660.668,21.233
1660.922,21.254
1661.176,21.198
1661.430,21.205
1661.685,21.364
1661.939,21.584
1662.193,21.674
1662.447,21.680
1662.701,21.661
1662.956,21.537
1663.210,21.366
1663.464,21.264
1663.718,21.208
1663.972,21.179
1664.227,21.205
1664.481,21.386
1664.735,21.583
1664.989,21.685
1665.243,21.689
1665.498,21.628
1665.752,21.527
1666.006,21.391
1666.260,21.283
1666.514,21.213
1666.769,21.191
1667.023,21.284
1667.277,21.413
1667.531,21.468
1667.785,21.576
1668.040,21.593
1668.294,21.456
1668.548,21.303
1668.802,21.203
1669.056,21.202
1669.311,21.131
1669.565,21.085
1669.819,21.120
1670.073,21.255
1670.327,21.432
1670.582,21.575
1670.836,21.608
1671.090,21.540
1671.344,21.407
1671.598,21.258
1671.853,21.086
1672.107,20.998
1672.361,21.061
1672.615,21.137
1672.869,21.240
1673.124,21.465
1673.378,21.624
1673.632,21.572
1673.886,21.489
1674.140,21.385
1674.395,21.196
1674.649,21.104
1674.903,21.048
1675.157,20.992
1675.411,21.047
1675.666,21.197
1675.920,21.351
1676.174,21.511
1676.428,21.593
1676.682,21.499
1676.937,21.404
1677.191,21.221
1677.445,21.026
1677.699,20.919
1677.953,20.925
1678.208,21.020
1678.462,21.171
1678.716,21.352
1678.970,21.497
1679.224,21.563
1679.479,21.450
1679.733,21.266
1679.987,21.093
1680.241,20.899
1680.495,20.813
1680.750,20.833
1681.004,20.852
1681.258,20.976
1681.512,21.254
1681.766,21.456
1682.021,21.454
1682.275,21.376
1682.529,21.253
1682.783,21.111
1683.037,20.922
1683.292,20.771
1683.546,20.726
1683.800,20.773
1684.054,20.930
1684.308,21.166
1684.563,21.367
1684.817,21.400
1685.071,21.330
1685.325,21.163
1685.579,20.973
1685.834,20.807
1686.088,20.649
1686.342,20.632
1686.596,20.680
1686.850,20.808
1687.105,20.979
1687.359,21.139
1687.613,21.270
1687.867,21.259
1688.121,21.111
1688.376,20.867
1688.630,20.683
1688.884,20.561
1689.138,20.456
1689.392,20.528
1689.647,20.734
1689.901,20.907
1690.155,21.097
1690.409,21.228
1690.663,21.244
1690.918,21.113
1691.172,20.902
1691.426,20.672
1691.680,20.549
1691.934,20.579
1692.189,20.683
1692.443,20.755
1692.697,20.838
1692.951,21.021
1693.205,21.115
1693.460,21.092
1693.714,20.983
1693.968,20.827
1694.222,20.609
1694.476,20.461
1694.731,20.430
1694.985,20.420
1695.239,20.551
1695.493,20.781
1695.747,20.952
1696.002,21.055
1696.256,21.061
1696.510,20.980
1696.764,20.771
1697.018,20.504
1697.273,20.311
1697.527,20.307
1697.781,20.435
1698.035,20.498
1698.289,20.603
1698.544,20.763
1698.798,20.929
1699.052,20.984
1699.306,20.832
1699.560,20.596
1699.815,20.378
1700.069,20.230
1700.323,20.245
1700.577,20.405
1700.831,20.514
1701.086,20.566
1701.340,20.675
1701.594,20.820
1701.848,20.868
1702.102,20.783
1702.357,20.624
1702.611,20.389
1702.865,20.216
1703.119,20.112
1703.373,20.118
1703.628,20.239
1703.882,20.401
1704.136,20.552
1704.390,20.667
1704.644,20.682
1704.899,20.626
1705.153,20.475
1705.407,20.274
1705.661,20.080
1705.915,20.043
1706.170,20.071
1706.424,20.077
1706.678,20.212
1706.932,20.454
1707.186,20.582
1707.441,20.662
1707.695,20.608
1707.949,20.443
1708.203,20.267
1708.457,20.166
1708.712,20.180
1708.966,20.227
1709.220,20.288
1709.474,20.409
1709.728,20.597
1709.983,20.704
1710.237,20.746
1710.491,20.741
1710.745,20.672
1710.999,20.442
1711.254,20.195
1711.508,20.114
1711.762,20.240
1712.016,20.414
1712.270,20.511
1712.525,20.690
1712.779,20.874
1713.033,20.957
1713.287,20.921
1713.541,20.768
1713.796,20.477
1714.050,20.237
1714.304,20.174
1714.558,20.282
1714.812,20.381
1715.067,20.474
1715.321,20.666
1715.575,20.887
1715.829,21.001
1716.083,21.121
1716.338,21.043
1716.592,20.729
1716.846,20.433
1717.100,20.299
1717.354,20.329
1717.609,20.388
1717.863,20.461
1718.117,20.614
1718.371,20.879
1718.625,21.152
1718.880,21.240
1719.134,21.149
1719.388,20.848
1719.642,20.522
1719.896,20.339
1720.151,20.286
1720.405,20.387
1720.659,20.530
1720.913,20.615
1721.167,20.803
1721.422,21.139
1721.676,21.293
1721.930,21.214
1722.184,21.003
1722.438,20.771
1722.692,20.555
1722.947,20.415
1723.201,20.461
1723.455,20.570
1723.709,20.715
1723.963,20.942
1724.218,21.138
1724.472,21.265
1724.726,21.344
1724.980,21.266
1725.234,21.055
1725.489,20.784
1725.743,20.574
1725.997,20.534
1726.251,20.666
1726.505,20.842
1726.760,21.018
1727.014,21.170
1727.268,21.338
1727.522,21.464
1727.776,21.340
1728.031,21.119
1728.285,20.908
1728.539,20.660
1728.793,20.593
1729.047,20.733
1729.302,20.873
1729.556,20.916
1729.810,21.105
1730.064,21.388
1730.318,21.569
1730.573,21.481
1730.827,21.217
1731.081,20.955
1731.335,20.812
1731.589,20.708
1731.844,20.636
1732.098,20.811
1732.352,21.065
1732.606,21.254
1732.860,21.415
1733.115,21.530
1733.369,21.618
1733.623,21.447
1733.877,21.132
1734.131,20.894
1734.386,20.783
1734.640,20.789
1734.894,20.884
1735.148,20.980
1735.402,21.138
1735.657,21.300
1735.911,21.491
1736.165,21.549
1736.419,21.477
1736.673,21.265
1736.928,20.988
1737.182,20.845
1737.436,20.878
1737.690,20.936
1737.944,21.031
1738.199,21.131
1738.453,21.308
1738.707,21.478
1738.961,21.550
1739.215,21.505
1739.470,21.365
1739.724,21.150
1739.978,20.961
1740.232,20.929
1740.486,20.991
1740.741,21.051
1740.995,21.146
1741.249,21.276
1741.503,21.482
1741.757,21.638
1742.012,21.618
1742.266,21.445
1742.520,21.242
1742.774,21.074
1743.028,21.010
1743.283,21.039
1743.537,21.016
1743.791,21.068
1744.045,21.294
1744.299,21.570
1744.554,21.701
1744.808,21.676
1745.062,21.570
1745.316,21.365
1745.570,21.177
1745.825,21.063
1746.079,21.048
1746.333,21.067
1746.587,21.102
1746.841,21.231
1747.096,21.466
1747.350,21.677
1747.604,21.741
1747.858,21.665
1748.112,21.498
1748.367,21.344
1748.621,21.129
1748.875,21.007
1749.129,21.000
1749.383,21.000
1749.638,21.130
1749.892,21.386
1750.146,21.573
1750.400,21.631
1750.654,21.622
1750.909,21.478
1751.163,21.301
1751.417,21.132
1751.671,21.008
1751.925,21.022
1752.180,21.032
1752.434,21.146
1752.688,21.387
1752.942,21.621
1753.196,21.759
1753.451,21.741
1753.705,21.655
1753.959,21.448
1754.213,21.222
1754.467,21.064
1754.722,21.047
1754.976,21.147
1755.230,21.186
1755.484,21.320
1755.738,21.554
1755.993,21.694
1756.247,21.715
1756.501,21.718
1756.755,21.553
1757.009,21.304
1757.264,21.079
1757.518,21.053
1757.772,21.129
1758.026,21.135
1758.280,21.245
1758.535,21.504
1758.789,21.668
1759.043,21.716
1759.297,21.664
1759.551,21.469
1759.806,21.283
1760.060,21.194
1760.314,21.167
1760.568,21.138
1760.822,21.100
1761.077,21.131
1761.331,21.341
1761.585,21.600
1761.839,21.787
1762.093,21.822
1762.348,21.642
1762.602,21.470
1762.856,21.338
1763.110,21.095
1763.364,21.015
1763.619,21.092
1763.873,21.247
1764.127,21.453
1764.381,21.560
1764.635,21.586
1764.890,21.656
1765.144,21.673
1765.398,21.540
1765.652,21.359
1765.906,21.194
1766.161,21.111
1766.415,21.152
1766.669,21.215
1766.923,21.295
1767.177,21.519
1767.432,21.660
1767.686,21.703
1767.940,21.670
1768.194,21.595
1768.448,21.400
1768.703,21.154
1768.957,21.040
1769.211,21.094
1769.465,21.196
1769.719,21.306
1769.974,21.415
1770.228,21.574
1770.482,21.757
1770.736,21.735
1770.990,21.544
1771.245,21.404
1771.499,21.304
1771.753,21.200
1772.007,21.109
1772.261,21.108
1772.516,21.165
1772.770,21.367
1773.024,21.600
1773.278,21.669
1773.532,21.627
1773.787,21.558
1774.041,21.354
1774.295,21.191
1774.549,21.132
1774.803,21.127
1775.058,21.164
1775.312,21.251
1775.566,21.259
1775.820,21.431
1776.074,21.586
1776.329,21.652
1776.583,21.637
1776.837,21.545
1777.091,21.351
1777.345,21.198
1777.600,21.095
1777.854,21.075
1778.108,21.163
1778.362,21.343
1778.616,21.552
1778.871,21.670
1779.125,21.697
1779.379,21.679
1779.633,21.586
1779.887,21.401
1780.142,21.203
1780.396,21.072
1780.650,21.110
1780.904,21.217
1781.158,21.251
1781.413,21.413
1781.667,21.680
1781.921,21.778
1782.175,21.736
1782.429,21.630
1782.684,21.485
1782.938,21.337
1783.192,21.170
1783.446,21.095
1783.700,21.062
1783.955,21.159
1784.209,21.329
1784.463,21.506
1784.717,21.576
1784.971,21.587
1785.226,21.609
1785.480,21.539
1785.734,21.389
1785.988,21.236
1786.242,21.156
1786.497,21.137
1786.751,21.125
1787.005,21.226
1787.259,21.402
1787.513,21.533
1787.768,21.644
1788.022,21.613
1788.276,21.477
1788.530,21.309
1788.784,21.166
1789.039,21.036
1789.293,21.046
1789.547,21.091
1789.801,21.187
1790.055,21.378
1790.310,21.498
1790.564,21.532
1790.818,21.557
1791.072,21.529
1791.326,21.414
1791.581,21.217
1791.835,21.078
1792.089,21.121
1792.343,21.163
1792.597,21.178
1792.851,21.318
1793.106,21.472
1793.360,21.514
1793.614,21.546
1793.868,21.514
1794.122,21.415
1794.377,21.259
1794.631,21.127
1794.885,21.135
1795.139,21.116
1795.393,21.120
1795.648,21.161
1795.902,21.224
1796.156,21.353
1796.410,21.527
1796.664,21.524
1796.919,21.390
1797.173,21.241
1797.427,21.102
1797.681,21.072
1797.935,21.130
1798.190,21.133
1798.444,21.237
1798.698,21.368
1798.952,21.401
1799.206,21.464
1799.461,21.513
1799.715,21.424
1799.969,21.267
1800.223,21.202
1800.477,21.108
1800.732,21.026
1800.986,20.962
1801.240,21.126
1801.494,21.348
1801.748,21.473
1802.003,21.517
1802.257,21.500
1802.511,21.374
1802.765,21.182
1803.019,21.106
1803.274,21.074
1803.528,21.025
1803.782,20.996
1804.036,21.070
1804.290,21.142
1804.545,21.236
1804.799,21.448
1805.053,21.548
1805.307,21.426
1805.561,21.203
1805.816,21.048
1806.070,20.993
1806.324,20.978
1806.578,20.965
1806.832,21.065
1807.087,21.209
1807.341,21.294
1807.595,21.376
1807.849,21.451
1808.103,21.339
1808.358,21.184
1808.612,21.151
1808.866,21.059
1809.120,20.923
1809.374,20.866
1809.629,20.983
1809.883,21.202
1810.137,21.320
1810.391,21.338
1810.645,21.323
1810.900,21.280
1811.154,21.179
1811.408,21.109
1811.662,21.037
1811.916,20.996
1812.171,20.994
1812.425,20.972
1812.679,20.963
1812.933,21.088
1813.187,21.263
1813.442,21.342
1813.696,21.362
1813.950,21.281
1814.204,21.142
1814.458,21.032
1814.713,20.905
1814.967,20.796
1815.221,20.858
1815.475,20.963
1815.729,21.102
1815.984,21.236
1816.238,21.243
1816.492,21.220
1816.746,21.139
1817.000,21.027
1817.255,20.977
1817.509,20.941
1817.763,20.875
1818.017,20.867
1818.271,21.005
1818.526,21.116
1818.780,21.223
1819.034,21.236
1819.288,21.174
1819.542,21.104
1819.797,21.018
1820.051,20.959
1820.305,20.882
1820.559,20.801
1820.813,20.780
1821.068,20.890
1821.322,21.073
1821.576,21.185
1821.830,21.173
1822.084,21.198
1822.339,21.241
1822.593,21.043
1822.847,20.888
1823.101,20.880
1823.355,20.837
1823.610,20.788
1823.864,20.840
1824.118,20.874
1824.372,20.916
1824.626,21.053
1824.881,21.224
1825.135,21.164
1825.389,20.987
1825.643,20.910
1825.897,20.806
1826.152,20.689
1826.406,20.691
1826.660,20.776
1826.914,20.840
1827.168,20.965
1827.423,21.152
1827.677,21.165
1827.931,21.074
1828.185,21.015
1828.439,20.886
1828.694,20.745
1828.948,20.648
1829.202,20.588
1829.456,20.616
1829.710,20.730
1829.965,20.819
1830.219,21.008
1830.473,21.201
1830.727,21.226
1830.981,21.130
1831.236,20.874
1831.490,20.649
1831.744,20.562
1831.998,20.573
1832.252,20.688
1832.507,20.818
1832.761,20.846
1833.015,20.899
1833.269,21.066
1833.523,21.203
1833.778,21.112
1834.032,20.888
1834.286,20.758
1834.540,20.674
1834.794,20.652
1835.049,20.654
1835.303,20.653
1835.557,20.682
1835.811,20.766
1836.065,20.858
1836.320,20.875
1836.574,20.826
1836.828,20.759
1837.082,20.693
1837.336,20.527
1837.591,20.497
1837.845,20.505
1838.099,20.527
1838.353,20.595
1838.607,20.733
1838.862,20.810
1839.116,20.916
1839.370,20.997
1839.624,20.883
1839.878,20.784
1840.133,20.670
1840.387,20.539
1840.641,20.480
1840.895,20.457
1841.149,20.458
1841.404,20.649
1841.658,20.822
1841.912,20.858
1842.166,20.891
1842.420,20.878
1842.675,20.648
1842.929,20.453
1843.183,20.334
1843.437,20.293
1843.691,20.344
1843.946,20.372
1844.200,20.482
1844.454,20.663
1844.708,20.793
1844.962,20.813
1845.217,20.708
1845.471,20.634
1845.725,20.619
1845.979,20.525
1846.233,20.378
1846.488,20.256
1846.742,20.251
1846.996,20.353
1847.250,20.433
1847.504,20.559
1847.759,20.687
1848.013,20.635
1848.267,20.523
1848.521,20.430
1848.775,20.336
1849.030,20.263
1849.284,20.188
1849.538,20.220
1849.792,20.278
1850.046,20.382
1850.301,20.543
1850.555,20.594
1850.809,20.589
1851.063,20.506
1851.317,20.406
1851.572,20.324
1851.826,20.289
1852.080,20.229
1852.334,20.069
1852.588,20.030
1852.843,20.153
1853.097,20.400
1853.351,20.570
1853.605,20.520
1853.859,20.429
1854.114,20.359
1854.368,20.238
1854.622,20.126
1854.876,20.160
1855.130,20.246
1855.385,20.365
1855.639,20.429
1855.893,20.559
1856.147,20.687
1856.401,20.761
1856.656,20.745
1856.910,20.672
1857.164,20.492
1857.418,20.300
1857.672,20.235
1857.927,20.384
1858.181,20.523
1858.435,20.536
1858.689,20.615
1858.943,20.776
1859.198,20.932
1859.452,20.984
1859.706,20.757
1859.960,20.466
1860.214,20.356
1860.469,20.356
1860.723,20.356
1860.977,20.349
1861.231,20.424
1861.485,20.557
1861.740,20.749
1861.994,20.846
1862.248,20.949
1862.502,20.976
1862.756,20.800
1863.010,20.581
1863.265,20.404
1863.519,20.387
1863.773,20.379
1864.027,20.438
1864.281,20.589
1864.536,20.767
1864.790,20.919
1865.044,21.021
1865.298,20.930
1865.552,20.834
1865.807,20.717
1866.061,20.641
1866.315,20.520
1866.569,20.350
1866.823,20.361
1867.078,20.552
1867.332,20.767
1867.586,20.890
1867.840,21.000
1868.094,21.113
1868.349,21.073
1868.603,20.877
1868.857,20.688
1869.111,20.576
1869.365,20.582
1869.620,20.626
1869.874,20.678
1870.128,20.741
1870.382,20.895
1870.636,21.066
1870.891,21.203
1871.145,21.206
1871.399,20.997
1871.653,20.809
1871.907,20.712
1872.162,20.602
1872.416,20.625
1872.670,20.770
1872.924,20.880
1873.178,20.962
1873.433,21.080
1873.687,21.085
1873.941,21.046
1874.195,21.093
1874.449,21.012
1874.704,20.881
1874.958,20.828
1875.212,20.723
1875.466,20.657
1875.720,20.798
1875.975,20.964
1876.229,21.108
1876.483,21.213
1876.737,21.296
1876.991,21.326
1877.246,21.248
1877.500,21.038
1877.754,20.931
1878.008,20.863
1878.262,20.765
1878.517,20.772
1878.771,20.886
1879.025,21.027
1879.279,21.144
1879.533,21.199
1879.788,21.340
1880.042,21.302
1880.296,21.115
1880.550,20.974
1880.804,20.881
1881.059,20.777
1881.313,20.758
1881.567,20.933
1881.821,21.128
1882.075,21.307
1882.330,21.301
1882.584,21.305
1882.838,21.338
1883.092,21.299
1883.346,21.088
1883.601,20.980
1883.855,20.921
1884.109,20.903
1884.363,21.037
1884.617,21.122
1884.872,21.261
1885.126,21.352
1885.380,21.321
1885.634,21.327
1885.888,21.381
1886.143,21.292
1886.397,21.122
1886.651,20.937
1886.905,20.907
1887.159,21.026
1887.414,21.036
1887.668,21.158
1887.922,21.291
1888.176,21.355
1888.430,21.432
1888.685,21.402
1888.939,21.235
1889.193,21.149
1889.447,21.197
1889.701,21.100
1889.956,21.036
1890.210,21.099
1890.464,21.130
1890.718,21.186
1890.972,21.339
1891.227,21.479
1891.481,21.504
1891.735,21.386
1891.989,21.167
1892.243,21.025
1892.498,21.002
1892.752,21.060
1893.006,21.074
1893.260,21.119
1893.514,21.278
1893.769,21.485
1894.023,21.596
1894.277,21.556
1894.531,21.507
1894.785,21.412
1895.040,21.269
1895.294,21.129
1895.548,21.046
1895.802,21.022
1896.056,21.090
1896.311,21.198
1896.565,21.344
1896.819,21.528
1897.073,21.610
1897.327,21.544
1897.582,21.295
1897.836,21.193
1898.090,21.153
1898.344,21.045
1898.598,21.034
1898.853,21.065
1899.107,21.168
1899.361,21.314
1899.615,21.526
1899.869,21.716
1900.124,21.701
1900.378,21.510
1900.632,21.373
1900.886,21.271
1901.140,21.146
1901.395,20.985
1901.649,20.973
1901.903,21.136
1902.157,21.322
1902.411,21.502
1902.666,21.684
1902.920,21.769
1903.174,21.715
1903.428,21.548
1903.682,21.369
1903.937,21.202
1904.191,21.006
1904.445,20.892
1904.699,20.960
1904.953,21.196
1905.208,21.355
1905.462,21.532
1905.716,21.692
1905.970,21.706
1906.224,21.616
1906.479,21.471
1906.733,21.247
1906.987,21.011
1907.241,20.865
1907.495,20.872
1907.750,20.981
1908.004,21.172
1908.258,21.366
1908.512,21.548
1908.766,21.747
1909.021,21.792
1909.275,21.550
1909.529,21.190
1909.783,20.873
1910.037,20.681
1910.292,20.706
1910.546,20.792
1910.800,20.982
1911.054,21.260
1911.308,21.591
1911.563,21.934
1911.817,22.091
1912.071,21.917
1912.325,21.394
1912.579,20.703
1912.834,20.163
1913.088,19.924
1913.342,19.905
1913.596,20.034
1913.850,20.306
1914.105,20.798
1914.359,21.370
1914.613,21.810
1914.867,21.963
1915.121,22.102
1915.376,22.170
1915.630,22.084
1915.884,22.017
1916.138,22.061
1916.392,21.932
1916.647,21.379
1916.901,20.759
1917.155,20.735
1917.409,21.238
1917.663,21.820
1917.918,22.569
1918.172,23.961
1918.426,25.738
1918.680,26.855
1918.934,27.047
1919.189,26.618
1919.443,26.256
1919.697,26.805
1919.951,28.174
1920.205,29.730
1920.460,30.530
1920.714,30.909
1920.968,31.848
1921.222,32.243
1921.476,31.783
1921.731,31.839
1921.985,32.445
1922.239,32.705
1922.493,32.492
1922.747,31.957
1923.002,31.361
1923.256,30.909
1923.510,30.491
1923.764,29.788
1924.018,28.538
1924.273,26.903
1924.527,25.290
1924.781,24.392
1925.035,24.686
1925.289,25.996
1925.544,27.475
1925.798,28.461
1926.052,29.194
1926.306,29.697
1926.560,29.479
1926.815,28.529
1927.069,27.441
1927.323,26.342
1927.577,25.440
1927.831,25.247
1928.086,25.429
1928.340,25.635
1928.594,25.562
1928.848,24.973
1929.102,23.883
1929.357,22.724
1929.611,21.865
1929.865,21.584
1930.119,21.792
1930.373,22.103
1930.628,22.674
1930.882,23.472
1931.136,24.067
1931.390,24.068
1931.644,23.796
1931.899,23.727
1932.153,23.727
1932.407,23.998
1932.661,25.099
1932.915,26.897
1933.169,28.444
1933.424,28.985
1933.678,28.662
1933.932,28.181
1934.186,27.760
1934.440,27.169
1934.695,25.997
1934.949,24.377
1935.203,22.858
1935.457,21.941
1935.711,21.714
1935.966,21.775
1936.220,22.096
1936.474,22.767
1936.728,23.585
1936.982,24.434
1937.237,25.556
1937.491,26.505
1937.745,26.740
1937.999,26.585
1938.253,26.751
1938.508,27.455
1938.762,28.387
1939.016,29.313
1939.270,30.096
1939.524,30.767
1939.779,31.301
1940.033,31.903
1940.287,32.256
1940.541,31.632
1940.795,30.626
1941.050,30.323
1941.304,30.893
1941.558,31.373
1941.812,31.107
1942.066,30.498
1942.321,30.230
1942.575,30.457
1942.829,31.290
1943.083,32.110
1943.337,32.360
1943.592,32.401
1943.846,32.566
1944.100,32.584
1944.354,32.125
1944.608,31.395
1944.863,31.258
1945.117,31.724
1945.371,31.914
1945.625,31.872
1945.879,31.936
1946.134,32.042
1946.388,32.088
1946.642,32.044
1946.896,31.927
1947.150,31.826
1947.405,31.768
1947.659,31.708
1947.913,31.640
1948.167,31.738
1948.421,32.163
1948.676,32.502
1948.930,32.533
1949.184,32.480
1949.438,32.530
1949.692,32.399
1949.947,31.757
1950.201,30.582
1950.455,29.258
1950.709,28.550
1950.963,28.435
1951.218,28.321
1951.472,28.688
1951.726,29.681
1951.980,30.470
1952.234,30.700
1952.489,30.532
1952.743,30.194
1952.997,29.726
1953.251,29.430
1953.505,29.750
1953.760,30.618
1954.014,31.353
1954.268,31.677
1954.522,31.590
1954.776,31.207
1955.031,30.841
1955.285,30.969
1955.539,31.442
1955.793,31.739
1956.047,31.626
1956.302,31.077
1956.556,30.395
1956.810,29.660
1957.064,28.864
1957.318,28.340
1957.573,28.442
1957.827,29.163
1958.081,30.011
1958.335,30.623
1958.589,31.029
1958.844,31.565
1959.098,32.235
1959.352,32.516
1959.606,32.428
1959.860,32.362
1960.115,32.441
1960.369,32.665
1960.623,33.030
1960.877,32.773
1961.131,31.427
1961.386,29.907
1961.640,29.056
1961.894,29.251
1962.148,30.061
1962.402,30.682
1962.657,30.542
1962.911,29.748
1963.165,28.644
1963.419,27.414
1963.673,26.619
1963.928,26.650
1964.182,27.232
1964.436,27.595
1964.690,27.149
1964.944,25.673
1965.199,23.526
1965.453,21.759
1965.707,21.098
1965.961,21.093
1966.215,21.070
1966.470,21.082
1966.724,21.034
1966.978,20.801
1967.232,20.447
1967.486,19.968
1967.741,19.607
1967.995,19.398
1968.249,19.321
1968.503,19.315
1968.757,19.253
1969.012,19.134
1969.266,19.155
1969.520,19.211
1969.774,19.220
1970.028,19.116
1970.283,19.064
1970.537,19.165
1970.791,19.172
1971.045,19.132
1971.299,19.196
1971.554,19.256
1971.808,19.189
1972.062,19.048
1972.316,18.984
1972.570,18.969
1972.825,18.922
1973.079,18.911
1973.333,18.934
1973.587,18.934
1973.841,19.024
1974.096,18.972
1974.350,18.828
1974.604,18.719
1974.858,18.765
1975.112,18.824
1975.367,18.810
1975.621,18.837
1975.875,18.693
1976.129,18.478
1976.383,18.382
1976.638,18.341
1976.892,18.317
1977.146,18.359
1977.400,18.416
1977.654,18.450
1977.909,18.377
1978.163,18.314
1978.417,18.472
1978.671,18.669
1978.925,18.857
1979.180,18.960
1979.434,18.956
1979.688,18.893
1979.942,18.931
1980.196,19.017
1980.451,19.045
1980.705,18.958
1980.959,18.806
1981.213,18.697
1981.467,18.574
1981.722,18.432
1981.976,18.385
1982.230,18.366
1982.484,18.300
1982.738,18.243
1982.993,18.278
1983.247,18.364
1983.501,18.374
1983.755,18.272
1984.009,18.139
1984.264,18.063
1984.518,18.024
1984.772,18.159
1985.026,18.427
1985.280,18.699
1985.535,18.696
1985.789,18.485
1986.043,18.284
1986.297,18.093
1986.551,17.966
1986.806,18.032
1987.060,18.113
1987.314,18.113
1987.568,18.004
1987.822,17.943
1988.077,17.942
1988.331,17.966
1988.585,18.046
1988.839,18.233
1989.093,18.459
1989.348,18.539
1989.602,18.442
1989.856,18.302
1990.110,18.214
1990.364,18.212
1990.619,18.249
1990.873,18.321
1991.127,18.286
1991.381,18.175
1991.635,18.102
1991.890,17.995
1992.144,17.964
1992.398,18.014
1992.652,17.952
1992.906,17.846
1993.161,17.864
1993.415,17.953
1993.669,17.969
1993.923,17.910
1994.177,17.849
1994.432,17.839
1994.686,17.979
1994.940,18.273
1995.194,18.284
1995.448,18.028
1995.703,17.807
1995.957,17.740
1996.211,17.714
1996.465,17.745
1996.719,17.835
1996.974,17.902
1997.228,18.000
1997.482,18.121
1997.736,18.104
1997.990,18.063
1998.245,18.014
1998.499,17.997
1998.753,18.031
1999.007,18.124
1999.261,18.231
1999.516,18.191
1999.770,18.116
2000.024,18.089
2000.278,18.152
2000.532,18.219
2000.787,18.234
2001.041,18.182
2001.295,18.072
2001.549,17.919
2001.803,17.734
2002.058,17.636
2002.312,17.554
2002.566,17.509
2002.820,17.566
2003.074,17.702
2003.328,17.805
2003.583,17.822
2003.837,17.845
2004.091,17.894
2004.345,18.096
2004.599,18.402
2004.854,18.529
2005.108,18.353
2005.362,18.064
2005.616,17.874
2005.870,17.858
2006.125,17.913
2006.379,17.998
2006.633,18.054
2006.887,18.013
2007.141,18.014
2007.396,18.090
2007.650,18.089
2007.904,18.101
2008.158,18.154
2008.412,18.178
2008.667,18.199
2008.921,18.238
2009.175,18.238
2009.429,18.211
2009.683,18.129
2009.938,18.082
2010.192,18.079
2010.446,18.084
2010.700,18.127
2010.954,18.138
2011.209,18.095
2011.463,18.042
2011.717,17.962
2011.971,17.916
2012.225,17.913
2012.480,17.840
2012.734,17.804
2012.988,17.933
2013.242,18.091
2013.496,18.165
2013.751,18.117
2014.005,18.289
2014.259,18.684
2014.513,18.708
2014.767,18.252
2015.022,17.877
2015.276,17.782
2015.530,17.842
2015.784,17.897
2016.038,17.871
2016.293,17.783
2016.547,17.789
2016.801,17.874
2017.055,17.957
2017.309,17.950
2017.564,17.932
2017.818,17.951
2018.072,17.897
2018.326,17.884
2018.580,17.911
2018.835,17.830
2019.089,17.855
2019.343,17.907
2019.597,17.921
2019.851,17.969
2020.106,17.989
2020.360,17.984
2020.614,18.033
2020.868,18.090
2021.122,18.068
2021.377,18.130
2021.631,18.203
2021.885,18.183
2022.139,18.224
2022.393,18.317
2022.648,18.338
2022.902,18.305
2023.156,18.356
2023.410,18.418
2023.664,18.576
2023.919,18.785
2024.173,18.669
2024.427,18.353
2024.681,18.217
2024.935,18.279
2025.190,18.361
2025.444,18.399
2025.698,18.388
2025.952,18.378
2026.206,18.389
2026.461,18.412
2026.715,18.439
2026.969,18.369
2027.223,18.316
2027.477,18.251
2027.732,18.234
2027.986,18.150
2028.240,18.053
2028.494,17.997
2028.748,17.999
2029.003,17.958
2029.257,17.996
2029.511,18.041
